X1,X,Precursor.Ion.Name,Retention.Time,Area,Background,Height,Mass.Error.PPM,SNFlag,ppmFlag,areaminFlag,RT_ref,RT_max,RT_min,RTFlag,Blank.Area,BlankFlag,Flags,QC_area,Reps_Present,ReplicateFlag,Samps_Present,Replicate.Name,SampleFlag,SmpFlag,CmpFlag,Filled_area,Backfill_Flag
3514,4472,Butyryl-L-carnitine,NA,NA,NA,#N/A,NA,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3515,4473,Butyryl-L-carnitine,4.91,6002443,0,113519,-1.6,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,6002443,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,6002443,NA
3516,4474,Butyryl-L-carnitine,5.01,5297029,0,97148,-0.3,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,5297029,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,5297029,NA
3517,4475,Butyryl-L-carnitine,4.83,5095532,0,96382,-1.8,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,5095532,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,5095532,NA
3518,4476,Butyryl-L-carnitine,4.89,5168004,0,97533,-0.8,NA,NA,NA,4.8975,5.01,4.77,NA,NA,NA,NA,5168004,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,5168004,NA
3542,4500,Carnitine,9.87,494676640,3610108,41064340,-4.1,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,494676640,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,494676640,NA
3543,4501,Carnitine,9.97,613430528,9313217,49178484,-3.2,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,613430528,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,613430528,NA
3544,4502,Carnitine,9.89,480350848,4534159,39096932,-3.8,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,480350848,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,480350848,NA
3545,4503,Carnitine,9.99,777323904,7498703,63184244,-2.9,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,777323904,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,777323904,NA
3546,4504,Carnitine,NA,NA,NA,#N/A,NA,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3547,4505,Carnitine,NA,NA,NA,#N/A,NA,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3548,4506,Carnitine,9.9,172686000,0,12385437,-3.3,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,172686000,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,172686000,NA
3549,4507,Carnitine,10.01,211793760,2461068,15928570,-2.3,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,211793760,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,211793760,NA
3550,4508,Carnitine,9.91,84914864,1487117,5753164,-3.7,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,84914864,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,84914864,NA
3551,4509,Carnitine,9.99,93974080,966388,6626221,-2.8,NA,NA,NA,9.94125,10.01,9.87,NA,NA,NA,NA,93974080,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,93974080,NA
3575,4533,Chitobiose,NA,NA,NA,#N/A,NA,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
3576,4534,Chitobiose,NA,NA,NA,#N/A,NA,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
3577,4535,Chitobiose,10.52,642746,0,42003,-2.8,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,642746,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,642746,NA
3578,4536,Chitobiose,10.26,43477,0,13662,-0.5,NA,NA,areaminFlag,10.1375,10.68,9.81,NA,NA,NA,"areaminFlag,",43477,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,43477,NA
3579,4537,Chitobiose,9.84,50937400,219129,1883891,-1.4,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,50937400,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,50937400,NA
3580,4538,Chitobiose,9.9,76661056,0,2689717,-0.1,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,76661056,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,76661056,NA
3581,4539,Chitobiose,9.81,45263396,0,1752757,-1.2,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,45263396,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,45263396,NA
3582,4540,Chitobiose,9.91,71851680,0,3237088,0,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,71851680,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,71851680,NA
3583,4541,Chitobiose,10.68,595702,0,41075,-3,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,595702,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,595702,NA
3584,4542,Chitobiose,10.18,210373,0,37492,-1.7,NA,NA,NA,10.1375,10.68,9.81,NA,NA,NA,NA,210373,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,210373,NA
3608,4566,Choline,15.72,851705792,4428204,38297040,-2.1,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,851705792,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,851705792,NA
3609,4567,Choline,17.32,961066240,4896713,45855100,-1.4,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,961066240,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,961066240,NA
3610,4568,Choline,14.7,1862200448,13131810,74825120,-2.8,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,1862200448,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,1862200448,NA
3611,4569,Choline,16.5,2329895424,13064803,93683592,-1.6,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,2329895424,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,2329895424,NA
3612,4570,Choline,NA,NA,NA,#N/A,NA,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3613,4571,Choline,NA,NA,NA,#N/A,NA,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3614,4572,Choline,14.78,1206691840,14492898,47974140,-2.5,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,1206691840,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,1206691840,NA
3615,4573,Choline,16.37,1330081280,14025264,55053280,-1.3,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,1330081280,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,1330081280,NA
3616,4574,Choline,14.76,976981056,11007890,38521468,-2.1,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,976981056,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,976981056,NA
3617,4575,Choline,16.33,1050573056,9683023,46523944,-1.4,NA,NA,NA,15.81,17.32,14.7,NA,NA,NA,NA,1050573056,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,1050573056,NA
3641,4599,Citrulline,12.06,144426592,563762,9688232,-3.3,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,144426592,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,144426592,NA
3642,4600,Citrulline,11.83,118661712,1582139,5990330,-2.6,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,118661712,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,118661712,NA
3643,4601,Citrulline,12.09,163824992,3210326,14742892,-3.4,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,163824992,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,163824992,NA
3644,4602,Citrulline,11.87,184515856,2083203,14659277,-2.4,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,184515856,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,184515856,NA
3645,4603,Citrulline,NA,NA,NA,#N/A,NA,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3646,4604,Citrulline,NA,NA,NA,#N/A,NA,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3647,4605,Citrulline,12.06,19334544,0,1785583,-3.3,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,19334544,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,19334544,NA
3648,4606,Citrulline,11.87,12441690,0,905177,-1.9,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,12441690,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,12441690,NA
3649,4607,Citrulline,12.1,14190655,492502,1414535,-2.9,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,14190655,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,14190655,NA
3650,4608,Citrulline,11.87,8409011,421234,670132,-2.2,NA,NA,NA,11.96875,12.1,11.83,NA,NA,NA,NA,8409011,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,8409011,NA
3674,4632,Creatine,11.12,1067261952,11604983,108347976,-4.6,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,1067261952,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,1067261952,NA
3675,4633,Creatine,11.17,1449673984,19521122,142876560,-3.8,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,1449673984,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,1449673984,NA
3676,4634,Creatine,11.1,920194688,8972069,89946184,-4,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,920194688,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,920194688,NA
3677,4635,Creatine,11.21,1538131968,19984760,147528528,-3.4,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,1538131968,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,1538131968,NA
3678,4636,Creatine,NA,NA,NA,#N/A,NA,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3679,4637,Creatine,NA,NA,NA,#N/A,NA,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3680,4638,Creatine,11.1,21545384,1126150,2001941,-3.7,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,21545384,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,21545384,NA
3681,4639,Creatine,11.16,22692942,1395833,2220118,-2.2,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,22692942,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,22692942,NA
3682,4640,Creatine,11.11,18151146,1014824,1901691,-3.9,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,18151146,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,18151146,NA
3683,4641,Creatine,11.19,19995966,751572,2041557,-3,NA,NA,NA,11.145,11.21,11.1,NA,NA,NA,NA,19995966,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,19995966,NA
3707,4665,Cys-Gly,7.93,2152615,0,34658,-2.5,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,2152615,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,2152615,NA
3708,4666,Cys-Gly,6.74,11131893,0,155838,-2.1,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,11131893,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,11131893,NA
3709,4667,Cys-Gly,9.89,120435,0,38991,-3.2,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,120435,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,120435,NA
3710,4668,Cys-Gly,9.63,164629,0,34381,-3,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,164629,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,164629,NA
3711,4669,Cys-Gly,NA,NA,NA,#N/A,NA,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3712,4670,Cys-Gly,NA,NA,NA,#N/A,NA,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3713,4671,Cys-Gly,9.92,81566,0,28810,-1.9,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,81566,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,81566,NA
3714,4672,Cys-Gly,9.61,104939,0,47616,-3.3,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,104939,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,104939,NA
3715,4673,Cys-Gly,9.86,22269,0,18948,-4.6,NA,NA,areaminFlag,9.15125,9.92,6.74,NA,NA,NA,"areaminFlag,",22269,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,22269,NA
3716,4674,Cys-Gly,9.63,149911,0,34295,-2.8,NA,NA,NA,9.15125,9.92,6.74,NA,NA,NA,NA,149911,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,149911,NA
3740,4731,Cystathionine,NA,NA,NA,#N/A,NA,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
3741,4732,Cystathionine,NA,NA,NA,#N/A,NA,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
3742,4733,Cystathionine,12.88,1484765,0,58830,-2.2,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,1484765,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,1484765,NA
3743,4734,Cystathionine,12.5,486824,0,27869,-1.4,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,486824,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,486824,NA
3744,4735,Cystathionine,12.87,37884436,0,1718786,-2.6,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,37884436,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,37884436,NA
3745,4736,Cystathionine,12.5,30349266,0,955373,-1.5,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,30349266,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,30349266,NA
3746,4737,Cystathionine,12.88,31192810,0,1737850,-2.7,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,31192810,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,31192810,NA
3747,4738,Cystathionine,12.5,31243854,0,1704420,-1.5,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,31243854,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,31243854,NA
3748,4739,Cystathionine,12.84,444910,0,37144,-2.6,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,444910,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,444910,NA
3749,4740,Cystathionine,12.55,204550,0,22443,-1.8,NA,NA,NA,12.69,12.88,12.5,NA,NA,NA,NA,204550,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,204550,NA
3773,4764,Cystine,12.22,16488402,0,821747,-2.5,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,16488402,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,16488402,NA
3774,4765,Cystine,11.54,17069202,0,636530,-1.7,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,17069202,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,17069202,NA
3775,4766,Cystine,12.33,12856818,0,619147,-2.5,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,12856818,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,12856818,NA
3776,4767,Cystine,11.87,12001862,0,548385,-1.4,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,12001862,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,12001862,NA
3777,4768,Cystine,NA,NA,NA,#N/A,NA,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
3778,4769,Cystine,NA,NA,NA,#N/A,NA,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
3779,4770,Cystine,12.3,230331,0,17339,-2.6,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,230331,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,230331,NA
3780,4771,Cystine,11.82,77757,0,12522,-0.6,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,77757,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,77757,NA
3781,4772,Cystine,12.36,62906,0,12551,-1.8,NA,NA,NA,11.9225,12.36,10.94,NA,NA,NA,NA,62906,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,62906,NA
3782,4773,Cystine,10.94,0,0,0,NA,NA,NA,areaminFlag,11.9225,12.36,10.94,NA,NA,NA,"areaminFlag,",0,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,0,NA
3806,4797,Cytidine,NA,NA,NA,#N/A,NA,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
3807,4798,Cytidine,NA,NA,NA,#N/A,NA,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
3808,4799,Cytidine,8.46,11308912,2334110,946684,-1.3,SNFlag,NA,NA,8.5375,8.63,8.46,NA,NA,NA,"SNFlag,",11308912,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,11308912,NA
3809,4800,Cytidine,8.58,14190572,0,986370,-0.3,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,14190572,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,14190572,NA
3810,4801,Cytidine,8.49,174873584,0,11884983,-2.5,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,174873584,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,174873584,NA
3811,4802,Cytidine,8.6,214424128,0,16221827,-1.1,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,214424128,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,214424128,NA
3812,4803,Cytidine,8.48,143947776,4485219,10072374,-1.9,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,143947776,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,143947776,NA
3813,4804,Cytidine,8.63,214886224,1790989,14821026,-0.8,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,214886224,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,214886224,NA
3814,4805,Cytidine,8.46,10112654,2076715,791286,-1.3,SNFlag,NA,NA,8.5375,8.63,8.46,NA,NA,NA,"SNFlag,",10112654,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,10112654,NA
3815,4806,Cytidine,8.6,15066564,0,1060833,-0.4,NA,NA,NA,8.5375,8.63,8.46,NA,NA,NA,NA,15066564,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,15066564,NA
3839,4830,Cytosine,NA,NA,NA,#N/A,NA,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
3840,4831,Cytosine,NA,NA,NA,#N/A,NA,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
3841,4832,Cytosine,7.31,46068636,3551709,3548188,-2.2,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,46068636,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,46068636,NA
3842,4833,Cytosine,7.46,39915028,139674,3371183,-1.4,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,39915028,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,39915028,NA
3843,4834,Cytosine,7.31,1197605376,13186140,87570768,-2.9,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,1197605376,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,1197605376,NA
3844,4835,Cytosine,7.49,1359094016,14164204,100671840,-1.6,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,1359094016,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,1359094016,NA
3845,4836,Cytosine,7.31,1009392000,46473424,78035632,-3,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,1009392000,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,1009392000,NA
3846,4837,Cytosine,7.46,1166713472,27553724,91113904,-1.4,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,1166713472,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,1166713472,NA
3847,4838,Cytosine,7.29,41662988,2340915,3107527,-2.4,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,41662988,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,41662988,NA
3848,4839,Cytosine,7.45,44382376,2428295,3482933,-1.6,NA,NA,NA,7.385,7.49,7.29,NA,NA,NA,NA,44382376,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,44382376,NA
3872,4896,DMSP,NA,NA,NA,#N/A,NA,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
3873,4897,DMSP,NA,NA,NA,#N/A,NA,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
3874,4898,DMSP,9.94,2296761856,9137100,192118640,-4.6,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,2296761856,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,2296761856,NA
3875,4899,DMSP,10.02,2162077696,8375415,182299232,-3.4,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,2162077696,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,2162077696,NA
3876,4900,DMSP,9.94,1014804352,0,91089656,-4.6,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,1014804352,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,1014804352,NA
3877,4901,DMSP,10.04,1516823168,0,131615200,-3.4,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,1516823168,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,1516823168,NA
3878,4902,DMSP,9.94,2877882368,11198436,249201440,-4.4,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,2877882368,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,2877882368,NA
3879,4903,DMSP,10.05,3427007744,4488327,289434528,-3.3,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,3427007744,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,3427007744,NA
3880,4904,DMSP,9.94,1937174528,8523155,169646368,-4.8,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,1937174528,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1937174528,NA
3881,4905,DMSP,10.05,2197025536,6452499,198652672,-3.8,NA,NA,NA,9.99,10.05,9.94,NA,NA,NA,NA,2197025536,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,2197025536,NA
3905,4929,Ectoine,NA,NA,NA,#N/A,NA,NA,NA,NA,9.7075,9.79,9.63,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
3906,4930,Ectoine,NA,NA,NA,#N/A,NA,NA,NA,NA,9.7075,9.79,9.63,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
3907,4931,Ectoine,9.66,35638344,3146276,3047982,-3.9,NA,NA,NA,9.7075,9.79,9.63,NA,NA,NA,NA,35638344,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,35638344,NA
3908,4932,Ectoine,9.79,26178388,5020744,2096532,-2.9,NA,NA,NA,9.7075,9.79,9.63,NA,NA,NA,NA,26178388,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,26178388,NA
3909,4933,Ectoine,9.63,5206827520,41071924,408375648,-5,NA,NA,NA,9.7075,9.79,9.63,NA,NA,NA,NA,5206827520,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,5206827520,NA
