X1,X,Precursor.Ion.Name,Retention.Time,Area,Background,Height,Mass.Error.PPM,SNFlag,ppmFlag,areaminFlag,RT_ref,RT_max,RT_min,RTFlag,Blank.Area,BlankFlag,Flags,QC_area,Reps_Present,ReplicateFlag,Samps_Present,Replicate.Name,SampleFlag,SmpFlag,CmpFlag,Filled_area,Backfill_Flag
2148,3534,FAD,9.69,51154,0,13624,1.3,NA,NA,NA,9.47625,9.73,8.99,NA,NA,NA,NA,51154,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,51154,NA
2149,3535,FAD,9.4,20876,0,9395,-0.2,NA,NA,areaminFlag,9.47625,9.73,8.99,NA,NA,NA,"areaminFlag,",20876,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,20876,NA
2173,3559,Fructose 6 phosphate,13.12,11582308,0,843474,2.3,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,11582308,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,11582308,NA
2174,3560,Fructose 6 phosphate,12.83,12780098,0,939837,2.6,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,12780098,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,12780098,NA
2175,3561,Fructose 6 phosphate,13.12,19163010,0,1120253,2.1,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,19163010,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,19163010,NA
2176,3562,Fructose 6 phosphate,12.88,20492420,0,1215942,3,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,20492420,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,20492420,NA
2177,3563,Fructose 6 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2178,3564,Fructose 6 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2179,3565,Fructose 6 phosphate,13.05,26458866,0,1457515,2.5,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,26458866,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,26458866,NA
2180,3566,Fructose 6 phosphate,12.86,26855994,0,1459481,3.1,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,26855994,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,26855994,NA
2181,3567,Fructose 6 phosphate,13.09,9413207,0,502935,2.3,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,9413207,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,9413207,NA
2182,3568,Fructose 6 phosphate,12.89,8708880,0,403529,2.6,NA,NA,NA,12.98,13.12,12.83,NA,NA,NA,NA,8708880,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,8708880,NA
2206,3625,Gluconic Acid,NA,NA,NA,NA,NA,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2207,3626,Gluconic Acid,NA,NA,NA,NA,NA,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2208,3627,Gluconic Acid,11.06,52170680,4414378,2183622,0.2,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,52170680,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,52170680,NA
2209,3628,Gluconic Acid,10.66,39519044,787731,1842330,0.7,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,39519044,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,39519044,NA
2210,3629,Gluconic Acid,10.82,278277440,8787680,10889072,0.1,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,278277440,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,278277440,NA
2211,3630,Gluconic Acid,10.22,326279648,10186913,15167034,0.6,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,326279648,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,326279648,NA
2212,3631,Gluconic Acid,11.06,342439328,1743175,20758172,0.2,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,342439328,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,342439328,NA
2213,3632,Gluconic Acid,10.66,362041504,549383,21163448,0.8,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,362041504,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,362041504,NA
2214,3633,Gluconic Acid,11.08,42681432,1560362,1802101,0.3,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,42681432,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,42681432,NA
2215,3634,Gluconic Acid,10.69,38762116,0,1654389,0.6,NA,NA,NA,10.78125,11.08,10.22,NA,NA,NA,NA,38762116,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,38762116,NA
2239,3658,Glucose 1 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2240,3659,Glucose 1 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2241,3660,Glucose 1 phosphate,13.12,19163010,0,1120253,2.1,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,19163010,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,19163010,NA
2242,3661,Glucose 1 phosphate,12.88,20653386,0,1215942,3,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,20653386,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,20653386,NA
2243,3662,Glucose 1 phosphate,13.01,19961078,0,1170300,2.3,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,19961078,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,19961078,NA
2244,3663,Glucose 1 phosphate,12.77,22184148,0,1083098,3,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,22184148,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,22184148,NA
2245,3664,Glucose 1 phosphate,13.05,26458866,0,1457515,2.5,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,26458866,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,26458866,NA
2246,3665,Glucose 1 phosphate,12.86,26394274,0,1459481,3.1,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,26394274,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,26394274,NA
2247,3666,Glucose 1 phosphate,13.09,9672993,0,502935,2.3,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,9672993,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,9672993,NA
2248,3667,Glucose 1 phosphate,12.89,8301085,0,403529,2.6,NA,NA,NA,12.95875,13.12,12.77,NA,NA,NA,NA,8301085,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,8301085,NA
2272,3691,Glucose 6 phosphate,13.8,13536669,3925700,955550,2.3,SNFlag,NA,NA,13.7,13.83,13.54,NA,NA,NA,"SNFlag,",13536669,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,13536669,NA
2273,3692,Glucose 6 phosphate,13.57,14358661,4440553,900018,2.5,SNFlag,NA,NA,13.7,13.83,13.54,NA,NA,NA,"SNFlag,",14358661,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,14358661,NA
2274,3693,Glucose 6 phosphate,13.8,29730836,0,1577746,2.2,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,29730836,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,29730836,NA
2275,3694,Glucose 6 phosphate,13.54,29092988,297919,1387687,2.8,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,29092988,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,29092988,NA
2276,3695,Glucose 6 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2277,3696,Glucose 6 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2278,3697,Glucose 6 phosphate,13.8,20757694,0,1019268,2.3,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,20757694,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,20757694,NA
2279,3698,Glucose 6 phosphate,13.64,16528366,824693,720694,3,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,16528366,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,16528366,NA
2280,3699,Glucose 6 phosphate,13.83,14744402,0,760024,2.4,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,14744402,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,14744402,NA
2281,3700,Glucose 6 phosphate,13.62,10843586,1545107,584437,2.5,NA,NA,NA,13.7,13.83,13.54,NA,NA,NA,NA,10843586,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,10843586,NA
2305,3724,glycerol 3 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2306,3725,glycerol 3 phosphate,NA,NA,NA,NA,NA,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2307,3726,glycerol 3 phosphate,12.39,43798612,4863168,2558293,-1.4,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,43798612,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,43798612,NA
2308,3727,glycerol 3 phosphate,12.13,30902094,4102761,1527674,-0.6,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,30902094,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,30902094,NA
2309,3728,glycerol 3 phosphate,12.33,18821802,0,910021,-1,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,18821802,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,18821802,NA
2310,3729,glycerol 3 phosphate,11.99,22247628,0,769724,-0.4,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,22247628,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,22247628,NA
2311,3730,glycerol 3 phosphate,12.36,51823184,2628114,3321958,-1,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,51823184,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,51823184,NA
2312,3731,glycerol 3 phosphate,12.18,55172652,3264184,2235469,-0.4,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,55172652,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,55172652,NA
2313,3732,glycerol 3 phosphate,12.36,33411780,5037767,1995124,-1.2,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,33411780,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,33411780,NA
2314,3733,glycerol 3 phosphate,12.2,31216300,3293677,1466884,-0.9,NA,NA,NA,12.2425,12.39,11.99,NA,NA,NA,NA,31216300,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,31216300,NA
2338,3757,GMP,NA,NA,NA,NA,NA,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2339,3758,GMP,NA,NA,NA,NA,NA,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2340,3759,GMP,13.67,2553124,0,171973,1.9,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,2553124,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,2553124,NA
2341,3760,GMP,13.52,2286134,0,149680,2.9,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,2286134,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,2286134,NA
2342,3761,GMP,13.7,10559363,0,730003,2.2,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,10559363,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,10559363,NA
2343,3762,GMP,13.46,12888195,0,809595,2.9,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,12888195,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,12888195,NA
2344,3763,GMP,13.72,11339372,0,738022,2.2,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,11339372,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,11339372,NA
2345,3764,GMP,13.48,14772711,0,803344,2.8,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,14772711,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,14772711,NA
2346,3765,GMP,13.7,1728737,0,117152,2.2,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,1728737,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1728737,NA
2347,3766,GMP,13.54,2045147,0,113310,2.6,NA,NA,NA,13.59875,13.72,13.46,NA,NA,NA,NA,2045147,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,2045147,NA
2371,3856,Isethionic Acid,NA,NA,NA,NA,NA,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2372,3857,Isethionic Acid,NA,NA,NA,NA,NA,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2373,3858,Isethionic Acid,7.58,835720192,654608,30166578,-4.7,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,835720192,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,835720192,NA
2374,3859,Isethionic Acid,6.35,1018195968,0,26208360,-3.9,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,1018195968,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,1018195968,NA
2375,3860,Isethionic Acid,7.32,306041280,0,24535522,-4.3,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,306041280,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,306041280,NA
2376,3861,Isethionic Acid,6.49,489661760,2306186,30939832,-3.9,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,489661760,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,489661760,NA
2377,3862,Isethionic Acid,7.34,1033034176,0,37971504,-4.5,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,1033034176,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,1033034176,NA
2378,3863,Isethionic Acid,6.48,1468608000,0,48711284,-3.6,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,1468608000,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,1468608000,NA
2379,3864,Isethionic Acid,7.32,862862848,7518766,31155530,-4.5,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,862862848,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,862862848,NA
2380,3865,Isethionic Acid,6.41,1152527232,3999540,30399260,-4.1,NA,NA,NA,6.91125,7.58,6.35,NA,NA,NA,NA,1152527232,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,1152527232,NA
2404,3922,Ketoglutaric Acid,12.71,57175028,0,5347620,-2.8,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,57175028,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,57175028,NA
2405,3923,Ketoglutaric Acid,12.24,73460032,1749123,6064934,-2.6,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,73460032,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,73460032,NA
2406,3924,Ketoglutaric Acid,12.81,63971772,1801318,6702687,-3,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,63971772,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,63971772,NA
2407,3925,Ketoglutaric Acid,12.48,86926520,2267493,8470576,-2.4,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,86926520,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,86926520,NA
2408,3926,Ketoglutaric Acid,NA,NA,NA,NA,NA,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2409,3927,Ketoglutaric Acid,NA,NA,NA,NA,NA,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2410,3928,Ketoglutaric Acid,12.8,16066541,0,1497362,-2.7,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,16066541,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,16066541,NA
2411,3929,Ketoglutaric Acid,12.45,18199134,0,1806929,-2.2,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,18199134,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,18199134,NA
2412,3930,Ketoglutaric Acid,12.8,12392218,0,1266647,-2.8,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,12392218,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,12392218,NA
2413,3931,Ketoglutaric Acid,12.51,10048240,0,983950,-2.6,NA,NA,NA,12.6,12.81,12.24,NA,NA,NA,NA,10048240,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,10048240,NA
2437,3988,L-Pyroglutamic acid,7.38,193943328,7803930,9609765,-3.9,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,193943328,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,193943328,NA
2438,3989,L-Pyroglutamic acid,6.65,314004480,15419611,6651934,-3.8,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,314004480,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,314004480,NA
2439,3990,L-Pyroglutamic acid,7.68,206740336,6313276,6369145,-4.4,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,206740336,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,206740336,NA
2440,3991,L-Pyroglutamic acid,7.19,381693920,10893199,6517344,-3.7,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,381693920,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,381693920,NA
2441,3992,L-Pyroglutamic acid,NA,NA,NA,NA,NA,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
2442,3993,L-Pyroglutamic acid,NA,NA,NA,NA,NA,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,NA,NA
2443,3994,L-Pyroglutamic acid,7.71,78508888,10727299,2629541,-4.2,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,78508888,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,78508888,NA
2444,3995,L-Pyroglutamic acid,7.19,100048856,10427417,1965552,-3.3,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,100048856,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,100048856,NA
2445,3996,L-Pyroglutamic acid,7.66,82494368,4837225,2695206,-4.2,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,82494368,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,82494368,NA
2446,3997,L-Pyroglutamic acid,7.22,113954328,13515161,2122785,-3.7,NA,NA,NA,7.335,7.71,6.65,NA,NA,NA,NA,113954328,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,113954328,NA
2470,4120,N-acetyltaurine,NA,NA,NA,NA,NA,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2471,4121,N-acetyltaurine,NA,NA,NA,NA,NA,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2472,4122,N-acetyltaurine,5.25,2108253,0,80380,-1.4,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,2108253,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,2108253,NA
2473,4123,N-acetyltaurine,4.08,2533740,0,101721,-0.7,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,2533740,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,2533740,NA
2474,4124,N-acetyltaurine,5.12,332959232,1349708,13286955,-1.4,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,332959232,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,332959232,NA
2475,4125,N-acetyltaurine,4.06,552626240,0,15809211,-0.9,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,552626240,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,552626240,NA
2476,4126,N-acetyltaurine,5.26,313576832,0,9542866,-1.6,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,313576832,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,313576832,NA
2477,4127,N-acetyltaurine,4.68,570346112,252642,14471953,-0.9,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,570346112,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,570346112,NA
2478,4128,N-acetyltaurine,5.33,1737107,0,73395,-1.3,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,1737107,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,1737107,NA
2479,4129,N-acetyltaurine,4.14,2360227,0,76337,-0.8,NA,NA,NA,4.74,5.33,4.06,NA,NA,NA,NA,2360227,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,2360227,NA
2503,4153,NAD,NA,NA,NA,NA,NA,NA,NA,NA,10.8125,11.4,10.41,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,NA,NA
2504,4154,NAD,NA,NA,NA,NA,NA,NA,NA,NA,10.8125,11.4,10.41,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,NA,NA
2505,4155,NAD,10.42,0,0,0,NA,NA,NA,areaminFlag,10.8125,11.4,10.41,NA,NA,NA,"areaminFlag,",0,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,0,NA
2506,4156,NAD,10.49,0,0,0,NA,NA,NA,areaminFlag,10.8125,11.4,10.41,NA,NA,NA,"areaminFlag,",0,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,0,NA
2507,4157,NAD,11.34,12701987,0,891501,1.3,NA,NA,NA,10.8125,11.4,10.41,NA,NA,NA,NA,12701987,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,12701987,NA
2508,4158,NAD,10.85,20727568,0,777853,1.8,NA,NA,NA,10.8125,11.4,10.41,NA,NA,NA,NA,20727568,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_2,NA,NA,NA,20727568,NA
2509,4159,NAD,11.4,8727603,0,613998,1.4,NA,NA,NA,10.8125,11.4,10.41,NA,NA,NA,NA,8727603,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_1,NA,NA,NA,8727603,NA
2510,4160,NAD,11.08,16358180,0,704140,1.8,NA,NA,NA,10.8125,11.4,10.41,NA,NA,NA,NA,16358180,NA,NA,NA,200821_Std_4uMStdsMix2InMatrix_2,NA,NA,NA,16358180,NA
2511,4161,NAD,10.41,0,0,0,NA,NA,NA,areaminFlag,10.8125,11.4,10.41,NA,NA,NA,"areaminFlag,",0,NA,NA,NA,200821_Std_H2OinMatrix_1,NA,NA,NA,0,NA
2512,4162,NAD,10.51,0,0,0,NA,NA,NA,areaminFlag,10.8125,11.4,10.41,NA,NA,NA,"areaminFlag,",0,NA,NA,NA,200821_Std_H2OinMatrix_2,NA,NA,NA,0,NA
2536,4252,Orotic Acid,7.11,251820496,99681,14914465,-2,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,251820496,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_1,NA,NA,NA,251820496,NA
2537,4253,Orotic Acid,6.35,306747456,3613760,12638994,-1.9,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,306747456,NA,NA,NA,200821_Std_4uMStdsMix1InH2O_2,NA,NA,NA,306747456,NA
2538,4254,Orotic Acid,7.13,221863328,0,8931185,-2.4,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,221863328,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_1,NA,NA,NA,221863328,NA
2539,4255,Orotic Acid,6.35,310536320,0,6828657,-1.7,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,310536320,NA,NA,NA,200821_Std_4uMStdsMix1InMatrix_2,NA,NA,NA,310536320,NA
2540,4256,Orotic Acid,NA,NA,NA,NA,NA,NA,NA,NA,6.75875,7.14,6.35,NA,NA,NA,NA,NA,NA,NA,NA,200821_Std_4uMStdsMix2InH2O_1,NA,NA,NA,NA,NA
