"","SampleID","variable","value","kingdom","supergroup","division","class","order","family","genus","species","taxon"
"411","core_3","Bacillariophyta_158",214,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"412","B53","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"413","dockslush_2","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"414","B13","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"415","dockslush_1","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"416","mock_1","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"417","core_6","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"418","mock_2","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"419","hero_11","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"420","hero_12","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"421","Carboy6","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"422","Carboy5","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"423","blankMQ191118","Bacillariophyta_158",6,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"424","Barrow_S1IC4","Bacillariophyta_158",89,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"425","iceslush","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"426","Barrow_S2C2","Bacillariophyta_158",3083,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"427","Carboy3","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"428","B23","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"429","B33","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"430","CTDSW","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"431","Carboy9","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"432","B43","Bacillariophyta_158",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_reinhardtii","Navicula_reinhardtii"
"433","core_1","Bacillariophyta_161",367,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"434","B51","Bacillariophyta_161",233,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"435","B12","Bacillariophyta_161",686,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"436","B11","Bacillariophyta_161",537,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"437","core_2","Bacillariophyta_161",596,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"438","B52","Bacillariophyta_161",306,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"439","dockslush_3","Bacillariophyta_161",342,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"440","B14","Bacillariophyta_161",603,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"441","blank771","Bacillariophyta_161",420,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"442","core_4","Bacillariophyta_161",1081,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"443","mock_3","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"444","hero_13","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"445","Carboy4","Bacillariophyta_161",216,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"446","Carboy7","Bacillariophyta_161",342,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"447","Barrow_S2C3","Bacillariophyta_161",4493,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"448","Carboy2","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"449","Barrow_S1IC6","Bacillariophyta_161",1732,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"450","B22","Bacillariophyta_161",190,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"451","Barrow_S2C1D","Bacillariophyta_161",3100,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"452","Barrow_S1IC5","Bacillariophyta_161",2090,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"453","Carboy1","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"454","B21","Bacillariophyta_161",356,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"455","B32","Bacillariophyta_161",284,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"456","Carboy8","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"457","B31","Bacillariophyta_161",290,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"458","B42","Bacillariophyta_161",266,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"459","blankMQ121118","Bacillariophyta_161",331,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"460","Barrow_blank1","Bacillariophyta_161",2164,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"461","B41","Bacillariophyta_161",201,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"462","Barrow_blank2","Bacillariophyta_161",7188,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"463","blankdry2","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"464","blankFiltSW1","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"465","core_3","Bacillariophyta_161",784,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"466","B53","Bacillariophyta_161",223,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"467","dockslush_2","Bacillariophyta_161",372,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"468","B13","Bacillariophyta_161",584,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"469","dockslush_1","Bacillariophyta_161",239,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"470","mock_1","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"471","core_6","Bacillariophyta_161",91,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"472","mock_2","Bacillariophyta_161",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"473","hero_11","Bacillariophyta_161",444,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"474","hero_12","Bacillariophyta_161",53,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"475","Carboy6","Bacillariophyta_161",18,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"476","Carboy5","Bacillariophyta_161",187,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"477","blankMQ191118","Bacillariophyta_161",268,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"478","Barrow_S1IC4","Bacillariophyta_161",592,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"479","iceslush","Bacillariophyta_161",53,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"480","Barrow_S2C2","Bacillariophyta_161",5251,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"481","Carboy3","Bacillariophyta_161",351,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"482","B23","Bacillariophyta_161",220,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"483","B33","Bacillariophyta_161",151,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"484","CTDSW","Bacillariophyta_161",151,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"485","Carboy9","Bacillariophyta_161",274,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"486","B43","Bacillariophyta_161",233,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Navicula","Navicula_gregaria","Navicula_gregaria"
"487","core_1","Bacillariophyta_163",228,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"488","B51","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"489","B12","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"490","B11","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"491","core_2","Bacillariophyta_163",638,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"492","B52","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"493","dockslush_3","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"494","B14","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"495","blank771","Bacillariophyta_163",2535,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"496","core_4","Bacillariophyta_163",681,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"497","mock_3","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"498","hero_13","Bacillariophyta_163",1412,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"499","Carboy4","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"500","Carboy7","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"501","Barrow_S2C3","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"502","Carboy2","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"503","Barrow_S1IC6","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"504","B22","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"505","Barrow_S2C1D","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"506","Barrow_S1IC5","Bacillariophyta_163",486,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"507","Carboy1","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"508","B21","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"509","B32","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"510","Carboy8","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"511","B31","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"512","B42","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"513","blankMQ121118","Bacillariophyta_163",283,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"514","Barrow_blank1","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"515","B41","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"516","Barrow_blank2","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"517","blankdry2","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"518","blankFiltSW1","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"519","core_3","Bacillariophyta_163",359,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"520","B53","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"521","dockslush_2","Bacillariophyta_163",624,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"522","B13","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"523","dockslush_1","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"524","mock_1","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"525","core_6","Bacillariophyta_163",218,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"526","mock_2","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"527","hero_11","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"528","hero_12","Bacillariophyta_163",6015,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"529","Carboy6","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"530","Carboy5","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"531","blankMQ191118","Bacillariophyta_163",269,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"532","Barrow_S1IC4","Bacillariophyta_163",231,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"533","iceslush","Bacillariophyta_163",837,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"534","Barrow_S2C2","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"535","Carboy3","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"536","B23","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"537","B33","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"538","CTDSW","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
"539","Carboy9","Bacillariophyta_163",0,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","Raphid-pennate_X_sp."
