"","SampleID","variable","value"
"2146","mock_2","Bacillariophyta",0
"2147","hero_11","Bacillariophyta",236
"2148","hero_12","Bacillariophyta",0
"2149","Carboy6","Bacillariophyta",48
"2150","Carboy5","Bacillariophyta",113
"2151","blankMQ191118","Bacillariophyta",34
"2152","Barrow_S1IC4","Bacillariophyta",23
"2153","iceslush","Bacillariophyta",0
"2154","Barrow_S2C2","Bacillariophyta",4
"2155","Carboy3","Bacillariophyta",188
"2156","B23","Bacillariophyta",219
"2157","B33","Bacillariophyta",107
"2158","CTDSW","Bacillariophyta",336
"2159","Carboy9","Bacillariophyta",208
"2160","B43","Bacillariophyta",87
"2161","core_1","Bacillariophyta",109
"2162","B51","Bacillariophyta",603
"2163","B12","Bacillariophyta",112
"2164","B11","Bacillariophyta",126
"2165","core_2","Bacillariophyta",1349
"2166","B52","Bacillariophyta",798
"2167","dockslush_3","Bacillariophyta",2515
"2168","B14","Bacillariophyta",1313
"2169","blank771","Bacillariophyta",54
"2170","core_4","Bacillariophyta",15
"2171","mock_3","Bacillariophyta",0
"2172","hero_13","Bacillariophyta",286
"2173","Carboy4","Bacillariophyta",642
"2174","Carboy7","Bacillariophyta",313
"2175","Barrow_S2C3","Bacillariophyta",116
"2176","Carboy2","Bacillariophyta",217
"2177","Barrow_S1IC6","Bacillariophyta",662
"2178","B22","Bacillariophyta",303
"2179","Barrow_S2C1D","Bacillariophyta",568
"2180","Barrow_S1IC5","Bacillariophyta",665
"2181","Carboy1","Bacillariophyta",231
"2182","B21","Bacillariophyta",282
"2183","B32","Bacillariophyta",1335
"2184","Carboy8","Bacillariophyta",186
"2185","B31","Bacillariophyta",2439
"2186","B42","Bacillariophyta",1209
"2187","blankMQ121118","Bacillariophyta",40
"2188","Barrow_blank1","Bacillariophyta",0
"2189","B41","Bacillariophyta",641
"2190","Barrow_blank2","Bacillariophyta",0
"2191","blankdry2","Bacillariophyta",0
"2192","blankFiltSW1","Bacillariophyta",331
"2193","core_3","Bacillariophyta",424
"2194","B53","Bacillariophyta",729
"2195","dockslush_2","Bacillariophyta",1099
"2196","B13","Bacillariophyta",192
"2197","dockslush_1","Bacillariophyta",667
"2198","mock_1","Bacillariophyta",0
"2199","core_6","Bacillariophyta",495
"2200","mock_2","Bacillariophyta",0
"2201","hero_11","Bacillariophyta",2735
"2202","hero_12","Bacillariophyta",0
"2203","Carboy6","Bacillariophyta",256
"2204","Carboy5","Bacillariophyta",496
"2205","blankMQ191118","Bacillariophyta",26
"2206","Barrow_S1IC4","Bacillariophyta",70
"2207","iceslush","Bacillariophyta",0
"2208","Barrow_S2C2","Bacillariophyta",131
"2209","Carboy3","Bacillariophyta",653
"2210","B23","Bacillariophyta",370
"2211","B33","Bacillariophyta",1835
"2212","CTDSW","Bacillariophyta",115
"2213","Carboy9","Bacillariophyta",435
"2214","B43","Bacillariophyta",975
"2215","core_1","Bacillariophyta",7
"2216","B51","Bacillariophyta",34
"2217","B12","Bacillariophyta",401
"2218","B11","Bacillariophyta",482
"2219","core_2","Bacillariophyta",8
"2220","B52","Bacillariophyta",42
"2221","dockslush_3","Bacillariophyta",86
"2222","B14","Bacillariophyta",56
"2223","blank771","Bacillariophyta",7
"2224","core_4","Bacillariophyta",17
"2225","mock_3","Bacillariophyta",0
"2226","hero_13","Bacillariophyta",0
"2227","Carboy4","Bacillariophyta",34
"2228","Carboy7","Bacillariophyta",35
"2229","Barrow_S2C3","Bacillariophyta",7
"2230","Carboy2","Bacillariophyta",6
"2231","Barrow_S1IC6","Bacillariophyta",25
"2232","B22","Bacillariophyta",75
"2233","Barrow_S2C1D","Bacillariophyta",25
"2234","Barrow_S1IC5","Bacillariophyta",18
"2235","Carboy1","Bacillariophyta",6
"2236","B21","Bacillariophyta",310
"2237","B32","Bacillariophyta",92
"2238","Carboy8","Bacillariophyta",7
"2239","B31","Bacillariophyta",80
"2240","B42","Bacillariophyta",57
"2241","blankMQ121118","Bacillariophyta",0
"2242","Barrow_blank1","Bacillariophyta",0
"2243","B41","Bacillariophyta",55
"2244","Barrow_blank2","Bacillariophyta",0
"2245","blankdry2","Bacillariophyta",0
"2246","blankFiltSW1","Bacillariophyta",6
"2247","core_3","Bacillariophyta",20
"2248","B53","Bacillariophyta",32
"2249","dockslush_2","Bacillariophyta",268
"2250","B13","Bacillariophyta",437
"2251","dockslush_1","Bacillariophyta",95
"2252","mock_1","Bacillariophyta",0
"2253","core_6","Bacillariophyta",0
"2254","mock_2","Bacillariophyta",0
"2255","hero_11","Bacillariophyta",118
"2256","hero_12","Bacillariophyta",0
"2257","Carboy6","Bacillariophyta",7
"2258","Carboy5","Bacillariophyta",64
"2259","blankMQ191118","Bacillariophyta",0
"2260","Barrow_S1IC4","Bacillariophyta",0
"2261","iceslush","Bacillariophyta",0
"2262","Barrow_S2C2","Bacillariophyta",11
"2263","Carboy3","Bacillariophyta",77
"2264","B23","Bacillariophyta",135
"2265","B33","Bacillariophyta",70
"2266","CTDSW","Bacillariophyta",181
"2267","Carboy9","Bacillariophyta",77
"2268","B43","Bacillariophyta",60
"2269","core_1","Bacillariophyta",99
"2270","B51","Bacillariophyta",16
"2271","B12","Bacillariophyta",33
"2272","B11","Bacillariophyta",51
"2273","core_2","Bacillariophyta",388
"2274","B52","Bacillariophyta",8
"2275","dockslush_3","Bacillariophyta",33
"2276","B14","Bacillariophyta",81
"2277","blank771","Bacillariophyta",89
"2278","core_4","Bacillariophyta",50
"2279","mock_3","Bacillariophyta",0
"2280","hero_13","Bacillariophyta",0
"2281","Carboy4","Bacillariophyta",0
"2282","Carboy7","Bacillariophyta",0
"2283","Barrow_S2C3","Bacillariophyta",1115
"2284","Carboy2","Bacillariophyta",0
"2285","Barrow_S1IC6","Bacillariophyta",385
"2286","B22","Bacillariophyta",65
"2287","Barrow_S2C1D","Bacillariophyta",758
"2288","Barrow_S1IC5","Bacillariophyta",1015
"2289","Carboy1","Bacillariophyta",0
"2290","B21","Bacillariophyta",0
"2291","B32","Bacillariophyta",29
"2292","Carboy8","Bacillariophyta",0
"2293","B31","Bacillariophyta",24
"2294","B42","Bacillariophyta",24
"2295","blankMQ121118","Bacillariophyta",25
"2296","Barrow_blank1","Bacillariophyta",0
"2297","B41","Bacillariophyta",17
"2298","Barrow_blank2","Bacillariophyta",0
"2299","blankdry2","Bacillariophyta",0
"2300","blankFiltSW1","Bacillariophyta",11
"2301","core_3","Bacillariophyta",723
"2302","B53","Bacillariophyta",16
"2303","dockslush_2","Bacillariophyta",0
"2304","B13","Bacillariophyta",44
"2305","dockslush_1","Bacillariophyta",21
"2306","mock_1","Bacillariophyta",0
"2307","core_6","Bacillariophyta",9
"2308","mock_2","Bacillariophyta",0
"2309","hero_11","Bacillariophyta",36
"2310","hero_12","Bacillariophyta",0
"2311","Carboy6","Bacillariophyta",0
"2312","Carboy5","Bacillariophyta",8
"2313","blankMQ191118","Bacillariophyta",17
"2314","Barrow_S1IC4","Bacillariophyta",138
"2315","iceslush","Bacillariophyta",0
"2316","Barrow_S2C2","Bacillariophyta",1808
"2317","Carboy3","Bacillariophyta",4
"2318","B23","Bacillariophyta",32
"2319","B33","Bacillariophyta",25
"2320","CTDSW","Bacillariophyta",52
"2321","Carboy9","Bacillariophyta",8
"2322","B43","Bacillariophyta",21
"2323","core_1","Bacillariophyta",18
"2324","B51","Bacillariophyta",0
"2325","B12","Bacillariophyta",0
"2326","B11","Bacillariophyta",0
"2327","core_2","Bacillariophyta",38
"2328","B52","Bacillariophyta",0
"2329","dockslush_3","Bacillariophyta",0
"2330","B14","Bacillariophyta",13
"2331","blank771","Bacillariophyta",0
"2332","core_4","Bacillariophyta",0
"2333","mock_3","Bacillariophyta",0
"2334","hero_13","Bacillariophyta",0
"2335","Carboy4","Bacillariophyta",0
"2336","Carboy7","Bacillariophyta",0
"2337","Barrow_S2C3","Bacillariophyta",370
"2338","Carboy2","Bacillariophyta",0
"2339","Barrow_S1IC6","Bacillariophyta",106
"2340","B22","Bacillariophyta",0
"2341","Barrow_S2C1D","Bacillariophyta",194
"2342","Barrow_S1IC5","Bacillariophyta",154
"2343","Carboy1","Bacillariophyta",0
"2344","B21","Bacillariophyta",0
"2345","B32","Bacillariophyta",0
"2346","Carboy8","Bacillariophyta",0
"2347","B31","Bacillariophyta",0
"2348","B42","Bacillariophyta",0
"2349","blankMQ121118","Bacillariophyta",0
"2350","Barrow_blank1","Bacillariophyta",0
"2351","B41","Bacillariophyta",0
"2352","Barrow_blank2","Bacillariophyta",0
"2353","blankdry2","Bacillariophyta",0
"2354","blankFiltSW1","Bacillariophyta",0
"2355","core_3","Bacillariophyta",21
"2356","B53","Bacillariophyta",0
"2357","dockslush_2","Bacillariophyta",0
"2358","B13","Bacillariophyta",0
"2359","dockslush_1","Bacillariophyta",0
"2360","mock_1","Bacillariophyta",0
"2361","core_6","Bacillariophyta",0
"2362","mock_2","Bacillariophyta",0
"2363","hero_11","Bacillariophyta",0
"2364","hero_12","Bacillariophyta",0
"2365","Carboy6","Bacillariophyta",0
"2366","Carboy5","Bacillariophyta",0
"2367","blankMQ191118","Bacillariophyta",0
"2368","Barrow_S1IC4","Bacillariophyta",49
"2369","iceslush","Bacillariophyta",0
"2370","Barrow_S2C2","Bacillariophyta",380
"2371","Carboy3","Bacillariophyta",0
"2372","B23","Bacillariophyta",0
"2373","B33","Bacillariophyta",0
"2374","CTDSW","Bacillariophyta",0
"2375","Carboy9","Bacillariophyta",0
"2376","B43","Bacillariophyta",0
"2377","core_1","Bolidophyceae",324
"2378","B51","Bolidophyceae",0
"2379","B12","Bolidophyceae",7
"2380","B11","Bolidophyceae",9
"2381","core_2","Bolidophyceae",386
"2382","B52","Bolidophyceae",24
"2383","dockslush_3","Bolidophyceae",7
"2384","B14","Bolidophyceae",139
"2385","blank771","Bolidophyceae",243
"2386","core_4","Bolidophyceae",874
"2387","mock_3","Bolidophyceae",0
"2388","hero_13","Bolidophyceae",0
"2389","Carboy4","Bolidophyceae",0
"2390","Carboy7","Bolidophyceae",0
"2391","Barrow_S2C3","Bolidophyceae",4969
"2392","Carboy2","Bolidophyceae",0
"2393","Barrow_S1IC6","Bolidophyceae",1626
"2394","B22","Bolidophyceae",12
"2395","Barrow_S2C1D","Bolidophyceae",3434
"2396","Barrow_S1IC5","Bolidophyceae",2232
"2397","Carboy1","Bolidophyceae",0
"2398","B21","Bolidophyceae",0
"2399","B32","Bolidophyceae",0
"2400","Carboy8","Bolidophyceae",7
"2401","B31","Bolidophyceae",0
"2402","B42","Bolidophyceae",28
"2403","blankMQ121118","Bolidophyceae",313
"2404","Barrow_blank1","Bolidophyceae",2059
"2405","B41","Bolidophyceae",0
"2406","Barrow_blank2","Bolidophyceae",0
"2407","blankdry2","Bolidophyceae",0
"2408","blankFiltSW1","Bolidophyceae",0
"2409","core_3","Bolidophyceae",648
"2410","B53","Bolidophyceae",0
"2411","dockslush_2","Bolidophyceae",0
"2412","B13","Bolidophyceae",6
"2413","dockslush_1","Bolidophyceae",0
"2414","mock_1","Bolidophyceae",0
"2415","core_6","Bolidophyceae",9
"2416","mock_2","Bolidophyceae",0
"2417","hero_11","Bolidophyceae",7
"2418","hero_12","Bolidophyceae",0
"2419","Carboy6","Bolidophyceae",0
"2420","Carboy5","Bolidophyceae",0
"2421","blankMQ191118","Bolidophyceae",217
"2422","Barrow_S1IC4","Bolidophyceae",563
"2423","iceslush","Bolidophyceae",0
"2424","Barrow_S2C2","Bolidophyceae",5694
"2425","Carboy3","Bolidophyceae",0
"2426","B23","Bolidophyceae",5
"2427","B33","Bolidophyceae",0
"2428","CTDSW","Bolidophyceae",0
"2429","Carboy9","Bolidophyceae",0
"2430","B43","Bolidophyceae",0
"2431","core_1","Bolidophyceae",398
"2432","B51","Bolidophyceae",0
"2433","B12","Bolidophyceae",32
"2434","B11","Bolidophyceae",49
"2435","core_2","Bolidophyceae",1585
"2436","B52","Bolidophyceae",0
"2437","dockslush_3","Bolidophyceae",19
"2438","B14","Bolidophyceae",20
"2439","blank771","Bolidophyceae",446
"2440","core_4","Bolidophyceae",2392
"2441","mock_3","Bolidophyceae",0
"2442","hero_13","Bolidophyceae",325
"2443","Carboy4","Bolidophyceae",0
"2444","Carboy7","Bolidophyceae",0
"2445","Barrow_S2C3","Bolidophyceae",355
"2446","Carboy2","Bolidophyceae",0
"2447","Barrow_S1IC6","Bolidophyceae",210
"2448","B22","Bolidophyceae",166
"2449","Barrow_S2C1D","Bolidophyceae",519
"2450","Barrow_S1IC5","Bolidophyceae",1029
"2451","Carboy1","Bolidophyceae",0
"2452","B21","Bolidophyceae",10
"2453","B32","Bolidophyceae",0
"2454","Carboy8","Bolidophyceae",7
"2455","B31","Bolidophyceae",0
"2456","B42","Bolidophyceae",0
"2457","blankMQ121118","Bolidophyceae",590
"2458","Barrow_blank1","Bolidophyceae",0
"2459","B41","Bolidophyceae",2
"2460","Barrow_blank2","Bolidophyceae",0
"2461","blankdry2","Bolidophyceae",0
"2462","blankFiltSW1","Bolidophyceae",0
"2463","core_3","Bolidophyceae",2158
"2464","B53","Bolidophyceae",0
"2465","dockslush_2","Bolidophyceae",1013
"2466","B13","Bolidophyceae",52
"2467","dockslush_1","Bolidophyceae",2
"2468","mock_1","Bolidophyceae",0
"2469","core_6","Bolidophyceae",522
"2470","mock_2","Bolidophyceae",0
"2471","hero_11","Bolidophyceae",0
"2472","hero_12","Bolidophyceae",2374
"2473","Carboy6","Bolidophyceae",0
"2474","Carboy5","Bolidophyceae",0
"2475","blankMQ191118","Bolidophyceae",510
"2476","Barrow_S1IC4","Bolidophyceae",466
"2477","iceslush","Bolidophyceae",2
"2478","Barrow_S2C2","Bolidophyceae",626
"2479","Carboy3","Bolidophyceae",3
"2480","B23","Bolidophyceae",14
"2481","B33","Bolidophyceae",3
"2482","CTDSW","Bolidophyceae",16
"2483","Carboy9","Bolidophyceae",0
"2484","B43","Bolidophyceae",0
"2485","core_1","Bolidophyceae",21
"2486","B51","Bolidophyceae",0
"2487","B12","Bolidophyceae",0
"2488","B11","Bolidophyceae",0
"2489","core_2","Bolidophyceae",32
"2490","B52","Bolidophyceae",0
"2491","dockslush_3","Bolidophyceae",0
"2492","B14","Bolidophyceae",21
"2493","blank771","Bolidophyceae",0
"2494","core_4","Bolidophyceae",0
"2495","mock_3","Bolidophyceae",0
"2496","hero_13","Bolidophyceae",0
"2497","Carboy4","Bolidophyceae",0
"2498","Carboy7","Bolidophyceae",0
"2499","Barrow_S2C3","Bolidophyceae",564
"2500","Carboy2","Bolidophyceae",0
"2501","Barrow_S1IC6","Bolidophyceae",186
"2502","B22","Bolidophyceae",0
"2503","Barrow_S2C1D","Bolidophyceae",347
"2504","Barrow_S1IC5","Bolidophyceae",299
"2505","Carboy1","Bolidophyceae",0
"2506","B21","Bolidophyceae",0
"2507","B32","Bolidophyceae",0
"2508","Carboy8","Bolidophyceae",0
"2509","B31","Bolidophyceae",0
"2510","B42","Bolidophyceae",0
"2511","blankMQ121118","Bolidophyceae",11
"2512","Barrow_blank1","Bolidophyceae",0
"2513","B41","Bolidophyceae",0
"2514","Barrow_blank2","Bolidophyceae",0
"2515","blankdry2","Bolidophyceae",0
"2516","blankFiltSW1","Bolidophyceae",0
"2517","core_3","Bolidophyceae",42
"2518","B53","Bolidophyceae",0
"2519","dockslush_2","Bolidophyceae",0
"2520","B13","Bolidophyceae",0
"2521","dockslush_1","Bolidophyceae",0
"2522","mock_1","Bolidophyceae",0
"2523","core_6","Bolidophyceae",0
"2524","mock_2","Bolidophyceae",0
"2525","hero_11","Bolidophyceae",0
"2526","hero_12","Bolidophyceae",0
"2527","Carboy6","Bolidophyceae",0
"2528","Carboy5","Bolidophyceae",0
"2529","blankMQ191118","Bolidophyceae",6
"2530","Barrow_S1IC4","Bolidophyceae",28
"2531","iceslush","Bolidophyceae",0
"2532","Barrow_S2C2","Bolidophyceae",650
"2533","Carboy3","Bolidophyceae",0
"2534","B23","Bolidophyceae",0
"2535","B33","Bolidophyceae",0
"2536","CTDSW","Bolidophyceae",0
"2537","Carboy9","Bolidophyceae",0
"2538","B43","Bolidophyceae",0
"2539","core_1","Bolidophyceae",172
"2540","B51","Bolidophyceae",0
"2541","B12","Bolidophyceae",0
"2542","B11","Bolidophyceae",0
"2543","core_2","Bolidophyceae",0
"2544","B52","Bolidophyceae",0
"2545","dockslush_3","Bolidophyceae",0
"2546","B14","Bolidophyceae",0
"2547","blank771","Bolidophyceae",247
"2548","core_4","Bolidophyceae",1496
"2549","mock_3","Bolidophyceae",0
"2550","hero_13","Bolidophyceae",0
"2551","Carboy4","Bolidophyceae",0
"2552","Carboy7","Bolidophyceae",0
"2553","Barrow_S2C3","Bolidophyceae",73
"2554","Carboy2","Bolidophyceae",0
"2555","Barrow_S1IC6","Bolidophyceae",13
"2556","B22","Bolidophyceae",0
"2557","Barrow_S2C1D","Bolidophyceae",12
"2558","Barrow_S1IC5","Bolidophyceae",199
"2559","Carboy1","Bolidophyceae",0
"2560","B21","Bolidophyceae",0
"2561","B32","Bolidophyceae",0
"2562","Carboy8","Bolidophyceae",0
"2563","B31","Bolidophyceae",0
"2564","B42","Bolidophyceae",22
"2565","blankMQ121118","Bolidophyceae",321
"2566","Barrow_blank1","Bolidophyceae",0
"2567","B41","Bolidophyceae",0
"2568","Barrow_blank2","Bolidophyceae",0
"2569","blankdry2","Bolidophyceae",0
"2570","blankFiltSW1","Bolidophyceae",0
"2571","core_3","Bolidophyceae",2
"2572","B53","Bolidophyceae",0
"2573","dockslush_2","Bolidophyceae",0
"2574","B13","Bolidophyceae",0
"2575","dockslush_1","Bolidophyceae",0
"2576","mock_1","Bolidophyceae",0
"2577","core_6","Bolidophyceae",3
"2578","mock_2","Bolidophyceae",0
"2579","hero_11","Bolidophyceae",0
"2580","hero_12","Bolidophyceae",0
"2581","Carboy6","Bolidophyceae",0
"2582","Carboy5","Bolidophyceae",0
"2583","blankMQ191118","Bolidophyceae",268
"2584","Barrow_S1IC4","Bolidophyceae",144
"2585","iceslush","Bolidophyceae",0
"2586","Barrow_S2C2","Bolidophyceae",64
"2587","Carboy3","Bolidophyceae",0
"2588","B23","Bolidophyceae",0
"2589","B33","Bolidophyceae",0
"2590","CTDSW","Bolidophyceae",0
"2591","Carboy9","Bolidophyceae",0
"2592","B43","Bolidophyceae",0
"2593","core_1","Bolidophyceae",28
"2594","B51","Bolidophyceae",0
"2595","B12","Bolidophyceae",10
"2596","B11","Bolidophyceae",8
"2597","core_2","Bolidophyceae",73
"2598","B52","Bolidophyceae",0
"2599","dockslush_3","Bolidophyceae",1
"2600","B14","Bolidophyceae",7
"2601","blank771","Bolidophyceae",62
"2602","core_4","Bolidophyceae",147
"2603","mock_3","Bolidophyceae",0
"2604","hero_13","Bolidophyceae",0
"2605","Carboy4","Bolidophyceae",0
"2606","Carboy7","Bolidophyceae",0
"2607","Barrow_S2C3","Bolidophyceae",252
"2608","Carboy2","Bolidophyceae",0
"2609","Barrow_S1IC6","Bolidophyceae",108
"2610","B22","Bolidophyceae",0
"2611","Barrow_S2C1D","Bolidophyceae",203
"2612","Barrow_S1IC5","Bolidophyceae",228
"2613","Carboy1","Bolidophyceae",0
"2614","B21","Bolidophyceae",0
"2615","B32","Bolidophyceae",0
"2616","Carboy8","Bolidophyceae",0
"2617","B31","Bolidophyceae",0
"2618","B42","Bolidophyceae",0
"2619","blankMQ121118","Bolidophyceae",26
"2620","Barrow_blank1","Bolidophyceae",0
"2621","B41","Bolidophyceae",0
"2622","Barrow_blank2","Bolidophyceae",0
"2623","blankdry2","Bolidophyceae",0
"2624","blankFiltSW1","Bolidophyceae",0
"2625","core_3","Bolidophyceae",99
"2626","B53","Bolidophyceae",0
"2627","dockslush_2","Bolidophyceae",0
"2628","B13","Bolidophyceae",1
"2629","dockslush_1","Bolidophyceae",0
"2630","mock_1","Bolidophyceae",0
"2631","core_6","Bolidophyceae",3
"2632","mock_2","Bolidophyceae",0
"2633","hero_11","Bolidophyceae",0
"2634","hero_12","Bolidophyceae",0
"2635","Carboy6","Bolidophyceae",0
"2636","Carboy5","Bolidophyceae",0
"2637","blankMQ191118","Bolidophyceae",20
"2638","Barrow_S1IC4","Bolidophyceae",56
"2639","iceslush","Bolidophyceae",22
"2640","Barrow_S2C2","Bolidophyceae",373
"2641","Carboy3","Bolidophyceae",0
"2642","B23","Bolidophyceae",0
"2643","B33","Bolidophyceae",0
"2644","CTDSW","Bolidophyceae",0
"2645","Carboy9","Bolidophyceae",0
"2646","B43","Bolidophyceae",0
"2647","core_1","Filosa-Thecofilosea",132
"2648","B51","Filosa-Thecofilosea",0
"2649","B12","Filosa-Thecofilosea",9
"2650","B11","Filosa-Thecofilosea",18
"2651","core_2","Filosa-Thecofilosea",249
"2652","B52","Filosa-Thecofilosea",8
"2653","dockslush_3","Filosa-Thecofilosea",4
"2654","B14","Filosa-Thecofilosea",91
"2655","blank771","Filosa-Thecofilosea",191
"2656","core_4","Filosa-Thecofilosea",831
"2657","mock_3","Filosa-Thecofilosea",0
"2658","hero_13","Filosa-Thecofilosea",0
"2659","Carboy4","Filosa-Thecofilosea",0
"2660","Carboy7","Filosa-Thecofilosea",0
"2661","Barrow_S2C3","Filosa-Thecofilosea",2525
"2662","Carboy2","Filosa-Thecofilosea",0
"2663","Barrow_S1IC6","Filosa-Thecofilosea",755
"2664","B22","Filosa-Thecofilosea",22
"2665","Barrow_S2C1D","Filosa-Thecofilosea",1542
"2666","Barrow_S1IC5","Filosa-Thecofilosea",1243
"2667","Carboy1","Filosa-Thecofilosea",0
"2668","B21","Filosa-Thecofilosea",6
"2669","B32","Filosa-Thecofilosea",0
"2670","Carboy8","Filosa-Thecofilosea",0
"2671","B31","Filosa-Thecofilosea",0
"2672","B42","Filosa-Thecofilosea",18
"2673","blankMQ121118","Filosa-Thecofilosea",234
"2674","Barrow_blank1","Filosa-Thecofilosea",7576
"2675","B41","Filosa-Thecofilosea",0
"2676","Barrow_blank2","Filosa-Thecofilosea",33369
"2677","blankdry2","Filosa-Thecofilosea",0
"2678","blankFiltSW1","Filosa-Thecofilosea",0
"2679","core_3","Filosa-Thecofilosea",576
"2680","B53","Filosa-Thecofilosea",0
"2681","dockslush_2","Filosa-Thecofilosea",0
"2682","B13","Filosa-Thecofilosea",18
"2683","dockslush_1","Filosa-Thecofilosea",0
"2684","mock_1","Filosa-Thecofilosea",0
"2685","core_6","Filosa-Thecofilosea",500
"2686","mock_2","Filosa-Thecofilosea",0
"2687","hero_11","Filosa-Thecofilosea",3
"2688","hero_12","Filosa-Thecofilosea",0
"2689","Carboy6","Filosa-Thecofilosea",0
"2690","Carboy5","Filosa-Thecofilosea",0
"2691","blankMQ191118","Filosa-Thecofilosea",170
"2692","Barrow_S1IC4","Filosa-Thecofilosea",296
"2693","iceslush","Filosa-Thecofilosea",10
"2694","Barrow_S2C2","Filosa-Thecofilosea",2730
"2695","Carboy3","Filosa-Thecofilosea",0
"2696","B23","Filosa-Thecofilosea",0
"2697","B33","Filosa-Thecofilosea",0
"2698","CTDSW","Filosa-Thecofilosea",8
"2699","Carboy9","Filosa-Thecofilosea",0
"2700","B43","Filosa-Thecofilosea",0
"2701","core_1","Filosa-Thecofilosea",412
"2702","B51","Filosa-Thecofilosea",0
"2703","B12","Filosa-Thecofilosea",894
"2704","B11","Filosa-Thecofilosea",1607
"2705","core_2","Filosa-Thecofilosea",76
"2706","B52","Filosa-Thecofilosea",0
"2707","dockslush_3","Filosa-Thecofilosea",16
"2708","B14","Filosa-Thecofilosea",68
"2709","blank771","Filosa-Thecofilosea",745
"2710","core_4","Filosa-Thecofilosea",3417
"2711","mock_3","Filosa-Thecofilosea",0
"2712","hero_13","Filosa-Thecofilosea",0
"2713","Carboy4","Filosa-Thecofilosea",0
"2714","Carboy7","Filosa-Thecofilosea",3
"2715","Barrow_S2C3","Filosa-Thecofilosea",371
"2716","Carboy2","Filosa-Thecofilosea",0
"2717","Barrow_S1IC6","Filosa-Thecofilosea",1009
"2718","B22","Filosa-Thecofilosea",97
"2719","Barrow_S2C1D","Filosa-Thecofilosea",2832
"2720","Barrow_S1IC5","Filosa-Thecofilosea",660
"2721","Carboy1","Filosa-Thecofilosea",0
"2722","B21","Filosa-Thecofilosea",0
"2723","B32","Filosa-Thecofilosea",0
"2724","Carboy8","Filosa-Thecofilosea",0
"2725","B31","Filosa-Thecofilosea",11
"2726","B42","Filosa-Thecofilosea",75
"2727","blankMQ121118","Filosa-Thecofilosea",698
"2728","Barrow_blank1","Filosa-Thecofilosea",0
"2729","B41","Filosa-Thecofilosea",0
"2730","Barrow_blank2","Filosa-Thecofilosea",0
"2731","blankdry2","Filosa-Thecofilosea",0
"2732","blankFiltSW1","Filosa-Thecofilosea",0
"2733","core_3","Filosa-Thecofilosea",1392
"2734","B53","Filosa-Thecofilosea",0
"2735","dockslush_2","Filosa-Thecofilosea",0
"2736","B13","Filosa-Thecofilosea",1345
"2737","dockslush_1","Filosa-Thecofilosea",39
"2738","mock_1","Filosa-Thecofilosea",0
"2739","core_6","Filosa-Thecofilosea",291
"2740","mock_2","Filosa-Thecofilosea",0
"2741","hero_11","Filosa-Thecofilosea",20
"2742","hero_12","Filosa-Thecofilosea",0
"2743","Carboy6","Filosa-Thecofilosea",0
"2744","Carboy5","Filosa-Thecofilosea",0
"2745","blankMQ191118","Filosa-Thecofilosea",569
"2746","Barrow_S1IC4","Filosa-Thecofilosea",470
"2747","iceslush","Filosa-Thecofilosea",56
"2748","Barrow_S2C2","Filosa-Thecofilosea",235
"2749","Carboy3","Filosa-Thecofilosea",0
"2750","B23","Filosa-Thecofilosea",56
"2751","B33","Filosa-Thecofilosea",3
"2752","CTDSW","Filosa-Thecofilosea",0
"2753","Carboy9","Filosa-Thecofilosea",0
"2754","B43","Filosa-Thecofilosea",0
"2755","core_1","Filosa-Thecofilosea",1
"2756","B51","Filosa-Thecofilosea",0
"2757","B12","Filosa-Thecofilosea",0
"2758","B11","Filosa-Thecofilosea",0
"2759","core_2","Filosa-Thecofilosea",0
"2760","B52","Filosa-Thecofilosea",10
"2761","dockslush_3","Filosa-Thecofilosea",9
"2762","B14","Filosa-Thecofilosea",106
"2763","blank771","Filosa-Thecofilosea",0
"2764","core_4","Filosa-Thecofilosea",0
"2765","mock_3","Filosa-Thecofilosea",0
"2766","hero_13","Filosa-Thecofilosea",0
"2767","Carboy4","Filosa-Thecofilosea",0
"2768","Carboy7","Filosa-Thecofilosea",0
"2769","Barrow_S2C3","Filosa-Thecofilosea",130
"2770","Carboy2","Filosa-Thecofilosea",0
"2771","Barrow_S1IC6","Filosa-Thecofilosea",2486
"2772","B22","Filosa-Thecofilosea",0
"2773","Barrow_S2C1D","Filosa-Thecofilosea",6726
"2774","Barrow_S1IC5","Filosa-Thecofilosea",48
"2775","Carboy1","Filosa-Thecofilosea",0
"2776","B21","Filosa-Thecofilosea",0
"2777","B32","Filosa-Thecofilosea",0
"2778","Carboy8","Filosa-Thecofilosea",1
"2779","B31","Filosa-Thecofilosea",0
"2780","B42","Filosa-Thecofilosea",0
"2781","blankMQ121118","Filosa-Thecofilosea",0
"2782","Barrow_blank1","Filosa-Thecofilosea",0
"2783","B41","Filosa-Thecofilosea",0
"2784","Barrow_blank2","Filosa-Thecofilosea",0
"2785","blankdry2","Filosa-Thecofilosea",0
"2786","blankFiltSW1","Filosa-Thecofilosea",0
"2787","core_3","Filosa-Thecofilosea",555
"2788","B53","Filosa-Thecofilosea",0
"2789","dockslush_2","Filosa-Thecofilosea",0
"2790","B13","Filosa-Thecofilosea",0
"2791","dockslush_1","Filosa-Thecofilosea",0
"2792","mock_1","Filosa-Thecofilosea",0
"2793","core_6","Filosa-Thecofilosea",0
"2794","mock_2","Filosa-Thecofilosea",0
