primary_key,MassFeature,compound_theoretical,massbank_match2,massbank_match3,Compound_KEGG,KEGGMatchesNames,mz_experimental,mz_theoretical,mz_massbank2,MH_mass_experimental,MH_mass_MoNA,mz_KEGG,z_experimental,z_theoretical,z_massbank2,z_massbank3,z_KEGG,rt_sec_experimental,rt_sec_theoretical,column_experimental,column_theoretical,MS2_experimental,MS2_theoretical,MS2_massbank,ppm_mass_error1,massbank_ppm,KEGGppm,mz_similarity_score1,mz_similarity_score2,mz_similarity_score3,mz_similarity_scoreKEGG,rt_similarity_score1,MS2_cosine_similarity1,MS2_cosine_similarity2,total_similarity_score1,confidence_rank,confidence_source,new_confidence_rank,Literature notes
53,MF_2654_245.11292_10.94_HILICPos_Unknown,NA,ID: CCMSLIB00000574579; palythine ID:ID: CCMSLIB00000574579,ID: FIO00230; Santonin,NA,NA,245.11292,NA,245.1131982,245.11292,245.1183178,NA,1,NA,1,1,NA,656.4,NA,HILIC,NA,"55.64544, 9259; 70.06594, 8976; 72.38564, 8666; 78.05562, 8392; 82.92551, 10339; 186.10034, 64189; 197.09253, 24944; 209.09241, 35978; 217.86517, 49107; 217.87959, 80773; 227.1024, 57379; 230.09, 278991; 245.11334, 23988278; 245.31133, 16642",NA,"186.09943, 100; 245.10875, 27.1; 230.08955, 22.9; 184.08356, 21.1; 185.07802, 14.2; 150.07619, 12.1",NA,1.13503476,NA,NA,0.999903252,0.964234466,NA,NA,NA,0.585201332,NA,2; 3,MassBank; MassBank,2,MAA? Or Drug/contaminant?
68,MF_3191_282.11862_10.973_HILICPos_Unknown,NA,ID: KO009121; 1-Methyladenosine ID:ID: KO009121,"ID: AU159602; 7-amino-flunitrazepam; 7-Aminoflunitrazepam; 7-amino-5-(2-fluorophenyl)-1-methyl-3H-1,4-benzodiazepin-2-one",NA,NA,282.11862,NA,282.1196806,282.11862,282.1048137,NA,1,NA,1,1,NA,658.38,NA,HILIC,NA,"51.04021, 7114; 51.53244, 8620; 56.76198, 7117; 56.78682, 6833; 56.83165, 6370; 65.36147, 9581; 69.95111, 7607; 74.06068, 19417; 74.06294, 7189; 77.40515, 6675; 103.03943, 13319; 116.07093, 30381; 124.11677, 6775; 130.05035, 36773; 130.05501, 8204; 134.08141, 204332; 144.0658, 77641; 150.19958, 8800; 154.34441, 7366; 162.07614, 29868; 164.4449, 7938; 175.76785, 7425; 188.87354, 7070; 190.07121, 298347; 198.27145, 7002; 217.06322, 8584; 217.08374, 9562; 217.0938, 23156; 217.10873, 97824; 217.12044, 13790; 220.20854, 10133; 220.21754, 13379; 220.22691, 16257; 220.23624, 8722; 228.24643, 8023; 243.41026, 6915; 282.11859, 1043674; 282.27979, 35905",NA,"150.1, 100; 282.1, 6.2; 133, 0.6",NA,3.759255639,NA,NA,0.998595004,0.787991628,NA,NA,NA,0.603003992,NA,2,MassBank,2,
91,MF_588_120.06577_10.296_HILICPos_Threonine,Threonine,ID: CCMSLIB00000577913; HOMOSERINE ID:ID: CCMSLIB00000577913,ID: AU510901; Phenylethylamine; Phenethylamine; 2-phenylethanamine,cpd:C00188; cpd:C00263; cpd:C00820; cpd:C02115; cpd:C03678; cpd:C05519; cpd:C11108; cpd:C12317; cpd:C18905,L-Threonine; L-Homoserine; L-Allothreonine; L-Threonine; L-Homoserine; L-Allothreonine;,120.06577,120.066069,120.0655197,120.06577,120.0818728,120.0660682,1,1,1,1,1,617.76,655.2,HILIC,HILIC,"56.05031, 230043; 74.02428, 36681; 74.06077, 1186857; 74.41058, 7424; 79.01283, 6976; 79.40058, 6440; 84.04512, 12580; 84.61604, 7003; 86.05048, 6919; 91.05114, 6488; 93.07061, 16601; 102.05543, 87520; 103.05481, 54699; 120.05585, 13547; 120.06586, 182332; 120.08111, 262008; 120.09088, 8175",NA,"74.06081, 100; 120.06567, 18.2; 56.05034, 16.3; 102.05532, 7.6; 96.99558, 2.6; 74.02432, 2.5; 120.05605, 2.5; 84.04497, 1.3; 120.08076, 1; 120.10204, 0.8; 75.06401, 0.8; 120.01131, 0.7",2.490295572,2.084295312,2.483632591,0.999888255,0.99992172,0.723161087,0.999888852,0.458978459,NA,1.502760062,72.94333571,2; 3.5,MassBank; KEGG,2,
93,MF_635_123.05556_2.822_HILICPos_Unknown,NA,ID: ML005101; nicotinamide; pyridine-3-carboxamide ID:ID: ML005101,NA,cpd:C00153; cpd:C01950; cpd:C02421,Nicotinamide;,123.05556,NA,123.0552894,NA,NA,123.0558379,1,NA,1,NA,1,169.32,NA,HILIC,NA,"55.49353, 7050; 56.87999, 6343; 69.05816, 7052; 70.12121, 6947; 72.04434, 6546; 75.6124, 7131; 80.05019, 105621; 80.744, 6942; 96.04488, 31001; 105.19112, 6494; 106.02914, 14624; 123.05561, 1178289; 123.0808, 37843; 123.09202, 65233",NA,"123.0556, 100; 80.0498, 7.2; 96.0447, 1.8; 78.0341, 1.2; 106.0291, 1",NA,2.198914011,2.25832439,NA,0.999908482,NA,0.999903469,NA,NA,0.956044095,NA,2; 3.5,MassBank; KEGG,2,
94,MF_647_124.03937_3.472_HILICPos_Unknown,Vitamin B3,ID: CCMSLIB00000577957; PICOLINIC ACID ID:ID: CCMSLIB00000577957,ID: KO002830; N-Ethylmaleimide,cpd:C00253; cpd:C06813; cpd:C07446; cpd:C10164,Picolinic acid; Nitrobenzene; Nicotinate; Isonicotinic acid,124.03937,124.039854,124.039305,124.03937,124.0404019,124.0398534,1,1,1,1,1,208.32,160.8,HILIC,HILIC,"52.29092, 10031; 53.74781, 8551; 54.30281, 9263; 59.52364, 6995; 63.10411, 8548; 67.1735, 7774; 77.81361, 9290; 78.03448, 9784; 80.05019, 231345; 80.15954, 7368; 81.08279, 7201; 83.06112, 38272; 96.04498, 171824; 107.06084, 34712; 108.06089, 7938; 124.03965, 6308178; 124.07633, 22655; 124.08727, 628193; 124.11314, 13604","124.03954, 100; 124.08714, 69.1; 80.05013, 3.5; 83.061, 3.4; 96.04494, 2.5; 124.05876, 2; 107.06082, 1.3; 124.07668, 1; 101.02554, 0.9","124.03938, 100; 96.04475, 44; 124.08688, 18.9; 124.11208, 2.3; 124.07584, 1.9; 125.04237, 1.1; 125.07076, 0.9; 123.09161, 0.9; 71.88197, 0.8; 78.03445, 0.6; 106.02901, 0.6; 123.09988, 0.6; 56.05018, 0.6; 97.07637, 0.5",3.9019717,0.524027444,3.897134564,0.999707223,0.999994719,0.998669956,0.999707948,0.285210436,1.040774388,0.964057994,77.52306823,2; 3; 3.5,MassBank; MassBank; KEGG,2,
96,MF_760_130.05005_11.574_HILICPos_Unknown,L-Pyroglutamic acid,ID: PR100174; L-Pyroglutamic acid; pGlu; pyroGlu; Pyroglutamate; Pidolic acid; L-Glutimic acid; L-5-Oxoproline; (S)-(?)-2-Pyrrolidone-5-carboxylic acid; (S)-5-Oxo-2-pyrrolidinecarboxylic acid; L-a-Aminoglutaric Acid Lactam; L-5-Oxo-2-pyrrolidinecarboxylic acid ID:ID: PR100174,ID: KO002153; 5-Aminolevulinate; 5-Amino-4-oxovaleric acid; 5-Amino-4-oxopentanoate; 5-Aminolevulinic acid,cpd:C01877; cpd:C01879; cpd:C02237; cpd:C03541; cpd:C03801; cpd:C04281; cpd:C04282; cpd:C05723; cpd:C05929,4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid;,130.05005,130.050419,130.0498697,130.05005,130.0509665,130.0504181,1,1,1,1,1,694.44,478.2,HILIC,HILIC,"56.0503, 10801; 75.85921, 7699; 84.04507, 729445; 84.08135, 7389; 85.02907, 19687; 88.07628, 10821; 94.04395, 6831; 94.13508, 7338; 101.49464, 7582; 102.05566, 9532; 107.59154, 6889; 113.1078, 11780; 123.96911, 7971; 130.05013, 261546; 130.08665, 17751",NA,"84.045, 100; 130.0504, 23.3",2.837361101,1.386514269,2.830440727,0.999829813,0.999959359,0.998950476,0.999830642,5.22E-12,NA,0.933568571,49.99149066,2; 3; 3.5,MassBank; MassBank; KEGG,2,
97,MF_761_130.05008_8.981_HILICPos_Unknown,L-Pyroglutamic acid,ID: CCMSLIB00000577947; 5-OXO-L-PROLINE ID:ID: CCMSLIB00000577947,ID: KO002153; 5-Aminolevulinate; 5-Amino-4-oxovaleric acid; 5-Amino-4-oxopentanoate; 5-Aminolevulinic acid,cpd:C01877; cpd:C01879; cpd:C02237; cpd:C03541; cpd:C03801; cpd:C04281; cpd:C04282; cpd:C05723; cpd:C05929,4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid; 4-Oxoproline; L-1-Pyrroline-3-hydroxy-5-carboxylate; 1-Pyrroline-4-hydroxy-2-carboxylate 5-Oxo-D-proline; Pidolic acid;,130.05008,130.050419,130.0498697,130.05008,130.0509665,130.0504181,1,1,1,1,1,538.86,478.2,HILIC,HILIC,"51.35316, 6203; 63.77095, 6818; 71.63382, 6363; 74.09706, 7592; 84.0451, 461930; 84.08147, 433216; 85.02905, 20741; 97.11156, 6479; 102.05538, 22578; 130.05013, 179790; 130.08653, 247771; 130.09209, 11852; 130.15926, 26584",NA,"130.15904, 100; 84.0813, 60.8; 130.06506, 46.3; 130.08618, 44.2; 74.09705, 16.7; 113.10745, 10.3; 57.07068, 8.7; 84.0449, 5.3; 130.13386, 3.5; 131.16225, 2.5; 85.08457, 2; 87.09212, 1.9; 131.0683, 1.9; 130.04967, 1.5; 131.08937, 1.3; 113.07103, 1.1; 131.08145, 0.9; 131.11768, 0.6; 91.58659, 0.6; 56.05017, 0.6; 86.06052, 0.6; 112.07596, 0.5; 130.10542, 0.5; 70.06576, 0.5",2.606681336,1.617195008,2.599760961,0.999856359,0.999944711,0.999018023,0.999857121,0.129478297,NA,0.859394313,56.46673282,2; 3; 3.5,MassBank; MassBank; KEGG,2,
102,MF_803_132.10204_7.044_HILICPos_Leucine,Isoleucine,ID: CE000619; Isoleucine ID:ID: CE000619,NA,cpd:C00123; cpd:C00407; cpd:C01570; cpd:C01777; cpd:C01933; cpd:C02378; cpd:C02486; cpd:C06418; cpd:C08263; cpd:C11227; cpd:C16434; cpd:C16439; cpd:C16647; cpd:C17213; cpd:C20988; cpd:C21092; cpd:C21096,L-Leucine; L-Isoleucine; 6-Aminohexanoate; L-Leucine; L-Isoleucine; 6-Aminohexanoate;,132.10204,132.102454,132.1019053,NA,NA,132.1024537,1,1,1,NA,1,422.64,490.2,HILIC,HILIC,"55.17897, 7590; 56.3838, 6998; 58.06598, 280292; 59.07379, 267484; 60.51633, 8038; 69.07066, 74369; 69.93112, 7115; 70.06591, 34208; 78.08815, 7172; 86.09711, 1002809; 88.07642, 22835; 114.09182, 75525",NA,"86.09654, 100; 132.10255, 7; 86.09448, 0.8; 86.09807, 0.7; 86.09992, 0.6; 86.13129, 0.6; 86.0993, 0.6; 86.0927, 0.6",3.133931183,1.020000429,3.131660226,0.999785778,0.999977305,NA,0.999786088,0.079202137,NA,0.983382917,53.94939574,2; 3.5,MassBank; KEGG,2,
103,MF_817_133.06091_11.223_HILICPos_Unknown,Asparagine,ID: CCMSLIB00000577910; L-ASPARAGINE ID:ID: CCMSLIB00000577910,NA,cpd:C00152; cpd:C01043; cpd:C01905; cpd:C02037; cpd:C02642; cpd:C16438; cpd:C19258; cpd:C19301,3-Ureidopropionate; L-Asparagine; N-Carbamoylsarcosine,133.06091,133.061318,133.0607687,NA,NA,133.0613172,1,1,1,NA,1,673.38,711.6,HILIC,HILIC,"50.44688, 6680; 54.52259, 6195; 55.99459, 7795; 61.35497, 7724; 65.02403, 6963; 69.36588, 8064; 72.08152, 6640; 74.02432, 70467; 78.35793, 8130; 80.84229, 7892; 84.3452, 6825; 87.0559, 58753; 87.06396, 13131; 88.03983, 15711; 116.03445, 31499; 116.84143, 6916; 133.06085, 22240; 133.06879, 12135; 133.10547, 25626",NA,"74.02432, 100; 87.05579, 81.9; 133.06067, 31; 116.03435, 20; 88.03977, 17.4; 112.09971, 6.8; 133.03155, 3; 70.02945, 2.7; 133.62051, 2; 96.99559, 1.5; 85.07658, 1.3; 111.01109, 1.3; 102.09166, 1.3; 72.08144, 1.3; 98.02402, 1.2; 132.6127, 1.1; 133.10115, 1; 60.0452, 0.8; 133.07594, 0.8; 105.07021, 0.8; 97.07636, 0.7; 70.0657, 0.7; 72.85236, 0.5",3.066255514,1.061800569,3.060243266,0.999791942,0.999975049,NA,0.999792757,0.4441744,NA,1.059281199,72.1983171,2; 3.5,MassBank; KEGG,2,
104,MF_826_134.04489_11.974_HILICPos_Aspartic acid,Aspartic acid,ID: PB000454; Aspartic acid; 2-aminobutanedioic acid ID:ID: PB000454,ID: AU223201; 1-Hydroxy-Benzotriazol; 1-hydroxybenzotriazole,cpd:C00049; cpd:C00402; cpd:C16433; cpd:C19710; cpd:C19911,L-Aspartate; D-Aspartate;,134.04489,134.045334,134.0447843,134.04489,134.0359852,134.0453327,1,1,1,1,1,718.44,771.6,HILIC,HILIC,"52.01177, 6547; 52.87621, 7890; 53.30225, 8067; 65.53013, 8066; 66.61098, 6155; 71.49461, 6938; 71.76857, 6654; 74.02436, 269983; 88.03989, 149384; 104.3933, 7381; 114.0981, 6752; 116.03452, 8637; 124.76814, 6473; 129.46693, 6322; 134.07146, 12307","74.0233, 100; 88.03853, 85; 92.05988, 25.5; 134.08119, 17.1; 134.07159, 16.3; 134.09647, 15.7; 116.03448, 13.3; 134.04509, 12.3; 86.09695, 7.7; 62.96575, 5.7; 98.43198, 5.3; 50.48403, 5; 86.33418, 5; 80.90421, 4.4; 134.10583, 4.3","74.023, 100; 88.037, 46.2; 70.027, 14.2; 46.028, 7.1; 116.034, 3.9; 43.017, 2.5; 134.044, 2",3.312312236,0.78851259,3.302614056,0.99975361,0.999986036,0.90563423,0.999755051,0.208046847,0.722088228,0.746308352,64.32962282,2; 3; 3.5,MassBank; MassBank; KEGG,2,
109,MF_884_137.04561_6.751_HILICPos_Hypoxanthine,Allopurinol,"ID: EQ333601; Allopurinol; 1,2-dihydropyrazolo[3,4-d]pyrimidin-4-one ID:ID: EQ333601",ID: PR100271; Urocanic acid; Urocanate; Urocaninic acid; 4-Imidazoleacrylic acid; 3-(4-Imidazolyl)acrylic acid; 3-Imidazol-4-ylacrylic acid; 3-(1H-Imidazol-4-yl)-2-propenoic acid,cpd:C01620,Threonate; Threonate;,137.04561,137.046336,137.0457873,137.04561,137.0356508,137.0449984,1,1,1,1,1,405.06,249.6,HILIC,HILIC,"55.02995, 13698; 67.02991, 9237; 67.62869, 9769; 68.26178, 9435; 68.83022, 9550; 78.81702, 8036; 79.15613, 8662; 82.04083, 16988; 87.99429, 8640; 94.04055, 254507; 94.04372, 18259; 100.20239, 10005; 103.64683, 10338; 110.03537, 372833; 112.05078, 47546; 119.03087, 19128; 119.03562, 303937; 128.04567, 39417; 136.92567, 15298; 136.99448, 25922; 137.04593, 20479460; 137.10762, 35868; 137.16339, 12040",NA,"137.0459, 100; 110.0349, 1.7; 94.0399, 1.2",5.297478365,1.294078449,4.462767756,0.999341372,0.999960685,0.883396374,0.999532541,1.48E-06,NA,0.995797762,49.96714237,2; 3.5,MassBank; KEGG,2,
112,MF_1014_164.07098_11.422_HILICNeg_Unknown,NA,ID: CCMSLIB00000578130; L-PHENYLALANINE ID:ID: CCMSLIB00000578130,"ID: KO001389; 3-Methylguanine; 2-Amino-3,7-dihydro-3-methyl-6H-purin-6-one",cpd:C00079; cpd:C02057; cpd:C02265; cpd:C07527; cpd:C18090; cpd:C18747; cpd:C19565; cpd:C19578; cpd:C20487; cpd:C20488,L-Phenylalanine; D-Phenylalanine; 4-Hydroxy-1-(3-pyridinyl)-1-butanone 5-(3-Pyridyl)-2-hydroxytetrahydrofuran L-Phenylalanine; D-Phenylalanine; 4-Hydroxy-1-(3-pyridinyl)-1-butanone 5-(3-Pyridyl)-2-hydroxytetrahydrofuran L-Phenylalanine; D-Phenylalanine; 4-Hydroxy-1-(3-pyridinyl)-1-butanone 5-(3-Pyridyl)-2-hydroxytetrahydrofuran,164.07098,NA,164.071702,164.07098,164.0577832,164.0711536,-1,NA,-1,-1,-1,685.32,NA,HILIC,NA,"54.18307, 7301; 55.29818, 7262; 65.2056, 6768; 69.75874, 7440; 70.81972, 6854; 72.00787, 262157; 81.04463, 11116; 85.29669, 7793; 86.41091, 6873; 88.20885, 7608; 91.05411, 17868; 96.42126, 6605; 97.81856, 8716; 105.04456, 9685; 116.22509, 8167; 120.04446, 47321; 147.04419, 549945",NA,"147.04408, 100; 164.07075, 72.6; 72.0076, 30; 148.04736, 6.1; 165.0743, 4.4; 91.05383, 3.1; 103.0536, 0.9; 146.06012, 0.7",NA,4.400466328,1.058077524,NA,0.999348622,0.804372377,0.99996233,NA,NA,0.648286755,NA,2; 3.5,MassBank; KEGG,2,
117,MF_1051_167.99667_12.555_HILICNeg_Cysteic Acid,Cysteic Acid,ID: BML01673; L-Cysteic acid ID:ID: BML01673,ID: KO000200; 2-Amino-3-phosphonopropionate; 2-Amino-3-phosphonopropanoate; Phosphonoalanine,cpd:C00506,L-Cysteate;,167.99667,167.996671,167.9972167,167.99667,168.0067324,167.9966685,-1,-1,-1,-1,-1,753.3,729,HILIC,HILIC,"53.05849, 7169; 53.07578, 6718; 59.46508, 7589; 63.48684, 7108; 64.86452, 7135; 71.01264, 370265; 78.1619, 6849; 78.95786, 8772; 80.24427, 7576; 80.964, 733406; 81.43433, 8447; 81.95187, 28872; 86.02355, 126997; 88.17191, 6619; 98.02374, 7681; 101.82193, 6700; 129.98505, 7376; 150.96976, 282733; 167.99643, 357575; 168.00461, 17386; 168.04936, 36292","167.99632, 100; 80.96394, 83.7; 150.96965, 42.7; 71.0126, 34.2; 86.0226, 24.6; 168.04915, 1.1; 153.00573, 0.8","167.9969, 100; 150.9704, 31; 151.0087, 0.9; 149.9849, 0.6",0.005952499,3.254363439,0.008928748,0.999999999,0.999626436,0.881117302,0.999999997,0.720327002,1.094008296,1.029517289,93.81117658,2; 3.5,MassBank; KEGG,2,
118,MF_1090_171.0058_12.287_HILICNeg_glycerol 3 phosphate,"L-Cysteic Acid, D3",ID: PR100603; rac-Glycerol 3-phosphoate; sn-Gro-1P; glycero-3P; glycero-1P; glycerophosphoric acid; rac-Glycerol 1-phosphate; DL-alpha-Glycerophosphate ID:ID: PR100603,ID: KNA00540; sn-Glycerol 3-phosphate; Glycerophosphoric acid; sn-Gro-1-P; Glycerol-3-phosphate,cpd:C00093; cpd:C00623; cpd:C02768; cpd:C02979; cpd:C03189; cpd:C04508,sn-Glycerol 3-phosphate; sn-Glycerol 1-phosphate; sn-Glycerol 3-phosphate; sn-Glycerol 1-phosphate;,171.0058,171.0161,171.006398,171.0058,171.006398,171.00585,-1,-1,-1,-1,-1,737.22,729,HILIC,HILIC,"50.74534, 8406; 54.86079, 7459; 62.66756, 7901; 65.01327, 47595; 71.16432, 6919; 73.02525, 18926; 74.03146, 551600; 75.62314, 7570; 77.34647, 8241; 78.92111, 19943; 78.95785, 3808118; 78.99358, 9845; 78.99582, 18156; 79.95611, 67529; 80.96398, 691587; 81.04451, 18673; 81.97025, 334941; 84.89388, 8765; 88.03613, 60595; 89.01334, 29384; 96.95893, 138822; 96.96844, 261631; 105.04473, 25418; 107.04901, 58103; 114.76537, 6979; 119.86789, 8285; 127.98623, 7221; 128.66849, 7277; 129.04477, 18392; 130.04021, 12682; 140.54079, 7309; 144.05574, 20552; 145.34319, 7679; 152.99548, 9922; 153.98856, 131067; 170.99638, 32142; 171.01186, 92217; 171.06703, 30209",NA,"78.9597, 100; 171.0059, 26.7; 96.9699, 7.9",60.22824752,3.497167398,0.292387658,0.875804401,0.999553038,0.999553038,0.999996875,0.963157817,NA,0.861314779,91.94811088,2; 3; 3.5,MassBank; MassBank; KEGG,2,
119,MF_1136_173.10381_19.411_HILICNeg_Unknown,NA,ID: PR100733; L(+)-Arginine; Arg; 2-Amino-5-guanidinovaleric Acid; (S)-2-Amino-5-guanidinopentanoic Acid; Argamine; Argivene; Detoxargin; Levargin; L-(+)-Arginine ID:ID: PR100733,ID: KO000057; N-Acetylornithine; N2-Acetyl-L-ornithine; N-alpha-Acetyl-L-ornithine,cpd:C00062; cpd:C00792; cpd:C02385,L-Arginine; D-Arginine;,173.10381,NA,173.1043991,173.10381,173.0931657,173.1038507,-1,NA,-1,-1,-1,1164.66,NA,HILIC,NA,"55.04581, 6966; 60.29207, 6411; 61.35404, 6669; 61.99593, 6977; 74.99256, 20383; 85.98199, 7473; 93.79882, 9600; 96.03701, 6801; 96.15289, 7075; 98.2328, 7289; 106.03999, 11865; 106.49505, 8211; 114.055, 31521; 119.0244, 8417; 121.52883, 6626; 130.70137, 6937; 131.08163, 1988727; 132.05562, 20753; 132.98334, 36055; 133.06306, 6707; 146.03517, 23765; 146.07201, 7418; 154.94655, 54050; 154.95895, 8564; 156.07713, 72228; 164.59044, 8745; 172.97595, 42202; 173.0462, 16723; 173.08266, 18027",NA,"131.0823, 100; 173.1039, 16.8",NA,3.403079316,0.235118975,NA,0.999566313,0.867945642,0.999997929,NA,NA,0.713225789,NA,2; 3.5,MassBank; KEGG,2,
125,MF_1305_188.05588_11.642_HILICNeg_Acetylglutamic acid,NA,ID: CCMSLIB00000578260; N-ACETYL-DL-GLUTAMIC ACID ID:ID: CCMSLIB00000578260,ID: KO000052; N-Acetylglutamate; N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid,cpd:C00624; cpd:C03871; cpd:C12109,N-Acetyl-L-glutamate; L-2-Amino-6-oxoheptanedioate; AminoDHQ;,188.05588,NA,188.0564459,188.05588,188.0564459,188.0558974,-1,NA,-1,-1,-1,698.52,NA,HILIC,NA,"52.45612, 6814; 52.66705, 6503; 58.02856, 67092; 59.01258, 142330; 59.01409, 11203; 59.14281, 6470; 65.1816, 7278; 67.39199, 6559; 74.02351, 11970; 84.04435, 16016; 88.89954, 7888; 98.05999, 9281; 100.07562, 96356; 102.05489, 407584; 126.05513, 21946; 128.03423, 193179; 144.06558, 11668; 146.04512, 19901; 160.02762, 11616",NA,"128.03418, 100; 102.05473, 82.1; 144.06555, 38.8; 59.01247, 38.6; 188.05582, 31; 170.04509, 24.7; 100.07544, 22; 146.04483, 11.8; 126.05483, 8.5; 58.02845, 7.9; 100.03899, 3.4; 129.03764, 2.8; 84.04397, 2; 103.05812, 1.8; 189.05953, 1.4; 171.04872, 1.4; 145.06911, 1.3; 71.43547, 0.8; 74.02342, 0.7; 98.05985, 0.6; 82.02834, 0.6; 85.02813, 0.5",NA,3.008947646,0.092525681,NA,0.999599844,0.999599844,0.999999622,NA,NA,0.62845822,NA,2; 3; 3.5,MassBank; MassBank; KEGG,2,
138,MF_2046_259.02252_13.026_HILICNeg_Fructose 6 phosphate,Glucose 6 phosphate,ID: CCMSLIB00000578155; D-GLUCOSE-6-PHOSPHATE ID:ID: CCMSLIB00000578155,"ID: EA026651; Bromacil; Bromazil; 5-bromanyl-3-butan-2-yl-6-methyl-1H-pyrimidine-2,4-dione",cpd:C00085; cpd:C00092; cpd:C00103; cpd:C00275; cpd:C00446; cpd:C00636; cpd:C00663; cpd:C00668; cpd:C01002; cpd:C01094; cpd:C01097; cpd:C01113; cpd:C01171; cpd:C01172; cpd:C01177; cpd:C02888; cpd:C02962; cpd:C02965; cpd:C03251; cpd:C03267; cpd:C03384; cpd:C03546; cpd:C03606; cpd:C03654; cpd:C03735; cpd:C03811; cpd:C04006; cpd:C05001; cpd:C05345; cpd:C06019; cpd:C06155; cpd:C06312; cpd:C15924; cpd:C15926; cpd:C18096,D-Glucose 1-phosphate; alpha-D-Glucose 6-phosphate beta-D-Glucose 6-phosphate beta-D-Fructose 6-phosphate D-arabino-Hex-3-ulose 6-phosphate; D-Mannose 6-phosphate D-Mannose 1-phosphate; D-Fructose 1-phosphate Sorbose 1-phosphate; D-Allose 6-phosphate beta-D-Fructose 2-phosphate; D-Allulose 6-phosphate alpha-D-Galactose 1-phosphate; D-Tagatose 6-phosphate D-Galactose 6-phosphate; L-Gulose 1-phosphate beta-L-Galactose 1-phosphate; D-Fructose 6-phosphate; D-Glucose 6-phosphate; beta-D-Glucose 1-phosphate 1D-myo-Inositol 3-phosphate; Inositol 1-phosphate; myo-Inositol 4-phosphate; D-Glucose 1-phosphate; alpha-D-Glucose 6-phosphate beta-D-Glucose 6-phosphate beta-D-Fructose 6-phosphate D-arabino-Hex-3-ulose 6-phosphate; D-Mannose 6-phosphate D-Mannose 1-phosphate; D-Fructose 1-phosphate Sorbose 1-phosphate; D-Allose 6-phosphate beta-D-Fructose 2-phosphate; D-Allulose 6-phosphate alpha-D-Galactose 1-phosphate; D-Tagatose 6-phosphate D-Galactose 6-phosphate; L-Gulose 1-phosphate beta-L-Galactose 1-phosphate; D-Fructose 6-phosphate; D-Glucose 6-phosphate; beta-D-Glucose 1-phosphate 1D-myo-Inositol 3-phosphate; Inositol 1-phosphate; myo-Inositol 4-phosphate;,259.02252,259.021897,259.022442,259.02252,259.0087632,259.021894,-1,-1,-1,-1,-1,781.56,847.2,HILIC,HILIC,"56.99028, 7375; 57.96701, 6809; 59.59024, 6845; 62.34797, 7572; 66.028, 6619; 78.95786, 688842; 96.96848, 643022; 96.9714, 8507; 120.4547, 6825; 138.97916, 15450; 169.51225, 8288","96.96846, 100; 78.95787, 12.7; 138.9793, 5.2; 259.02253, 4.8; 168.99008, 4.1; 217.72146, 3; 199.0008, 2.2; 101.0233, 1.4; 219.72374, 0.9; 217.70678, 0.8","96.96817, 100; 78.95757, 25.2; 138.97897, 6.8; 199.00072, 2.4; 168.98981, 1.8; 259.02222, 1.3; 276.93219, 0.9; 101.02303, 0.8",2.405202059,0.301031831,2.416784119,0.999514956,0.9999924,0.7893358,0.999510275,0.091293837,0.451976198,0.634817569,51.42616638,2; 3.5,MassBank; KEGG,2,
