MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC,molFractionN_pertotalN
Ectoine,Inj_vol,0.071071796,0.071071796,72488608,200821,Smp,Ev32Core_A,A,200821,72488608,200821_Smp_Ev32Core_A Ectoine,HILICPos,72488608,Ectoine_X_HILICPos,0.25,NA,289954432,NA,1559352738,36,0.492957746,1,400,1,1,Ectoine,797561472,650853440,724207456,0.815317404,NA,0.196426482,NA,C6H10N2O2,6,2,1.178558891,0.392852964,5400.609856,1544.797393,2.18E-04,2.54E-04,NA,NA,NA,NA
Glucosylglycerol,Inj_vol,0.098100915,0.098100915,55514180,200821,Smp,Ev32Core_A,A,200821,55514180,200821_Smp_Ev32Core_A Glucosylglycerol,HILICPos,55514180,Glucosylglycerol_X_HILICPos,0.25,NA,222056720,NA,3924935237,38,0.464788732,1,400,1,1,Glucosylglycerol,2135378.75,1486783.75,1811081.25,1.572894922,NA,31.18072917,NA,C9H18O8,9,NA,280.6265625,NA,5400.609856,1544.797393,0.051962014,NA,NA,NA,NA,NA
Glutamic acid,"DL-Proline, D7",0.137513201,0.054773304,805211904,200821,Smp,Ev32Core_A,A,200821,702432445.9,200821_Smp_Ev32Core_A Glutamic acid,HILICPos,805211904,Glutamic acid_X_HILICPos,0.25,NA,2809729784,NA,40607384621,13,0.816901408,1,400,1,1,Glutamic acid,15612277,13353617,14482947,1.692480605,NA,45.8504819,NA,C5H9NO4,5,1,229.2524095,45.8504819,5400.609856,1544.797393,0.042449356,0.02968058,NA,NA,NA,NA
Glutamine,"DL-Proline, D7",0.166642965,0.069362787,886768384,200821,Smp,Ev32Core_A,A,200821,773578832.9,200821_Smp_Ev32Core_A Glutamine,HILICPos,886768384,Glutamine_X_HILICPos,0.25,NA,3094315332,NA,78115320898,11,0.845070423,1,400,1,1,Glutamine,53671912,41966268,47819090,0.903562059,NA,28.64608438,NA,C5H10N2O3,5,2,143.2304219,57.29216876,5400.609856,1544.797393,0.026521157,0.037087173,NA,NA,NA,NA
Glutathione Disulfide,"DL-Proline, D7",0.12029611,0.048203098,2000084,200821,Smp,Ev32Core_A,A,200821,1744787.787,200821_Smp_Ev32Core_A Glutathione Disulfide,HILICPos,2000084,Glutathione Disulfide_X_HILICPos,0.25,NA,6979151.148,NA,75703716.54,55,0.225352113,1,400,1,1,Glutathione Disulfide,2575510,2490756.25,2533133.125,0.764567938,NA,1.441413215,NA,C20H32N6O12S2,20,6,28.82826429,8.648479288,5400.609856,1544.797393,0.005337965,0.005598455,NA,NA,NA,NA
Glycerophosphocholine,Inj_vol,0.119680279,0.119680279,892877120,200821,Smp,Ev32Core_A,A,200821,892877120,200821_Smp_Ev32Core_A Glycerophosphocholine,HILICPos,892877120,Glycerophosphocholine_X_HILICPos,0.25,NA,3571508480,NA,1.05399E+11,10,0.85915493,1,400,1,1,Glycerophosphocholine,95102816,89048104,92075460,2.145516734,NA,7.231624601,NA,C8H21NO6P,8,1,57.85299681,7.231624601,5400.609856,1544.797393,0.010712308,0.004681277,NA,NA,NA,NA
Glycine,"DL-Proline, D7",0.157951808,0.073550553,9144027,200821,Smp,Ev32Core_A,A,200821,7976858.289,200821_Smp_Ev32Core_A Glycine,HILICPos,9144027,Glycine_X_HILICPos,0.25,NA,31907433.16,NA,217991968.2,52,0.267605634,1,400,1,1,Glycine,2690345.25,2182565.75,2436455.5,0.850992043,NA,6.155564361,NA,C2H5NO2,2,1,12.31112872,6.155564361,5400.609856,1544.797393,0.002279581,0.003984707,NA,NA,NA,NA
Gonyol,Inj_vol,0.102277965,0.102277965,403141024,200821,Smp,Ev32Core_A,A,200821,403141024,200821_Smp_Ev32Core_A Gonyol,HILICPos,403141024,Gonyol_X_HILICPos,0.25,NA,1612564096,NA,4969360148,19,0.732394366,1,400,1,1,Gonyol,30501442,22364482,26432962,1.129702181,NA,21.60066782,NA,C7H14O3S,7,NA,151.2046748,NA,5400.609856,1544.797393,0.027997704,NA,NA,NA,NA,NA
Guanosine,"Cytosine, 13C2-15N3",0.13317659,0.060720339,305052544,200821,Smp,Ev32Core_A,A,200821,410193262.4,200821_Smp_Ev32Core_A Guanosine,HILICPos,305052544,Guanosine_X_HILICPos,0.25,NA,1640773050,NA,1338721331,24,0.661971831,1,400,1,1,Guanosine,37312308,36150508,36731408,0.969659021,NA,18.42688336,NA,C10H13N5O5,10,5,184.2688336,92.13441679,5400.609856,1544.797393,0.034120005,0.059641748,NA,NA,NA,NA
Homoserine,"Sulfoacetic Acid, 13C2",0.162243662,0.071523348,9965719,200821,Smp,Ev32Core_A,A,200821,9938848.481,200821_Smp_Ev32Core_A Homoserine,HILICPos,9965719,Homoserine_X_HILICPos,0.25,NA,39755393.93,NA,6900504922,50,0.295774648,1,400,1,1,Homoserine,30598664,28007894,29303279,0.725865244,NA,0.747625026,NA,C4H9NO3,4,1,2.990500103,0.747625026,5400.609856,1544.797393,5.54E-04,4.84E-04,NA,NA,NA,NA
Hypotaurine,"Sulfoacetic Acid, 13C2",0.143220448,0.059651409,8089651,200821,Smp,Ev32Core_A,A,200821,8067838.914,200821_Smp_Ev32Core_A Hypotaurine,HILICPos,8089651,Hypotaurine_X_HILICPos,0.25,NA,32271355.66,NA,153675633.5,53,0.253521127,1,400,1,1,Hypotaurine,77099.75,64252.25,70676,1.905065919,NA,95.87276025,NA,C2H7NO2S,2,1,191.7455205,95.87276025,5400.609856,1544.797393,0.03550442,0.062061705,NA,NA,NA,NA
Hypoxanthine,Inj_vol,0.089443941,0.089443941,1088827776,200821,Smp,Ev32Core_A,A,200821,1088827776,200821_Smp_Ev32Core_A Hypoxanthine,HILICPos,1088827776,Hypoxanthine_X_HILICPos,0.25,NA,4355311104,NA,9259994652,8,0.887323944,1,400,1,1,Hypoxanthine,275192576,266949872,271071224,0.871102145,NA,7.377796532,NA,C5H4N4O,5,4,36.88898266,29.51118613,5400.609856,1544.797393,0.006830522,0.019103597,NA,NA,NA,NA
Leucine,"L-Isoleucine, 15N",0.138679999,0.05817965,1038088192,200821,Smp,Ev32Core_A,A,200821,1060741434,200821_Smp_Ev32Core_A Leucine,HILICPos,1038088192,Leucine_X_HILICPos,0.25,NA,4242965738,NA,8281210606,9,0.873239437,1,400,1,1,Leucine,110801176,56887152,83844164,0.94145485,NA,21.50092679,NA,C6H13NO2,6,1,129.0055607,21.50092679,5400.609856,1544.797393,0.023887221,0.013918283,NA,NA,NA,NA
Lysine,"Sulfolactic Acid, 13C3",0.454626638,0.282887963,57139636,200821,Smp,Ev32Core_A,A,200821,95848164.38,200821_Smp_Ev32Core_A Lysine,HILICPos,57139636,Lysine_X_HILICPos,0.25,NA,383392657.5,NA,2467726019,37,0.478873239,1,400,1,1,Lysine,5797551,3231736.25,4514643.625,1.404329195,NA,24.18863628,NA,C6H14N2O2,6,2,145.1318177,48.37727255,5400.609856,1544.797393,0.026873228,0.031316257,NA,NA,NA,NA
Methionine Sulfoxide,"DL-Alanine, D3",0.261369504,0.134063918,43710008,200821,Smp,Ev32Core_A,A,200821,44175163.86,200821_Smp_Ev32Core_A Methionine Sulfoxide,HILICPos,43710008,Methionine Sulfoxide_X_HILICPos,0.25,NA,176700655.4,NA,1707236340,42,0.408450704,1,400,1,1,Methionine Sulfoxide,51823592,37319500,44571546,0.750392365,NA,2.113255691,NA,C5H11NO3S,5,1,10.56627845,2.113255691,5400.609856,1544.797393,0.001956497,0.001367982,NA,NA,NA,NA
Methylmalonyl carnitine,Inj_vol,0.232861925,0.232861925,333509,200821,Smp,Ev32Core_A,A,200821,333509,200821_Smp_Ev32Core_A Methylmalonyl carnitine,HILICPos,333509,Methylmalonyl carnitine_X_HILICPos,0.25,NA,1334036,NA,29187463,67,0.056338028,1,400,1,1,Methylmalonyl carnitine,577596736,429162560,503379648,0.737642036,NA,0.001437097,NA,C11H19NO6,11,1,0.015808072,0.001437097,5400.609856,1544.797393,2.93E-06,9.30E-07,NA,NA,NA,NA
Muramic Acid,"Sulfolactic Acid, 13C3",1.339577729,1.050478171,439540,200821,Smp,Ev32Core_A,A,200821,737300.8497,200821_Smp_Ev32Core_A Muramic Acid,HILICPos,439540,Muramic Acid_X_HILICPos,0.25,NA,2949203.399,NA,10870356.66,65,0.084507042,1,400,1,1,Muramic Acid,37496880,21520064,29508472,0.849185994,NA,0.047077693,NA,C9H17NO7,9,1,0.423699237,0.047077693,5400.609856,1544.797393,7.85E-05,3.05E-05,NA,NA,NA,NA
N-Acetyl-Serine,Inj_vol,0.734762663,0.734762663,97221,200821,Smp,Ev32Core_A,A,200821,97221,200821_Smp_Ev32Core_A N-Acetyl-Serine,HILICPos,97221,N-Acetyl-Serine_X_HILICPos,0.25,NA,388884,NA,6679810,69,0.028169014,1,400,1,1,N-Acetyl-Serine,12147998,5002064,8575031,9.19E-04,NA,19.73296866,NA,C5H9NO4,5,1,98.66484328,19.73296866,5400.609856,1544.797393,0.018269204,0.012773823,NA,NA,NA,NA
N-Acetylglucosamine,"Sucrose, 13C",0.194887381,0.104824786,5284824,200821,Smp,Ev32Core_A,A,200821,6562582.63,200821_Smp_Ev32Core_A N-Acetylglucosamine,HILICPos,5284824,N-Acetylglucosamine_X_HILICPos,0.25,NA,26250330.52,NA,99846978.02,54,0.23943662,1,400,1,1,N-Acetylglucosamine,10009602.67,7299239.333,8654421,1.27448859,NA,0.951964597,NA,C8H15NO6,8,1,7.615716778,0.951964597,5400.609856,1544.797393,0.001410159,6.16E-04,NA,NA,NA,NA
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.183337492,0.138936791,1247395,200821,Smp,Ev32Core_A,A,200821,1260669.605,200821_Smp_Ev32Core_A N(e)-Acetyl-Lysine,HILICPos,1247395,N(e)-Acetyl-Lysine_X_HILICPos,0.25,NA,5042678.42,NA,93469806.69,56,0.211267606,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.508140224,NA,0.026727883,NA,C8H16N2O3,8,2,0.213823065,0.053455766,5400.609856,1544.797393,3.96E-05,3.46E-05,NA,NA,NA,NA
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771824,0.148181858,903715,200821,Smp,Ev32Core_A,A,200821,1347793.86,200821_Smp_Ev32Core_A Ophthalmic Acid,HILICPos,903715,Ophthalmic Acid_X_HILICPos,0.25,NA,5391175.439,NA,25211563.92,58,0.183098592,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.71734157,NA,0.097106361,NA,C11H19N3O6,11,3,1.068169975,0.291319084,5400.609856,1544.797393,1.98E-04,1.89E-04,NA,NA,NA,NA
Ornithine,"Sulfolactic Acid, 13C3",0.531854371,0.29816153,19707148,200821,Smp,Ev32Core_A,A,200821,33057507.77,200821_Smp_Ev32Core_A Ornithine,HILICPos,19707148,Ornithine_X_HILICPos,0.25,NA,132230031.1,NA,3211961641,46,0.352112676,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.102860976,NA,4.200497036,NA,C5H12N2O2,5,2,21.00248518,8.400994073,5400.609856,1544.797393,0.00388891,0.00543825,NA,NA,NA,NA
Propionyl-L-carnitine,"Homarine, D3",0.119713032,0.086366489,13239439,200821,Smp,Ev32Core_A,A,200821,15025308.39,200821_Smp_Ev32Core_A Propionyl-L-carnitine,HILICPos,13239439,Propionyl-L-carnitine_X_HILICPos,0.25,NA,60101233.57,NA,226168033.2,48,0.323943662,1,400,1,1,Propionyl-L-carnitine,453988128,381576384,417782256,0.888465005,NA,0.064766892,NA,C10H19NO4,10,1,0.647668925,0.064766892,5400.609856,1544.797393,1.20E-04,4.19E-05,NA,NA,NA,NA
Serine,"Sulfoacetic Acid, 13C2",0.1211513,0.06019055,44744312,200821,Smp,Ev32Core_A,A,200821,44623668.13,200821_Smp_Ev32Core_A Serine,HILICPos,44744312,Serine_X_HILICPos,0.25,NA,178494672.5,NA,1283663778,41,0.422535211,1,400,1,1,Serine,7793698,6266045,7029871.5,0.702759478,NA,14.45210644,NA,C3H7NO3,3,1,43.35631932,14.45210644,5400.609856,1544.797393,0.008028041,0.009355341,NA,NA,NA,NA
Stachydrine hydrochloride,Inj_vol,0.040039671,0.040039671,306615904,200821,Smp,Ev32Core_A,A,200821,306615904,200821_Smp_Ev32Core_A Stachydrine hydrochloride,HILICPos,306615904,Stachydrine hydrochloride_X_HILICPos,0.25,NA,1226463616,NA,1779340244,23,0.676056338,1,400,1,1,Stachydrine hydrochloride,804937152,670439360,737688256,0.8938679,NA,0.743992315,NA,C7H13NO2,7,1,5.207946205,0.743992315,5400.609856,1544.797393,9.64E-04,4.82E-04,NA,NA,NA,NA
Thiamine monophosphate,Inj_vol,1.532935831,1.532935831,100,200821,Smp,Ev32Core_A,A,200821,100,200821_Smp_Ev32Core_A Thiamine monophosphate,HILICPos,100,Thiamine monophosphate_X_HILICPos,0.25,NA,400,NA,559483,71,0,1,400,1,1,Thiamine monophosphate,19985204,14985934,17485569,0.927676525,NA,9.86E-06,NA,C12H18N4O4PS,12,4,1.18E-04,3.95E-05,5400.609856,1544.797393,2.19E-08,2.55E-08,NA,NA,NA,NA
Threonine,"DL-Proline, D7",0.108708238,0.04379656,100399760,200821,Smp,Ev32Core_A,A,200821,87584458.99,200821_Smp_Ev32Core_A Threonine,HILICPos,100399760,Threonine_X_HILICPos,0.25,NA,350337836,NA,4288519892,34,0.521126761,1,400,1,1,Threonine,16596933,9989082,13293007.5,0.879444515,NA,11.98713344,NA,C4H9NO3,4,1,47.94853374,11.98713344,5400.609856,1544.797393,0.008878355,0.00775968,NA,NA,NA,NA
trans Hydroxyl proline,"DL-Alanine, D3",0.150082953,0.087903243,9314031,200821,Smp,Ev32Core_A,A,200821,9413149.63,200821_Smp_Ev32Core_A trans Hydroxyl proline,HILICPos,9314031,trans Hydroxyl proline_X_HILICPos,0.25,NA,37652598.52,NA,394778801.8,51,0.281690141,1,400,1,1,trans Hydroxyl proline,68604832,60491384,64548108,0.722881027,NA,0.322778502,NA,C5H9NO3,5,1,1.613892509,0.322778502,5400.609856,1544.797393,2.99E-04,2.09E-04,NA,NA,NA,NA
Trigonelline,Inj_vol,0.055542244,0.055542244,499315808,200821,Smp,Ev32Core_A,A,200821,499315808,200821_Smp_Ev32Core_A Trigonelline,HILICPos,499315808,Trigonelline_X_HILICPos,0.25,NA,1997263232,NA,10166511095,16,0.774647887,1,400,1,1,Trigonelline,627330944,525376608,576353776,0.917073099,NA,1.511479291,NA,C7H7NO2,7,1,10.58035504,1.511479291,5400.609856,1544.797393,0.001959104,9.78E-04,NA,NA,NA,NA
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.287437476,0.203182698,12159025,200821,Smp,Ev32Core_A,A,200821,18133879.86,200821_Smp_Ev32Core_A Trimethyl-L-lysine,HILICPos,12159025,Trimethyl-L-lysine_X_HILICPos,0.25,NA,72535519.43,NA,222936070.3,49,0.309859155,1,400,1,1,Trimethyl-L-lysine,209783008,132339232,171061120,1.027508283,NA,0.165072251,NA,C9H20N2O2,9,2,1.485650261,0.330144502,5400.609856,1544.797393,2.75E-04,2.14E-04,NA,NA,NA,NA
Trimethylamine N-oxide,Inj_vol,0.080788582,0.080788582,99964128,200821,Smp,Ev32Core_A,A,200821,99964128,200821_Smp_Ev32Core_A Trimethylamine N-oxide,HILICPos,99964128,Trimethylamine N-oxide_X_HILICPos,0.25,NA,399856512,NA,4848234064,35,0.507042254,1,400,1,1,Trimethylamine N-oxide,154863168,120202056,137532612,0.928565415,NA,1.252408393,NA,C3H9NO,3,1,3.75722518,1.252408393,5400.609856,1544.797393,6.96E-04,8.11E-04,NA,NA,NA,NA
Trimethylammonium Propionate (TMAP),Inj_vol,0.065021437,0.065021437,1442067584,200821,Smp,Ev32Core_A,A,200821,1442067584,200821_Smp_Ev32Core_A Trimethylammonium Propionate (TMAP),HILICPos,1442067584,Trimethylammonium Propionate (TMAP)_X_HILICPos,0.25,NA,5768270336,NA,22995885082,5,0.929577465,1,400,1,1,Trimethylammonium Propionate (TMAP),358355648,346885920,352620784,0.893282484,NA,7.325020967,NA,C6H13NO2,6,1,43.9501258,7.325020967,5400.609856,1544.797393,0.008137993,0.004741736,NA,NA,NA,NA
Turicine,"DL-Valine, D8",0.148007189,0.112377231,973297,200821,Smp,Ev32Core_A,A,200821,1154112.721,200821_Smp_Ev32Core_A Turicine,HILICPos,973297,Turicine_X_HILICPos,0.25,NA,4616450.885,NA,237174390.1,57,0.197183099,1,400,1,1,Turicine,676012480,521884256,598948368,0.911454541,NA,0.003382547,NA,C7H13NO3,7,1,0.023677827,0.003382547,5400.609856,1544.797393,4.38E-06,2.19E-06,NA,NA,NA,NA
Tyrosine,"Betaine, 13C5-15N",0.117738878,0.049413418,119384472,200821,Smp,Ev32Core_A,A,200821,159063507.7,200821_Smp_Ev32Core_A Tyrosine,HILICPos,119384472,Tyrosine_X_HILICPos,0.25,NA,636254030.9,NA,2166303638,32,0.549295775,1,400,1,1,Tyrosine,32699752,19246766,25973259,0.826983235,NA,11.8486095,NA,C9H11NO3,9,1,106.6374855,11.8486095,5400.609856,1544.797393,0.019745453,0.007670009,NA,NA,NA,NA
Vitamin B3,"Adenine, 15N2",0.134043494,0.03383839,446442624,200821,Smp,Ev32Core_A,A,200821,614256231.6,200821_Smp_Ev32Core_A Vitamin B3,HILICPos,446442624,Vitamin B3_X_HILICPos,0.25,NA,2457024926,NA,10570597057,18,0.746478873,1,400,1,1,Vitamin B3,251682848,245886512,248784680,0.894863963,NA,4.414575018,NA,C6H5NO2,6,1,26.48745011,4.414575018,5400.609856,1544.797393,0.004904529,0.002857705,NA,NA,NA,NA
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.125154568,0.063397448,88588168,200821,Smp,Ev32Core_B,B,200821,95068815.64,200821_Smp_Ev32Core_B (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,88588168,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,0.5,NA,190137631.3,NA,1460714971,26,0.628571429,1,400,1,1,(3-Carboxypropyl)trimethylammonium (TMAB),364409472,263969152,314189312,0.943576957,NA,0.256542508,NA,C7H16NO2,7,1,1.795797559,0.256542508,1502.544407,362.7176819,0.001195171,7.07E-04,NA,NA,NA,NA
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.120312559,0.077906363,11265460,200821,Smp,Ev32Core_B,B,200821,12089582.21,200821_Smp_Ev32Core_B 4-Hydroxyisoleucine,HILICPos,11265460,4-Hydroxyisoleucine_X_HILICPos,0.5,NA,24179164.42,NA,586500918.3,46,0.342857143,1,400,1,1,4-Hydroxyisoleucine,35789920,21118962,28454441,0.761748408,NA,0.446210378,NA,C6H13NO3,6,1,2.677262265,0.446210378,1502.544407,362.7176819,0.001781819,0.001230186,NA,NA,NA,NA
6-Methyladenine,"Sucrose, 13C",0.221140311,0.169180539,657955,200821,Smp,Ev32Core_B,B,200821,682118.2402,200821_Smp_Ev32Core_B 6-Methyladenine,HILICPos,657955,6-Methyladenine_X_HILICPos,0.5,NA,1364236.48,NA,45733865.99,58,0.171428571,1,400,1,1,6-Methyladenine,837457920,814556480,826007200,0.994307543,NA,6.64E-04,NA,C6H7N5,6,5,0.003986542,0.003322118,1502.544407,362.7176819,2.65E-06,9.16E-06,NA,NA,NA,NA
Acetyl-L-carnitine,Inj_vol,0.062970625,0.062970625,133947752,200821,Smp,Ev32Core_B,B,200821,133947752,200821_Smp_Ev32Core_B Acetyl-L-carnitine,HILICPos,133947752,Acetyl-L-carnitine_X_HILICPos,0.5,NA,267895504,NA,3061975041,22,0.685714286,1,400,1,1,Acetyl-L-carnitine,623718848,500156160,561937504,0.865616498,NA,0.220298669,NA,C9H17NO4,9,1,1.98268802,0.220298669,1502.544407,362.7176819,0.001319554,6.07E-04,NA,NA,NA,NA
Adenosine,Inj_vol,0.095079222,0.095079222,742949184,200821,Smp,Ev32Core_B,B,200821,742949184,200821_Smp_Ev32Core_B Adenosine,HILICPos,742949184,Adenosine_X_HILICPos,0.5,NA,1485898368,NA,11888569832,10,0.857142857,1,400,1,1,Adenosine,348355424,314987424,331671424,0.898145384,NA,1.995236584,NA,C10H13N5O4,10,5,19.95236584,9.976182922,1502.544407,362.7176819,0.013279052,0.027503988,NA,NA,NA,NA
Adenosyl Homocysteine,"Taurine, D4",0.409372287,0.251760172,100,200821,Smp,Ev32Core_B,B,200821,93.77314263,200821_Smp_Ev32Core_B Adenosyl Homocysteine,HILICPos,100,Adenosyl Homocysteine_X_HILICPos,0.5,NA,187.5462853,NA,51704515.46,70,0,1,400,1,1,Adenosyl Homocysteine,94468688,57783332,76126010,0.555448992,NA,1.77E-06,NA,C14H20N6O5S,14,6,2.48E-05,1.06E-05,1502.544407,362.7176819,1.65E-08,2.93E-08,NA,NA,NA,NA
Anserine,Inj_vol,0.430387384,0.430387384,174004,200821,Smp,Ev32Core_B,B,200821,174004,200821_Smp_Ev32Core_B Anserine,HILICPos,174004,Anserine_X_HILICPos,0.5,NA,348008,NA,9931709,65,0.071428571,1,400,1,1,Anserine,79084688,78474240,78779464,0.701940533,NA,0.002517305,NA,C10H16N4O3,10,4,0.025173052,0.010069221,1502.544407,362.7176819,1.68E-05,2.78E-05,NA,NA,NA,NA
Arginine,"Sulfolactic Acid, 13C3",0.554745159,0.390299148,488953760,200821,Smp,Ev32Core_B,B,200821,714059400.3,200821_Smp_Ev32Core_B Arginine,HILICPos,488953760,Arginine_X_HILICPos,0.5,NA,1428118801,NA,33158963222,15,0.785714286,1,400,1,1,Arginine,78218904,20165398,49192151,1.136911341,NA,10.21414258,NA,C6H14N4O2,6,4,61.28485547,40.85657031,1502.544407,362.7176819,0.040787384,0.11264014,NA,NA,NA,NA
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.647148205,0.386207285,377303,200821,Smp,Ev32Core_B,B,200821,551006.6103,200821_Smp_Ev32Core_B Argininosuccinic Acid,HILICPos,377303,Argininosuccinic Acid_X_HILICPos,0.5,NA,1102013.221,NA,38728478.54,61,0.128571429,1,400,1,1,Argininosuccinic Acid,15224687,4373513,9799100,1.413479284,NA,0.031825201,NA,C10H18N4O6,10,4,0.318252012,0.127300805,1502.544407,362.7176819,2.12E-04,3.51E-04,NA,NA,NA,NA
Asparagine,"DL-Proline, D7",0.140879644,0.058314861,23600900,200821,Smp,Ev32Core_B,B,200821,18738357.02,200821_Smp_Ev32Core_B Asparagine,HILICPos,23600900,Asparagine_X_HILICPos,0.5,NA,37476714.04,NA,3348668588,39,0.442857143,1,400,1,1,Asparagine,11672314,9069195,10370754.5,0.692149325,NA,2.088388739,NA,C4H8N2O3,4,2,8.353554956,4.176777478,1502.544407,362.7176819,0.005559606,0.01151523,NA,NA,NA,NA
Aspartic acid,"L-Cysteic Acid, D3",0.16638057,0.071332946,64354932,200821,Smp,Ev32Core_B,B,200821,87628995.38,200821_Smp_Ev32Core_B Aspartic acid,HILICPos,64354932,Aspartic acid_X_HILICPos,0.5,NA,175257990.8,NA,4362532352,31,0.557142857,1,400,1,1,Aspartic acid,4499357,4259056.5,4379206.75,1.246994418,NA,12.83742327,NA,C4H7NO4,4,1,51.34969309,12.83742327,1502.544407,362.7176819,0.034175158,0.035392328,NA,NA,NA,NA
beta-Alanine,"Betaine, 13C5-15N",0.119946208,0.049656389,93612840,200821,Smp,Ev32Core_B,B,200821,100461066.4,200821_Smp_Ev32Core_B beta-Alanine,HILICPos,93612840,beta-Alanine_X_HILICPos,0.5,NA,200922132.8,NA,10588996475,25,0.642857143,1,400,1,1,beta-Alanine,23612702,18772100,21192401,1.183489296,NA,3.204374547,NA,C3H7NO2,3,1,9.61312364,3.204374547,1502.544407,362.7176819,0.006397897,0.008834349,NA,NA,NA,NA
beta-Glutamic acid,"DL-Alanine, D3",0.313133891,0.225065003,43430476,200821,Smp,Ev32Core_B,B,200821,36726856.33,200821_Smp_Ev32Core_B beta-Glutamic acid,HILICPos,43430476,beta-Glutamic acid_X_HILICPos,0.5,NA,73453712.66,NA,971145808.6,35,0.5,1,400,1,1,beta-Glutamic acid,24940016,22375222,23657619,0.679844567,NA,1.826808732,NA,C5H9NO4,5,1,9.13404366,1.826808732,1502.544407,362.7176819,0.006079051,0.005036448,NA,NA,NA,NA
Betonicine,"Cytosine, 13C2-15N3",0.153275014,0.049614471,280474,200821,Smp,Ev32Core_B,B,200821,308846.3713,200821_Smp_Ev32Core_B Betonicine,HILICPos,280474,Betonicine_X_HILICPos,0.5,NA,617692.7425,NA,240728609,62,0.114285714,1,400,1,1,Betonicine,672108480,510638880,591373680,0.923201609,NA,4.53E-04,NA,C7H13NO3,7,1,0.003167904,4.53E-04,1502.544407,362.7176819,2.11E-06,1.25E-06,NA,NA,NA,NA
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.101487178,0.040614173,10994248,200821,Smp,Ev32Core_B,B,200821,11798529.76,200821_Smp_Ev32Core_B Butyryl-L-carnitine,HILICPos,10994248,Butyryl-L-carnitine_X_HILICPos,0.5,NA,23597059.51,NA,294535569.5,47,0.328571429,1,400,1,1,Butyryl-L-carnitine,1597813760,1260517504,1429165632,0.892543537,NA,0.00739956,NA,C11H21NO4,11,1,0.081395162,0.00739956,1502.544407,362.7176819,5.42E-05,2.04E-05,NA,NA,NA,NA
Carnitine,"Betaine, 13C5-15N",0.11945639,0.056756155,277946560,200821,Smp,Ev32Core_B,B,200821,298279678.5,200821_Smp_Ev32Core_B Carnitine,HILICPos,277946560,Carnitine_X_HILICPos,0.5,NA,596559357,NA,5298674128,18,0.742857143,1,400,1,1,Carnitine,613430528,494676640,554053584,0.956681781,NA,0.450188484,NA,C7H15NO3,7,1,3.151319388,0.450188484,1502.544407,362.7176819,0.002097322,0.001241154,NA,NA,NA,NA
Chitobiose,"Sulfolactic Acid, 13C3",0.730754111,0.492139474,639754,200821,Smp,Ev32Core_B,B,200821,934285.3966,200821_Smp_Ev32Core_B Chitobiose,HILICPos,639754,Chitobiose_X_HILICPos,0.5,NA,1868570.793,NA,24309702.07,59,0.157142857,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.905716863,NA,0.051739433,NA,C16H28N2O11,16,2,0.827830921,0.103478865,1502.544407,362.7176819,5.51E-04,2.85E-04,NA,NA,NA,NA
Choline,Inj_vol,0.082955319,0.082955319,1494634880,200821,Smp,Ev32Core_B,B,200821,1494634880,200821_Smp_Ev32Core_B Choline,HILICPos,1494634880,Choline_X_HILICPos,0.5,NA,2989269760,NA,63151126384,3,0.957142857,1,400,1,1,Choline,240266560,212926448,226596504,1.185248901,NA,4.452073581,NA,C5H14NO,5,1,22.26036791,4.452073581,1502.544407,362.7176819,0.014815115,0.012274212,NA,NA,NA,NA
Citrulline,"L-Cysteic Acid, D3",0.212160092,0.153238659,16892212,200821,Smp,Ev32Core_B,B,200821,23001307.3,200821_Smp_Ev32Core_B Citrulline,HILICPos,16892212,Citrulline_X_HILICPos,0.5,NA,46002614.6,NA,875868652.5,44,0.371428571,1,400,1,1,Citrulline,36106648,29665428,32886038,1.260083244,NA,0.444049838,NA,C6H13N3O3,6,3,2.664299031,1.332149515,1502.544407,362.7176819,0.001773192,0.00367269,NA,NA,NA,NA
