MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,25340690,200821,Smp,50ppt-3C_C,C,200821,25340690,200821_Smp_50ppt-3C_C Trimethylamine N-oxide,HILICPos,25340690,Trimethylamine N-oxide_X_HILICPos,0.5,31.7832986,50681380,797295.7847742084,4848234064,38,0.4492753623188406,1,400,1,1,Trimethylamine N-oxide,154863168,120202056,137532612,0.9285654146866996,NA,0.002497245644336679,NA,C3H9NO,3,1,0.007491736933010037,0.002497245644336679,46.4464328401156,11.429119243881738,1.612984350983237e-4,2.1849852040641804e-4,63.5665972,10.15422081,1.1785650424921656e-7
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,318330208,200821,Smp,50ppt-3C_C,C,200821,318330208,200821_Smp_50ppt-3C_C Trimethylammonium Propionate (TMAP),HILICPos,318330208,Trimethylammonium Propionate (TMAP)_X_HILICPos,0.5,31.7832986,636660416,10015644.12826553,22995885082,12,0.8260869565217391,1,400,1,1,Trimethylammonium Propionate (TMAP),358355648,346885920,352620784,0.893282484411756,NA,0.012718683237675303,NA,C6H13NO2,6,1,0.07631209942605181,0.012718683237675303,46.4464328401156,11.429119243881738,0.0016430131392166107,0.0011128314410127358,63.5665972,10.15422081,1.200506284549896e-6
Turicine,"DL-Valine, D8",0.14800718947373764,0.11237723054237386,3988465,200821,Smp,50ppt-3C_C,C,200821,3661793.421285255,200821_Smp_50ppt-3C_C Turicine,HILICPos,3988465,Turicine_X_HILICPos,0.5,31.7832986,7323586.84257051,115211.24560951817,237174390.06798851,51,0.26086956521739135,1,400,1,1,Turicine,676012480,521884256,598948368,0.911454540684036,NA,8.441710699094409e-5,NA,C7H13NO3,7,1,5.909197489366086e-4,8.441710699094409e-5,46.4464328401156,11.429119243881738,1.272260780436584e-5,7.386142815522241e-6,63.5665972,10.15422081,9.29607333042217e-9
Tyrosine,"Betaine, 13C5-15N",0.11773887842780088,0.049413417653183515,48290224,200821,Smp,50ppt-3C_C,C,200821,58064981.528110154,200821_Smp_50ppt-3C_C Tyrosine,HILICPos,48290224,Tyrosine_X_HILICPos,0.5,31.7832986,116129963.05622031,1826902.3067388656,2166303637.528583,29,0.5797101449275363,1,400,1,1,Tyrosine,32699752,19246766,25973259,0.8269832350230804,NA,0.034021398645488386,NA,C9H11NO3,9,1,0.30619258780939546,0.034021398645488386,46.4464328401156,11.429119243881738,0.006592381138577732,0.002976729695396327,63.5665972,10.15422081,4.816878695677538e-6
Vitamin B3,"Adenine, 15N2",0.13404349357600676,0.03383838984460486,99173304,200821,Smp,50ppt-3C_C,C,200821,104157756.08996287,200821_Smp_50ppt-3C_C Vitamin B3,HILICPos,99173304,Vitamin B3_X_HILICPos,0.5,31.7832986,208315512.17992574,3277122.2836500322,10570597056.55251,19,0.7246376811594203,1,400,1,1,Vitamin B3,251682848,245886512,248784680,0.89486396326922,NA,0.005888056734882784,NA,C6H5NO2,6,1,0.03532834040929671,0.005888056734882784,46.4464328401156,11.429119243881738,7.606254829280186e-4,5.151802697338023e-4,63.5665972,10.15422081,5.557689410075377e-7
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,34569484,200821,Smp,Ev15SW_A,A,200821,37645423.43559582,200821_Smp_Ev15SW_A (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,34569484,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,3.6,NA,10457062.065443283,NA,1460714971.4895973,35,0.5070422535211268,1,400,1,1,(3-Carboxypropyl)trimethylammonium (TMAB),364409472,263969152,314189312,0.9435769570132984,NA,NA,NA,C7H16NO2,7,1,NA,NA,0,0,NA,NA,NA,NA,NA
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,11265460,200821,Smp,Ev15SW_A,A,200821,12267843.277520929,200821_Smp_Ev15SW_A 4-Hydroxyisoleucine,HILICPos,11265460,4-Hydroxyisoleucine_X_HILICPos,3.6,NA,3407734.243755813,NA,586500918.2573766,46,0.352112676056338,1,400,1,1,4-Hydroxyisoleucine,35789920,21118962,28454441,0.7617484078934159,NA,NA,NA,C6H13NO3,6,1,NA,NA,0,0,NA,NA,NA,NA,NA
6-Methyladenine,"Sucrose, 13C",0.22114031059832598,0.16918053921209728,657955,200821,Smp,Ev15SW_A,A,200821,672013.8379147942,200821_Smp_Ev15SW_A 6-Methyladenine,HILICPos,657955,6-Methyladenine_X_HILICPos,3.6,NA,186670.51053188727,NA,45733865.99468269,62,0.12676056338028174,1,400,1,1,6-Methyladenine,837457920,814556480,826007200,0.994307542556698,NA,NA,NA,C6H7N5,6,5,NA,NA,0,0,NA,NA,NA,NA,NA
Acetyl-L-carnitine,Inj_vol,0.06297062538558988,0.06297062538558988,112160832,200821,Smp,Ev15SW_A,A,200821,112160832,200821_Smp_Ev15SW_A Acetyl-L-carnitine,HILICPos,112160832,Acetyl-L-carnitine_X_HILICPos,3.6,NA,31155786.666666664,NA,3061975041,19,0.7323943661971831,1,400,1,1,Acetyl-L-carnitine,623718848,500156160,561937504,0.8656164979937988,NA,NA,NA,C9H17NO4,9,1,NA,NA,0,0,NA,NA,NA,NA,NA
Adenosine,Inj_vol,0.09507922191241822,0.09507922191241822,204120160,200821,Smp,Ev15SW_A,A,200821,204120160,200821_Smp_Ev15SW_A Adenosine,HILICPos,204120160,Adenosine_X_HILICPos,3.6,NA,56700044.44444444,NA,11888569832,14,0.8028169014084507,1,400,1,1,Adenosine,348355424,314987424,331671424,0.8981453842281999,NA,NA,NA,C10H13N5O4,10,5,NA,NA,0,0,NA,NA,NA,NA,NA
Adenosyl Homocysteine,"Taurine, D4",0.40937228690251604,0.2517601715021789,3804051,200821,Smp,Ev15SW_A,A,200821,4496804.204170459,200821_Smp_Ev15SW_A Adenosyl Homocysteine,HILICPos,3804051,Adenosyl Homocysteine_X_HILICPos,3.6,NA,1249112.2789362385,NA,51704515.458353475,57,0.19718309859154926,1,400,1,1,Adenosyl Homocysteine,94468688,57783332,76126010,0.5554489918007413,NA,NA,NA,C14H20N6O5S,14,6,NA,NA,0,0,NA,NA,NA,NA,NA
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,69469,200821,Smp,Ev15SW_A,A,200821,69469,200821_Smp_Ev15SW_A Anserine,HILICPos,69469,Anserine_X_HILICPos,3.6,NA,19296.944444444445,NA,9931709,66,0.07042253521126762,1,400,1,1,Anserine,79084688,78474240,78779464,0.7019405334801487,NA,NA,NA,C10H16N4O3,10,4,NA,NA,0,0,NA,NA,NA,NA,NA
Arginine,"Sulfolactic Acid, 13C3",0.5547451594053554,0.39029914841749364,389376064,200821,Smp,Ev15SW_A,A,200821,270699354.5504402,200821_Smp_Ev15SW_A Arginine,HILICPos,389376064,Arginine_X_HILICPos,3.6,NA,75194265.15290006,NA,33158963221.55505,10,0.8591549295774648,1,400,1,1,Arginine,78218904,20165398,49192151,1.1369113413732597,NA,NA,NA,C6H14N4O2,6,4,NA,NA,0,0,NA,NA,NA,NA,NA
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.6471482047760884,0.3862072847967303,507726,200821,Smp,Ev15SW_A,A,200821,352977.78470655245,200821_Smp_Ev15SW_A Argininosuccinic Acid,HILICPos,507726,Argininosuccinic Acid_X_HILICPos,3.6,NA,98049.38464070902,NA,38728478.53905589,64,0.09859154929577463,1,400,1,1,Argininosuccinic Acid,15224687,4373513,9799100,1.4134792842083135,NA,NA,NA,C10H18N4O6,10,4,NA,NA,0,0,NA,NA,NA,NA,NA
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,15759822,200821,Smp,Ev15SW_A,A,200821,15564549.38052908,200821_Smp_Ev15SW_A Asparagine,HILICPos,15759822,Asparagine_X_HILICPos,3.6,NA,4323485.939035855,NA,3348668588.3293366,40,0.43661971830985913,1,400,1,1,Asparagine,11672314,9069195,10370754.5,0.6921493253025142,NA,NA,NA,C4H8N2O3,4,2,NA,NA,0,0,NA,NA,NA,NA,NA
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,59842940,200821,Smp,Ev15SW_A,A,200821,49082360.45938434,200821_Smp_Ev15SW_A Aspartic acid,HILICPos,59842940,Aspartic acid_X_HILICPos,3.6,NA,13633989.016495649,NA,4362532351.664482,28,0.6056338028169015,1,400,1,1,Aspartic acid,4499357,4259056.5,4379206.75,1.2469944179759247,NA,NA,NA,C4H7NO4,4,1,NA,NA,0,0,NA,NA,NA,NA,NA
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.049656389026235356,274867168,200821,Smp,Ev15SW_A,A,200821,299324425.20412093,200821_Smp_Ev15SW_A beta-Alanine,HILICPos,274867168,beta-Alanine_X_HILICPos,3.6,NA,83145673.66781136,NA,10588996474.778278,13,0.8169014084507042,1,400,1,1,beta-Alanine,23612702,18772100,21192401,1.183489296489827,NA,NA,NA,C3H7NO2,3,1,NA,NA,0,0,NA,NA,NA,NA,NA
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,81181944,200821,Smp,Ev15SW_A,A,200821,69748396.69719622,200821_Smp_Ev15SW_A beta-Glutamic acid,HILICPos,81181944,beta-Glutamic acid_X_HILICPos,3.6,NA,19374554.63811006,NA,971145808.6283802,24,0.6619718309859155,1,400,1,1,beta-Glutamic acid,24940016,22375222,23657619,0.6798445665551032,NA,NA,NA,C5H9NO4,5,1,NA,NA,0,0,NA,NA,NA,NA,NA
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.049614471035533625,13839599,200821,Smp,Ev15SW_A,A,200821,17628356.100921348,200821_Smp_Ev15SW_A Betonicine,HILICPos,13839599,Betonicine_X_HILICPos,3.6,NA,4896765.583589263,NA,240728608.9572255,43,0.3943661971830986,1,400,1,1,Betonicine,672108480,510638880,591373680,0.9232016086924847,NA,NA,NA,C7H13NO3,7,1,NA,NA,0,0,NA,NA,NA,NA,NA
Butyryl-L-carnitine,"Betaine, 13C5-15N",0.10148717841749424,0.04061417315285315,5489749,200821,Smp,Ev15SW_A,A,200821,5978218.409627945,200821_Smp_Ev15SW_A Butyryl-L-carnitine,HILICPos,5489749,Butyryl-L-carnitine_X_HILICPos,3.6,NA,1660616.2248966515,NA,294535569.4615429,54,0.23943661971830987,1,400,1,1,Butyryl-L-carnitine,1597813760,1260517504,1429165632,0.8925435366405496,NA,NA,NA,C11H21NO4,11,1,NA,NA,0,0,NA,NA,NA,NA,NA
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,115262480,200821,Smp,Ev15SW_A,A,200821,125518357.92043915,200821_Smp_Ev15SW_A Carnitine,HILICPos,115262480,Carnitine_X_HILICPos,3.6,NA,34866210.53345532,NA,5298674128.0778675,18,0.7464788732394366,1,400,1,1,Carnitine,613430528,494676640,554053584,0.9566817811199575,NA,NA,NA,C7H15NO3,7,1,NA,NA,0,0,NA,NA,NA,NA,NA
Chitobiose,"Sulfolactic Acid, 13C3",0.7307541112423471,0.49213947367916505,1021615,200821,Smp,Ev15SW_A,A,200821,710240.1679704892,200821_Smp_Ev15SW_A Chitobiose,HILICPos,1021615,Chitobiose_X_HILICPos,3.6,NA,197288.93554735812,NA,24309702.06522172,60,0.15492957746478875,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.9057168633297525,NA,NA,NA,C16H28N2O11,16,2,NA,NA,0,0,NA,NA,NA,NA,NA
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,522314176,200821,Smp,Ev15SW_A,A,200821,522314176,200821_Smp_Ev15SW_A Choline,HILICPos,522314176,Choline_X_HILICPos,3.6,NA,145087271.1111111,NA,63151126384,8,0.8873239436619719,1,400,1,1,Choline,240266560,212926448,226596504,1.1852489014101555,NA,NA,NA,C5H14NO,5,1,NA,NA,0,0,NA,NA,NA,NA,NA
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,9519867,200821,Smp,Ev15SW_A,A,200821,7808064.637522784,200821_Smp_Ev15SW_A Citrulline,HILICPos,9519867,Citrulline_X_HILICPos,3.6,NA,2168906.843756329,NA,875868652.4564584,47,0.3380281690140845,1,400,1,1,Citrulline,36106648,29665428,32886038,1.2600832440556562,NA,NA,NA,C6H13N3O3,6,3,NA,NA,0,0,NA,NA,NA,NA,NA
Creatine,"Betaine, 13C5-15N",0.10394423036318987,0.046735667373061306,168852816,200821,Smp,Ev15SW_A,A,200821,183877079.46733454,200821_Smp_Ev15SW_A Creatine,HILICPos,168852816,Creatine_X_HILICPos,3.6,NA,51076966.518704034,NA,1072700875.8748298,16,0.7746478873239436,1,400,1,1,Creatine,362418496,266815488,314616992,0.9462099688471564,NA,NA,NA,C4H9N3O2,4,3,NA,NA,0,0,NA,NA,NA,NA,NA
Cys-Gly,Inj_vol,0.7309376597173348,0.7309376597173348,13675,200821,Smp,Ev15SW_A,A,200821,13675,200821_Smp_Ev15SW_A Cys-Gly,HILICPos,13675,Cys-Gly_X_HILICPos,3.6,NA,3798.611111111111,NA,8057644,70,0.014084507042253502,1,400,1,1,Cys-Gly,2226378.6,430523,1328450.8,0.023462642802008004,NA,NA,NA,C5H10N2O3S,5,2,NA,NA,0,0,NA,NA,NA,NA,NA
Cystathionine,"Sulfolactic Acid, 13C3",0.3616892176720426,0.18385186357826355,981725,200821,Smp,Ev15SW_A,A,200821,682508.1159740494,200821_Smp_Ev15SW_A Cystathionine,HILICPos,981725,Cystathionine_X_HILICPos,3.6,NA,189585.58777056928,NA,21191116.917030722,61,0.14084507042253525,1,400,1,1,Cystathionine,9471109,7587316.5,8529212.75,0.9171800507709127,NA,NA,NA,C7H14N2O4S,7,2,NA,NA,0,0,NA,NA,NA,NA,NA
Cystine,Inj_vol,0.7537886521286954,0.7537886521286954,65284,200821,Smp,Ev15SW_A,A,200821,65284,200821_Smp_Ev15SW_A Cystine,HILICPos,65284,Cystine_X_HILICPos,3.6,NA,18134.444444444445,NA,2726567,67,0.05633802816901412,1,400,1,1,Cystine,4267300.5,4122100.5,4194700.5,0.7395318327462561,NA,NA,NA,C6H12N2O4S2,6,2,NA,NA,0,0,NA,NA,NA,NA,NA
Cytidine,"Taurine, D4",0.2490227561765087,0.10586453196945457,13956227,200821,Smp,Ev15SW_A,A,200821,16497786.241024967,200821_Smp_Ev15SW_A Cytidine,HILICPos,13956227,Cytidine_X_HILICPos,3.6,NA,4582718.400284713,NA,623803887.5619113,42,0.4084507042253521,1,400,1,1,Cytidine,53606032,43718396,48662214,0.8486073947230495,NA,NA,NA,C9H13N3O5,9,3,NA,NA,0,0,NA,NA,NA,NA,NA
Deoxyadenosine,Inj_vol,0.09496026446366113,0.09496026446366113,6329795,200821,Smp,Ev15SW_A,A,200821,6329795,200821_Smp_Ev15SW_A Deoxyadenosine,HILICPos,6329795,Deoxyadenosine_X_HILICPos,3.6,NA,1758276.3888888888,NA,2026855420,51,0.2816901408450704,1,400,1,1,Deoxyadenosine,387376512,358096864,372736688,0.9813955758212205,NA,NA,NA,C10H13N5O3,10,5,NA,NA,0,0,NA,NA,NA,NA,NA
Dimethylsulfonioacetate (DMS-Ac),Inj_vol,0.06074422000301994,0.06074422000301994,340981536,200821,Smp,Ev15SW_A,A,200821,340981536,200821_Smp_Ev15SW_A Dimethylsulfonioacetate (DMS-Ac),HILICPos,340981536,Dimethylsulfonioacetate (DMS-Ac)_X_HILICPos,3.6,NA,94717093.33333333,NA,8779363844,12,0.8309859154929577,1,400,1,1,Dimethylsulfonioacetate (DMS-Ac),282902272,221366672,252134472,0.9364405313817805,NA,NA,NA,C4H9O2S,4,NA,NA,NA,0,0,NA,NA,NA,NA,NA
DMSP,"Sucrose, 13C",0.1479033580819769,0.07493425973463536,9782808576,200821,Smp,Ev15SW_A,A,200821,9991842507.076506,200821_Smp_Ev15SW_A DMSP,HILICPos,9782808576,DMSP_X_HILICPos,3.6,NA,2775511807.5212517,NA,82766038897.41449,2,0.971830985915493,1,400,1,1,DMSP,379205792,253701088,316453440,0.8689390209347154,NA,NA,NA,C5H10O2S,5,NA,NA,NA,0,0,NA,NA,NA,NA,NA
Ectoine,Inj_vol,0.07107179571045534,0.07107179571045534,97488624,200821,Smp,Ev15SW_A,A,200821,97488624,200821_Smp_Ev15SW_A Ectoine,HILICPos,97488624,Ectoine_X_HILICPos,3.6,NA,27080173.333333332,NA,1559352738,23,0.676056338028169,1,400,1,1,Ectoine,797561472,650853440,724207456,0.8153174039487172,NA,NA,NA,C6H10N2O2,6,2,NA,NA,0,0,NA,NA,NA,NA,NA
Glucosylglycerol,Inj_vol,0.09810091545103176,0.09810091545103176,18791422,200821,Smp,Ev15SW_A,A,200821,18791422,200821_Smp_Ev15SW_A Glucosylglycerol,HILICPos,18791422,Glucosylglycerol_X_HILICPos,3.6,NA,5219839.444444444,NA,3924935237,39,0.45070422535211263,1,400,1,1,Glucosylglycerol,2135378.75,1486783.75,1811081.25,1.5728949223545547,NA,NA,NA,C9H18O8,9,NA,NA,NA,0,0,NA,NA,NA,NA,NA
Glutamic acid,"DL-Proline, D7",0.13751320090101243,0.05477330382857603,649592448,200821,Smp,Ev15SW_A,A,200821,641543650.3099318,200821_Smp_Ev15SW_A Glutamic acid,HILICPos,649592448,Glutamic acid_X_HILICPos,3.6,NA,178206569.5305366,NA,40607384620.68116,7,0.9014084507042254,1,400,1,1,Glutamic acid,15612277,13353617,14482947,1.692480604672299,NA,NA,NA,C5H9NO4,5,1,NA,NA,0,0,NA,NA,NA,NA,NA
Glutamine,"DL-Proline, D7",0.16664296512696775,0.06936278702579327,378189760,200821,Smp,Ev15SW_A,A,200821,373503786.7007915,200821_Smp_Ev15SW_A Glutamine,HILICPos,378189760,Glutamine_X_HILICPos,3.6,NA,103751051.86133096,NA,78115320897.72955,11,0.8450704225352113,1,400,1,1,Glutamine,53671912,41966268,47819090,0.9035620590485672,NA,NA,NA,C5H10N2O3,5,2,NA,NA,0,0,NA,NA,NA,NA,NA
Glutathione Disulfide,"DL-Proline, D7",0.12029611031355318,0.048203098214577834,1479982,200821,Smp,Ev15SW_A,A,200821,1461644.231850727,200821_Smp_Ev15SW_A Glutathione Disulfide,HILICPos,1479982,Glutathione Disulfide_X_HILICPos,3.6,NA,406012.28662520193,NA,75703716.53707436,58,0.18309859154929575,1,400,1,1,Glutathione Disulfide,2575510,2490756.25,2533133.125,0.7645679378677415,NA,NA,NA,C20H32N6O12S2,20,6,NA,NA,0,0,NA,NA,NA,NA,NA
Glycerophosphocholine,Inj_vol,0.11968027864661171,0.11968027864661171,2361665536,200821,Smp,Ev15SW_A,A,200821,2361665536,200821_Smp_Ev15SW_A Glycerophosphocholine,HILICPos,2361665536,Glycerophosphocholine_X_HILICPos,3.6,NA,656018204.4444444,NA,105399193827,5,0.9295774647887324,1,400,1,1,Glycerophosphocholine,95102816,89048104,92075460,2.1455167341319523,NA,NA,NA,C8H21NO6P,8,1,NA,NA,0,0,NA,NA,NA,NA,NA
Glycine,"DL-Proline, D7",0.15795180839134,0.07355055261884777,5640678,200821,Smp,Ev15SW_A,A,200821,5570786.984184466,200821_Smp_Ev15SW_A Glycine,HILICPos,5640678,Glycine_X_HILICPos,3.6,NA,1547440.8289401296,NA,217991968.2128183,53,0.2535211267605634,1,400,1,1,Glycine,2690345.25,2182565.75,2436455.5,0.8509920425996018,NA,NA,NA,C2H5NO2,2,1,NA,NA,0,0,NA,NA,NA,NA,NA
Gonyol,Inj_vol,0.10227796456397575,0.10227796456397575,106910512,200821,Smp,Ev15SW_A,A,200821,106910512,200821_Smp_Ev15SW_A Gonyol,HILICPos,106910512,Gonyol_X_HILICPos,3.6,NA,29697364.444444444,NA,4969360148,22,0.6901408450704225,1,400,1,1,Gonyol,30501442,22364482,26432962,1.1297021813067452,NA,NA,NA,C7H14O3S,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA
Guanosine,"Cytosine, 13C2-15N3",0.13317659048908015,0.060720339102239396,14549222,200821,Smp,Ev15SW_A,A,200821,18532246.953640718,200821_Smp_Ev15SW_A Guanosine,HILICPos,14549222,Guanosine_X_HILICPos,3.6,NA,5147846.37601131,NA,1338721331.0733006,41,0.4225352112676056,1,400,1,1,Guanosine,37312308,36150508,36731408,0.9696590212918228,NA,NA,NA,C10H13N5O5,10,5,NA,NA,0,0,NA,NA,NA,NA,NA
Homoserine,"Sulfoacetic Acid, 13C2",0.16224366241666677,0.07152334818788122,65564232,200821,Smp,Ev15SW_A,A,200821,75142946.89442267,200821_Smp_Ev15SW_A Homoserine,HILICPos,65564232,Homoserine_X_HILICPos,3.6,NA,20873040.804006297,NA,6900504921.897149,27,0.619718309859155,1,400,1,1,Homoserine,30598664,28007894,29303279,0.72586524411149,NA,NA,NA,C4H9NO3,4,1,NA,NA,0,0,NA,NA,NA,NA,NA
Hypotaurine,"Sulfoacetic Acid, 13C2",0.1432204476029936,0.0596514093863772,4510720,200821,Smp,Ev15SW_A,A,200821,5169721.097558348,200821_Smp_Ev15SW_A Hypotaurine,HILICPos,4510720,Hypotaurine_X_HILICPos,3.6,NA,1436033.6382106524,NA,153675633.50101748,56,0.21126760563380287,1,400,1,1,Hypotaurine,77099.75,64252.25,70676,1.9050659189152777,NA,NA,NA,C2H7NO2S,2,1,NA,NA,0,0,NA,NA,NA,NA,NA
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,56425832,200821,Smp,Ev15SW_A,A,200821,56425832,200821_Smp_Ev15SW_A Hypoxanthine,HILICPos,56425832,Hypoxanthine_X_HILICPos,3.6,NA,15673842.222222222,NA,9259994652,29,0.5915492957746479,1,400,1,1,Hypoxanthine,275192576,266949872,271071224,0.87110214495947,NA,NA,NA,C5H4N4O,5,4,NA,NA,0,0,NA,NA,NA,NA,NA
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,108050620,200821,Smp,Ev15SW_A,A,200821,123216880.61915417,200821_Smp_Ev15SW_A Leucine,HILICPos,108050620,Leucine_X_HILICPos,3.6,NA,34226911.28309838,NA,8281210605.852696,21,0.704225352112676,1,400,1,1,Leucine,110801176,56887152,83844164,0.9414548496692643,NA,NA,NA,C6H13NO2,6,1,NA,NA,0,0,NA,NA,NA,NA,NA
Lysine,"Sulfolactic Acid, 13C3",0.4546266384063291,0.28288796272712263,24917868,200821,Smp,Ev15SW_A,A,200821,17323229.155588433,200821_Smp_Ev15SW_A Lysine,HILICPos,24917868,Lysine_X_HILICPos,3.6,NA,4812008.098774564,NA,2467726019.0294657,38,0.46478873239436624,1,400,1,1,Lysine,5797551,3231736.25,4514643.625,1.4043291952511563,NA,NA,NA,C6H14N2O2,6,2,NA,NA,0,0,NA,NA,NA,NA,NA
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,6427470,200821,Smp,Ev15SW_A,A,200821,5522234.443158046,200821_Smp_Ev15SW_A Methionine Sulfoxide,HILICPos,6427470,Methionine Sulfoxide_X_HILICPos,3.6,NA,1533954.0119883462,NA,1707236339.754902,50,0.295774647887324,1,400,1,1,Methionine Sulfoxide,51823592,37319500,44571546,0.7503923646364999,NA,NA,NA,C5H11NO3S,5,1,NA,NA,0,0,NA,NA,NA,NA,NA
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,105112,200821,Smp,Ev15SW_A,A,200821,105112,200821_Smp_Ev15SW_A Methylmalonyl carnitine,HILICPos,105112,Methylmalonyl carnitine_X_HILICPos,3.6,NA,29197.777777777777,NA,29187463,65,0.08450704225352113,1,400,1,1,Methylmalonyl carnitine,577596736,429162560,503379648,0.7376420363608672,NA,NA,NA,C11H19NO6,11,1,NA,NA,0,0,NA,NA,NA,NA,NA
Muramic Acid,"Sulfolactic Acid, 13C3",1.3395777292682298,1.0504781705521389,54805,200821,Smp,Ev15SW_A,A,200821,38101.155920403144,200821_Smp_Ev15SW_A Muramic Acid,HILICPos,54805,Muramic Acid_X_HILICPos,3.6,NA,10583.654422334206,NA,10870356.656311562,68,0.04225352112676062,1,400,1,1,Muramic Acid,37496880,21520064,29508472,0.8491859939074986,NA,NA,NA,C9H17NO7,9,1,NA,NA,0,0,NA,NA,NA,NA,NA
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,43771,200821,Smp,Ev15SW_A,A,200821,43771,200821_Smp_Ev15SW_A N-Acetyl-Serine,HILICPos,43771,N-Acetyl-Serine_X_HILICPos,3.6,NA,12158.611111111111,NA,6679810,69,0.028169014084507005,1,400,1,1,N-Acetyl-Serine,12147998,5002064,8575031,9.192887422562293e-4,NA,NA,NA,C5H9NO4,5,1,NA,NA,0,0,NA,NA,NA,NA,NA
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.10482478555766861,5485573,200821,Smp,Ev15SW_A,A,200821,5602785.851451499,200821_Smp_Ev15SW_A N-Acetylglucosamine,HILICPos,5485573,N-Acetylglucosamine_X_HILICPos,3.6,NA,1556329.403180972,NA,99846978.01651579,55,0.22535211267605637,1,400,1,1,N-Acetylglucosamine,10009602.666666666,7299239.333333333,8654421,1.2744885900791303,NA,NA,NA,C8H15NO6,8,1,NA,NA,0,0,NA,NA,NA,NA,NA
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327886,0.13893679108049622,1247395,200821,Smp,Ev15SW_A,A,200821,1071713.6965591642,200821_Smp_Ev15SW_A N(e)-Acetyl-Lysine,HILICPos,1247395,N(e)-Acetyl-Lysine_X_HILICPos,3.6,NA,297698.2490442123,NA,93469806.68966757,59,0.16901408450704225,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.5081402241716086,NA,NA,NA,C8H16N2O3,8,2,NA,NA,0,0,NA,NA,NA,NA,NA
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390443,646346,200821,Smp,Ev15SW_A,A,200821,530124.1441928025,200821_Smp_Ev15SW_A Ophthalmic Acid,HILICPos,646346,Ophthalmic Acid_X_HILICPos,3.6,NA,147256.70672022292,NA,25211563.921192408,63,0.11267605633802813,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.717341569910475,NA,NA,NA,C11H19N3O6,11,3,NA,NA,0,0,NA,NA,NA,NA,NA
Ornithine,"Sulfolactic Acid, 13C3",0.5318543706202121,0.29816152990562067,31006174,200821,Smp,Ev15SW_A,A,200821,21555899.46298969,200821_Smp_Ev15SW_A Ornithine,HILICPos,31006174,Ornithine_X_HILICPos,3.6,NA,5987749.85083047,NA,3211961640.856266,37,0.47887323943661975,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.1028609755147059,NA,NA,NA,C5H12N2O2,5,2,NA,NA,0,0,NA,NA,NA,NA,NA
