MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent
Kynurenine,"L-Tryptophan, D3",0.12063919099795799,0.0717777809499295,533509,200825,Smp,StaB1_A,A,200825,396012.5324716975,200825_Smp_StaB1_A Kynurenine,RP,533509,Kynurenine_X_RP,3.1,24.21686837,127745.97821667661,16352.755708177368,25199545.190090552,11,0.56
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,1933710,200825,Smp,StaB1_A,A,200825,1435352.344882366,200825_Smp_StaB1_A Methylthioadenosine,RP,1933710,Methylthioadenosine_X_RP,3.1,24.21686837,463016.88544592453,59270.7662672226,132355171.61632897,6,0.76
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,438665056,200825,Smp,StaB1_A,A,200825,429207938.02603585,200825_Smp_StaB1_A Phenylalanine,RP,438665056,Phenylalanine_X_RP,3.1,24.21686837,138454173.55678576,17723511.209968884,18052298893.416912,1,0.96
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,552187,200825,Smp,StaB1_A,A,200825,579378.0679832373,200825_Smp_StaB1_A Pyridoxal,RP,552187,Pyridoxal_X_RP,3.1,24.21686837,186896.15096233462,23924.5660971166,27644545.589690953,10,0.6
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,5071,200825,Smp,StaB1_A,A,200825,5071,200825_Smp_StaB1_A RP B12,RP,5071,RP B12_X_RP,3.1,24.21686837,1635.8064516129032,209.39949470436008,942524,23,0.07999999999999996
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,23011,200825,Smp,StaB1_A,A,200825,23011,200825_Smp_StaB1_A Sulfurol,RP,23011,Sulfurol_X_RP,3.1,24.21686837,7422.903225806452,950.2054373184834,2756965,20,0.19999999999999996
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,33499886,200825,Smp,StaB1_A,A,200825,24866262.223079953,200825_Smp_StaB1_A Tryptophan,RP,33499886,Tryptophan_X_RP,3.1,24.21686837,8021374.910670953,1026815.7650757364,1463520794.03966,2,0.92
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,100,200825,Smp,StaB1_A,A,200825,104.92424993403274,200825_Smp_StaB1_A Vitamin B1,RP,100,Vitamin B1_X_RP,3.1,24.21686837,33.84653223678475,4.332692746681215,40112235.167430304,25,0
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,253789,200825,Smp,StaB1_A,A,200825,253789,200825_Smp_StaB1_A Vitamin B2,RP,253789,Vitamin B2_X_RP,3.1,24.21686837,81867.41935483871,10479.843889080032,8909489,14,0.43999999999999995
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,599204,200825,Smp,StaB1_A,A,200825,628710.3025747215,200825_Smp_StaB1_A Vitamin B5,RP,599204,Vitamin B5_X_RP,3.1,24.21686837,202809.7750241037,25961.66824582371,18733394.75107697,9,0.64
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,1692952,200825,Smp,StaB1_A,A,200825,1256642.7349361025,200825_Smp_StaB1_A Vitamin B6,RP,1692952,Vitamin B6_X_RP,3.1,24.21686837,405368.6241729363,51891.21548403174,175957840.76440942,7,0.72
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,16924528,200825,Smp,StaB1_A,A,200825,20496000.988657128,200825_Smp_StaB1_A Xanthine,RP,16924528,Xanthine_X_RP,3.1,24.21686837,6611613.22214746,846352.248172918,747726698.8146259,3,0.88
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,46536,200825,Smp,StaB1_B,B,200825,46536,200825_Smp_StaB1_B 3OC12-HSL,RP,46536,3OC12-HSL_X_RP,3.3,25.77924698,14101.818181818182,1805.1729763907945,3756577,16,0.36
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,29824,200825,Smp,StaB1_B,B,200825,28876.981277568495,200825_Smp_StaB1_B 3OC8-HSL,RP,29824,3OC8-HSL_X_RP,3.3,25.77924698,8750.600387141969,1120.1638783309602,1924023.5621997647,18,0.28
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,273928,200825,Smp,StaB1_B,B,200825,273928,200825_Smp_StaB1_B 3OHC12-HSL,RP,273928,3OHC12-HSL_X_RP,3.3,25.77924698,83008.48484848485,10625.911618462644,10309986,12,0.52
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,7099,200825,Smp,StaB1_B,B,200825,7099,200825_Smp_StaB1_B 7-dehydrocholesterol,RP,7099,7-dehydrocholesterol_X_RP,3.3,25.77924698,2151.2121212121215,275.37654631679237,801967,22,0.12
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,2171792,200825,Smp,StaB1_B,B,200825,2102829.8324427656,200825_Smp_StaB1_B Adenosyl Methionine,RP,2171792,Adenosyl Methionine_X_RP,3.3,25.77924698,637221.1613462926,81570.6461121296,257787187.13574794,7,0.72
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,1097749,200825,Smp,StaB1_B,B,200825,1062891.541056516,200825_Smp_StaB1_B Agmatine,RP,1097749,Agmatine_X_RP,3.3,25.77924698,322088.34577470185,41230.5115770498,42673685.81206047,8,0.6799999999999999
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,261478,200825,Smp,StaB1_B,B,200825,247665.57255467918,200825_Smp_StaB1_B C14-HSL,RP,261478,C14-HSL_X_RP,3.3,25.77924698,75050.17350141794,9607.168616943021,16489325.998204699,13,0.48
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,100,200825,Smp,StaB1_B,B,200825,100,200825_Smp_StaB1_B Carotene,RP,100,Carotene_X_RP,3.3,25.77924698,30.303030303030305,3.879089256469818,3403400,25,0
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,25903,200825,Smp,StaB1_B,B,200825,25903,200825_Smp_StaB1_B Desthiobiotin,RP,25903,Desthiobiotin_X_RP,3.3,25.77924698,7849.39393939394,1004.800490103377,1332948,19,0.24
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,100,200825,Smp,StaB1_B,B,200825,100,200825_Smp_StaB1_B Glutathione,RP,100,Glutathione_X_RP,3.3,25.77924698,30.303030303030305,3.879089256469818,703694,25,0
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,4084,200825,Smp,StaB1_B,B,200825,4084,200825_Smp_StaB1_B Hydroxo B12,RP,4084,Hydroxo B12_X_RP,3.3,25.77924698,1237.5757575757577,158.42200523422736,8754670,24,0.040000000000000036
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,214672,200825,Smp,StaB1_B,B,200825,219161.82602233702,200825_Smp_StaB1_B IAA,RP,214672,IAA_X_RP,3.3,25.77924698,66412.67455222334,8501.482847515548,10844342.311868103,14,0.43999999999999995
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,43264,200825,Smp,StaB1_B,B,200825,58197.97117471287,200825_Smp_StaB1_B Indole 3 acetamide,RP,43264,Indole 3 acetamide_X_RP,3.3,25.77924698,17635.74884082208,2257.551247321688,5056041.412763074,17,0.31999999999999995
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,16756,200825,Smp,StaB1_B,B,200825,16756,200825_Smp_StaB1_B Indole 3 methyl acetate,RP,16756,Indole 3 methyl acetate_X_RP,3.3,25.77924698,5077.575757575758,649.9801958140827,1554794,21,0.16000000000000003
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,5031623,200825,Smp,StaB1_B,B,200825,6768450.682230544,200825_Smp_StaB1_B Isobutyryl-L-carnitine,RP,5031623,Isobutyryl-L-carnitine_X_RP,3.3,25.77924698,2051045.6612819831,262554.24324386317,233712089.85908124,5,0.8
Kynurenine,"L-Tryptophan, D3",0.12063919099795799,0.0717777809499295,533509,200825,Smp,StaB1_B,B,200825,717666.9148356576,200825_Smp_StaB1_B Kynurenine,RP,533509,Kynurenine_X_RP,3.3,25.77924698,217474.822677472,27838.940190628393,25199545.190090552,10,0.6
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,2328370,200825,Smp,StaB1_B,B,200825,3132082.3350607012,200825_Smp_StaB1_B Methylthioadenosine,RP,2328370,Methylthioadenosine_X_RP,3.3,25.77924698,949115.8591093034,121496.26936312867,132355171.61632897,6,0.76
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,472871232,200825,Smp,StaB1_B,B,200825,447892076.6485767,200825_Smp_StaB1_B Phenylalanine,RP,472871232,Phenylalanine_X_RP,3.3,25.77924698,135724871.71168992,17374133.4258545,18052298893.416912,1,0.96
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,552187,200825,Smp,StaB1_B,B,200825,534653.0867997826,200825_Smp_StaB1_B Pyridoxal,RP,552187,Pyridoxal_X_RP,3.3,25.77924698,162016.08690902503,20739.670449434616,27644545.589690953,9,0.64
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,5071,200825,Smp,StaB1_B,B,200825,5071,200825_Smp_StaB1_B RP B12,RP,5071,RP B12_X_RP,3.3,25.77924698,1536.6666666666667,196.70861619558448,942524,23,0.07999999999999996
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,23011,200825,Smp,StaB1_B,B,200825,23011,200825_Smp_StaB1_B Sulfurol,RP,23011,Sulfurol_X_RP,3.3,25.77924698,6973.030303030303,892.6172288062698,2756965,20,0.19999999999999996
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,26874548,200825,Smp,StaB1_B,B,200825,36151168.86643485,200825_Smp_StaB1_B Tryptophan,RP,26874548,Tryptophan_X_RP,3.3,25.77924698,10954899.65649541,1402336.1075861359,1463520794.03966,3,0.88
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,100,200825,Smp,StaB1_B,B,200825,96.82464215922913,200825_Smp_StaB1_B Vitamin B1,RP,100,Vitamin B1_X_RP,3.3,25.77924698,29.34080065431186,3.755914291614003,40112235.167430304,25,0
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,52475,200825,Smp,StaB1_B,B,200825,52475,200825_Smp_StaB1_B Vitamin B2,RP,52475,Vitamin B2_X_RP,3.3,25.77924698,15901.515151515152,2035.552087332537,8909489,15,0.4
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,459645,200825,Smp,StaB1_B,B,200825,445049.6264527887,200825_Smp_StaB1_B Vitamin B5,RP,459645,Vitamin B5_X_RP,3.3,25.77924698,134863.52316751174,17263.872245689185,18733394.75107697,11,0.56
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,7762056,200825,Smp,StaB1_B,B,200825,10441381.086920004,200825_Smp_StaB1_B Vitamin B6,RP,7762056,Vitamin B6_X_RP,3.3,25.77924698,3164054.874824244,405030.4919697854,175957840.76440942,4,0.84
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,31739170,200825,Smp,StaB1_B,B,200825,32402988.995459948,200825_Smp_StaB1_B Xanthine,RP,31739170,Xanthine_X_RP,3.3,25.77924698,9819087.574381802,1256940.8648979843,747726698.8146259,2,0.92
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,78717,200825,Smp,StaB1_C,C,200825,78717,200825_Smp_StaB1_C 3OC12-HSL,RP,78717,3OC12-HSL_X_RP,3,23.43567907,26239,3358.85295940776,3756577,16,0.36
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,29824,200825,Smp,StaB1_C,C,200825,30888.39754993425,200825_Smp_StaB1_C 3OC8-HSL,RP,29824,3OC8-HSL_X_RP,3,23.43567907,10296.13251664475,1318.0073620940846,1924023.5621997647,18,0.28
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,273928,200825,Smp,StaB1_C,C,200825,273928,200825_Smp_StaB1_C 3OHC12-HSL,RP,273928,3OHC12-HSL_X_RP,3,23.43567907,91309.33333333333,11688.50278166913,10309986,12,0.52
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,7099,200825,Smp,StaB1_C,C,200825,7099,200825_Smp_StaB1_C 7-dehydrocholesterol,RP,7099,7-dehydrocholesterol_X_RP,3,23.43567907,2366.3333333333335,302.91420098372254,801967,22,0.12
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,1478052,200825,Smp,StaB1_C,C,200825,1530802.6346390632,200825_Smp_StaB1_C Adenosyl Methionine,RP,1478052,Adenosyl Methionine_X_RP,3,23.43567907,510267.5448796877,65319.320599446284,257787187.13574794,8,0.6799999999999999
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,1714539,200825,Smp,StaB1_C,C,200825,1775729.6890714432,200825_Smp_StaB1_C Agmatine,RP,1714539,Agmatine_X_RP,3,23.43567907,591909.8963571477,75770.35356080439,42673685.81206047,7,0.72
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,261478,200825,Smp,StaB1_C,C,200825,287794.0508311831,200825_Smp_StaB1_C C14-HSL,RP,261478,C14-HSL_X_RP,3,23.43567907,95931.35027706104,12280.166918635958,16489325.998204699,13,0.48
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,100,200825,Smp,StaB1_C,C,200825,100,200825_Smp_StaB1_C Carotene,RP,100,Carotene_X_RP,3,23.43567907,33.333333333333336,4.266998182613362,3403400,25,0
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,25903,200825,Smp,StaB1_C,C,200825,25903,200825_Smp_StaB1_C Desthiobiotin,RP,25903,Desthiobiotin_X_RP,3,23.43567907,8634.333333333334,1105.280539242339,1332948,19,0.24
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,100,200825,Smp,StaB1_C,C,200825,100,200825_Smp_StaB1_C Glutathione,RP,100,Glutathione_X_RP,3,23.43567907,33.333333333333336,4.266998182613362,703694,25,0
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,4084,200825,Smp,StaB1_C,C,200825,4084,200825_Smp_StaB1_C Hydroxo B12,RP,4084,Hydroxo B12_X_RP,3,23.43567907,1361.3333333333333,174.2642057779297,8754670,24,0.040000000000000036
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,191940,200825,Smp,StaB1_C,C,200825,173093.95600193692,200825_Smp_StaB1_C IAA,RP,191940,IAA_X_RP,3,23.43567907,57697.98533397898,7385.915956816221,10844342.311868103,14,0.43999999999999995
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,52393,200825,Smp,StaB1_C,C,200825,70571.99626991036,200825_Smp_StaB1_C Indole 3 acetamide,RP,52393,Indole 3 acetamide_X_RP,3,23.43567907,23523.99875663679,3011.3057982710448,5056041.412763074,17,0.31999999999999995
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,16756,200825,Smp,StaB1_C,C,200825,16756,200825_Smp_StaB1_C Indole 3 methyl acetate,RP,16756,Indole 3 methyl acetate_X_RP,3,23.43567907,5585.333333333333,714.9782154786949,1554794,21,0.16000000000000003
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,6098154,200825,Smp,StaB1_C,C,200825,8214053.429682189,200825_Smp_StaB1_C Isobutyryl-L-carnitine,RP,6098154,Isobutyryl-L-carnitine_X_RP,3,23.43567907,2738017.809894063,350493.5105634295,233712089.85908124,4,0.84
Kynurenine,"L-Tryptophan, D3",0.12063919099795799,0.0717777809499295,533509,200825,Smp,StaB1_C,C,200825,718622.6243575211,200825_Smp_StaB1_C Kynurenine,RP,533509,Kynurenine_X_RP,3,23.43567907,239540.87478584037,30663.61432118387,25199545.190090552,10,0.6
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,2477881,200825,Smp,StaB1_C,C,200825,3337640.69034569,200825_Smp_StaB1_C Methylthioadenosine,RP,2477881,Methylthioadenosine_X_RP,3,23.43567907,1112546.8967818967,142417.06759921467,132355171.61632897,6,0.76
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,458824960,200825,Smp,StaB1_C,C,200825,505002691.8549765,200825_Smp_StaB1_C Phenylalanine,RP,458824960,Phenylalanine_X_RP,3,23.43567907,168334230.6183255,21548455.683600403,18052298893.416912,1,0.96
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,552187,200825,Smp,StaB1_C,C,200825,571894.1650317041,200825_Smp_StaB1_C Pyridoxal,RP,552187,Pyridoxal_X_RP,3,23.43567907,190631.38834390137,24402.713628374677,27644545.589690953,9,0.64
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,5071,200825,Smp,StaB1_C,C,200825,5071,200825_Smp_StaB1_C RP B12,RP,5071,RP B12_X_RP,3,23.43567907,1690.3333333333333,216.37947784032357,942524,23,0.07999999999999996
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,23011,200825,Smp,StaB1_C,C,200825,23011,200825_Smp_StaB1_C Sulfurol,RP,23011,Sulfurol_X_RP,3,23.43567907,7670.333333333333,981.8789518011607,2756965,20,0.19999999999999996
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,28600974,200825,Smp,StaB1_C,C,200825,38524761.52241336,200825_Smp_StaB1_C Tryptophan,RP,28600974,Tryptophan_X_RP,3,23.43567907,12841587.174137786,1643850.8740175096,1463520794.03966,2,0.92
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,100,200825,Smp,StaB1_C,C,200825,103.56892955315938,200825_Smp_StaB1_C Vitamin B1,RP,100,Vitamin B1_X_RP,3,23.43567907,34.52297651771979,4.419284341785424,40112235.167430304,25,0
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,105545,200825,Smp,StaB1_C,C,200825,105545,200825_Smp_StaB1_C Vitamin B2,RP,105545,Vitamin B2_X_RP,3,23.43567907,35181.666666666664,4503.603231839273,8909489,15,0.4
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,327778,200825,Smp,StaB1_C,C,200825,339476.16591075476,200825_Smp_StaB1_C Vitamin B5,RP,327778,Vitamin B5_X_RP,3,23.43567907,113158.72197025159,14485.441829817428,18733394.75107697,11,0.56
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,4467421,200825,Smp,StaB1_C,C,200825,6017498.867179188,200825_Smp_StaB1_C Vitamin B6,RP,4467421,Vitamin B6_X_RP,3,23.43567907,2005832.955726396,256766.5673013156,175957840.76440942,5,0.8
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,16015938,200825,Smp,StaB1_C,C,200825,14443378.490683286,200825_Smp_StaB1_C Xanthine,RP,16015938,Xanthine_X_RP,3,23.43567907,4814459.4968944285,616298.697705425,747726698.8146259,3,0.88
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,6412,200825,Smp,StaB1_D,D,200825,6412,200825_Smp_StaB1_D 3OC12-HSL,RP,6412,3OC12-HSL_X_RP,2.205,17.22522412,2907.936507936508,372.24479375888666,3756577,22,0.12
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,29824,200825,Smp,StaB1_D,D,200825,25518.16118033172,200825_Smp_StaB1_D 3OC8-HSL,RP,29824,3OC8-HSL_X_RP,2.205,17.22522412,11572.862213302367,1481.4414606485666,1924023.5621997647,15,0.4
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,273928,200825,Smp,StaB1_D,D,200825,273928,200825_Smp_StaB1_D 3OHC12-HSL,RP,273928,3OHC12-HSL_X_RP,2.205,17.22522412,124230.38548752834,15902.724869741782,10309986,11,0.56
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,7099,200825,Smp,StaB1_D,D,200825,7099,200825_Smp_StaB1_D 7-dehydrocholesterol,RP,7099,7-dehydrocholesterol_X_RP,2.205,17.22522412,3219.501133786848,412.1281645187674,801967,21,0.16000000000000003
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,943644,200825,Smp,StaB1_D,D,200825,807405.4348461959,200825_Smp_StaB1_D Adenosyl Methionine,RP,943644,Adenosyl Methionine_X_RP,2.205,17.22522412,366170.26523637,46873.43567905901,257787187.13574794,7,0.72
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334207,1141238,200825,Smp,StaB1_D,D,200825,976471.8089162892,200825_Smp_StaB1_D Agmatine,RP,1141238,Agmatine_X_RP,2.205,17.22522412,442844.3577851652,56688.48208381333,42673685.81206047,6,0.76
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,261478,200825,Smp,StaB1_D,D,200825,261503.53304319075,200825_Smp_StaB1_D C14-HSL,RP,261478,C14-HSL_X_RP,2.205,17.22522412,118595.70659555135,15181.429932140167,16489325.998204699,12,0.52
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,100,200825,Smp,StaB1_D,D,200825,100,200825_Smp_StaB1_D Carotene,RP,100,Carotene_X_RP,2.205,17.22522412,45.35147392290249,5.805439703039405,3403400,25,0
Desthiobiotin,Inj_vol,0.20795488755562141,0.20795488755562141,25903,200825,Smp,StaB1_D,D,200825,25903,200825_Smp_StaB1_D Desthiobiotin,RP,25903,Desthiobiotin_X_RP,2.205,17.22522412,11747.392290249432,1503.7830462782972,1332948,16,0.36
Glutathione,Inj_vol,0.45998365920831963,0.45998365920831963,100,200825,Smp,StaB1_D,D,200825,100,200825_Smp_StaB1_D Glutathione,RP,100,Glutathione_X_RP,2.205,17.22522412,45.35147392290249,5.805439703039405,703694,25,0
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,4084,200825,Smp,StaB1_D,D,200825,4084,200825_Smp_StaB1_D Hydroxo B12,RP,4084,Hydroxo B12_X_RP,2.205,17.22522412,1852.1541950113378,237.0941574721293,8754670,24,0.040000000000000036
IAA,"Indole 3 Acetic Acid, D5",0.1318408012182572,0.03268687699011025,96853,200825,Smp,StaB1_D,D,200825,98620.65654676326,200825_Smp_StaB1_D IAA,RP,96853,IAA_X_RP,2.205,17.22522412,44725.92133640057,5725.362750563925,10844342.311868103,14,0.43999999999999995
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,11965,200825,Smp,StaB1_D,D,200825,10250.041480906526,200825_Smp_StaB1_D Indole 3 acetamide,RP,11965,Indole 3 acetamide_X_RP,2.205,17.22522412,4648.544889300012,595.0599777105557,5056041.412763074,20,0.19999999999999996
Indole 3 methyl acetate,Inj_vol,0.22303827334456167,0.22303827334456167,16756,200825,Smp,StaB1_D,D,200825,16756,200825_Smp_StaB1_D Indole 3 methyl acetate,RP,16756,Indole 3 methyl acetate_X_RP,2.205,17.22522412,7599.092970521542,972.7594766412827,1554794,19,0.24
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,4333344,200825,Smp,StaB1_D,D,200825,3712240.346931668,200825_Smp_StaB1_D Isobutyryl-L-carnitine,RP,4333344,Isobutyryl-L-carnitine_X_RP,2.205,17.22522412,1683555.7128941806,215511.8749730188,233712089.85908124,4,0.84
Kynurenine,"L-Tryptophan, D3",0.12063919099795799,0.0717777809499295,533509,200825,Smp,StaB1_D,D,200825,457040.4831121571,200825_Smp_StaB1_D Kynurenine,RP,533509,Kynurenine_X_RP,2.205,17.22522412,207274.5955157175,26533.209665556275,25199545.190090552,10,0.6
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,862599,200825,Smp,StaB1_D,D,200825,738961.5989459665,200825_Smp_StaB1_D Methylthioadenosine,RP,862599,Methylthioadenosine_X_RP,2.205,17.22522412,335129.97684624325,42899.97005542395,132355171.61632897,8,0.6799999999999999
Phenylalanine,"L-Phenylalanine, D8",0.09603731843108848,0.019679772116268663,120118992,200825,Smp,StaB1_D,D,200825,120130721.489329,200825_Smp_StaB1_D Phenylalanine,RP,120118992,Phenylalanine_X_RP,2.205,17.22522412,54481052.82962766,6974116.600889197,18052298893.416912,1,0.96
Pyridoxal,"Pyridoxal, D3",0.269915162357458,0.10915616510032004,552187,200825,Smp,StaB1_D,D,200825,472465.0237286693,200825_Smp_StaB1_D Pyridoxal,RP,552187,Pyridoxal_X_RP,2.205,17.22522412,214269.8520311425,27428.672070518714,27644545.589690953,9,0.64
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,5071,200825,Smp,StaB1_D,D,200825,5071,200825_Smp_StaB1_D RP B12,RP,5071,RP B12_X_RP,2.205,17.22522412,2299.7732426303855,294.39384734112826,942524,23,0.07999999999999996
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,23011,200825,Smp,StaB1_D,D,200825,23011,200825_Smp_StaB1_D Sulfurol,RP,23011,Sulfurol_X_RP,2.205,17.22522412,10435.827664399092,1335.8897300663975,2756965,17,0.31999999999999995
Tryptophan,"L-Tryptophan, D3",0.09721698250854124,0.028534627366679742,9565630,200825,Smp,StaB1_D,D,200825,8194576.204847797,200825_Smp_StaB1_D Tryptophan,RP,9565630,Tryptophan_X_RP,2.205,17.22522412,3716361.0906339213,475731.1804920537,1463520794.03966,2,0.92
Vitamin B1,"Pyridoxal, D3",0.17902197531389755,0.06939483841903514,100,200825,Smp,StaB1_D,D,200825,85.56250395765733,200825_Smp_StaB1_D Vitamin B1,RP,100,Vitamin B1_X_RP,2.205,17.22522412,38.803856670139375,4.967279575672501,40112235.167430304,25,0
Vitamin B2,Inj_vol,0.08922108145730939,0.08922108145730939,22741,200825,Smp,StaB1_D,D,200825,22741,200825_Smp_StaB1_D Vitamin B2,RP,22741,Vitamin B2_X_RP,2.205,17.22522412,10313.378684807256,1320.2150428681912,8909489,18,0.28
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,199075,200825,Smp,StaB1_D,D,200825,170333.55475370632,200825_Smp_StaB1_D Vitamin B5,RP,199075,Vitamin B5_X_RP,2.205,17.22522412,77248.77766607996,9888.611815270031,18733394.75107697,13,0.48
Vitamin B6,"L-Tryptophan, D3",0.18022241270286093,0.11846570230736407,1692952,200825,Smp,StaB1_D,D,200825,1450299.0576835491,200825_Smp_StaB1_D Vitamin B6,RP,1692952,Vitamin B6_X_RP,2.205,17.22522412,657731.9989494553,84196.23730756712,175957840.76440942,5,0.8
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.10399397034899559,7695991,200825,Smp,StaB1_D,D,200825,7836449.931318401,200825_Smp_StaB1_D Xanthine,RP,7695991,Xanthine_X_RP,2.205,17.22522412,3553945.5470831753,454940.37562156265,747726698.8146259,3,0.88
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,6412,200825,Smp,StaB1_E,E,200825,6412,200825_Smp_StaB1_E 3OC12-HSL,RP,6412,3OC12-HSL_X_RP,2.54,19.84220828,2524.4094488188975,323.14951589652395,3756577,22,0.12
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,29824,200825,Smp,StaB1_E,E,200825,27957.4869558957,200825_Smp_StaB1_E 3OC8-HSL,RP,29824,3OC8-HSL_X_RP,2.54,19.84220828,11006.884628305394,1408.9907011043479,1924023.5621997647,16,0.36
