MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolperumolCinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,199075,200825,Smp,StaB1_D,D,200825,170333.55475370632,200825_Smp_StaB1_D Vitamin B5,RP,199075,Vitamin B5_X_RP,2.205,17.22522412,77248.77766607996,9888.611815270033,18715477.00505429,13,0.48,1,400,1,1,Vitamin B5,88008216,61721316,74864766,1.213219988134875,NA,4.3549010508600364e-5,NA,C9H17NO5,9,1,3.919410945774033e-4,4.3549010508600364e-5,25.978539686724396,6.313576780388911,1.508711033429234e-5,6.8976765506157005e-6,7.811893024,1.410054454,5.017235814331644e-8
Vitamin B6,"L-Tryptophan, D3",0.1802224127028609,0.11846570230736408,1692952,200825,Smp,StaB1_D,D,200825,1450299.0576835491,200825_Smp_StaB1_D Vitamin B6,RP,1692952,Vitamin B6_X_RP,2.205,17.22522412,657731.9989494553,84196.23730756712,175465164.83572602,5,0.8,1,400,1,1,Vitamin B6,566306496,541020736,553663616,0.6314841528621162,NA,9.632615689289365e-5,NA,C8H11NO3,8,1,7.706092551431492e-4,9.632615689289365e-5,25.978539686724396,6.313576780388911,2.9663301495616688e-5,1.5256986688132117e-5,7.811893024,1.410054454,9.864564872760721e-8
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.1039939703489956,7695991,200825,Smp,StaB1_D,D,200825,7836449.931318401,200825_Smp_StaB1_D Xanthine,RP,7695991,Xanthine_X_RP,2.205,17.22522412,3553945.5470831753,454940.37562156265,672000958.3729496,3,0.88,1,400,1,1,Xanthine,36549840,10111464,23330652,1.4113261980653564,NA,0.005526627505009739,NA,C5H4N4O2,5,4,0.027633137525048694,0.022106510020038956,25.978539686724396,6.313576780388911,0.0010636909486936956,0.003501424119637809,7.811893024,1.410054454,3.5373164276767615e-6
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,6412,200825,Smp,StaB1_E,E,200825,6412,200825_Smp_StaB1_E 3OC12-HSL,RP,6412,3OC12-HSL_X_RP,2.54,19.84220828,2524.4094488188975,323.14951589652395,3576281,22,0.12,1,400,1,1,3OC12-HSL,272370112,226408096,249389104,0.770733340519836,NA,6.724838823248419e-7,NA,C16H27NO4,16,1,1.075974211719747e-5,6.724838823248419e-7,30.49274246352193,7.011112860320544,3.52862394390049e-7,9.591685310484309e-8,7.811893024,1.410054454,1.3773540016665582e-9
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,29824,200825,Smp,StaB1_E,E,200825,27957.4869558957,200825_Smp_StaB1_E 3OC8-HSL,RP,29824,3OC8-HSL_X_RP,2.54,19.84220828,11006.884628305394,1408.990701104348,1923905.0429113489,16,0.36,1,400,1,1,3OC8-HSL,144879200,139877184,142378192,0.9802881290948726,NA,4.038042643673341e-6,NA,C12H19NO4,12,1,4.8456511724080094e-5,4.038042643673341e-6,30.49274246352193,7.011112860320544,1.589116222722439e-6,5.759488863068628e-7,7.811893024,1.410054454,6.202915423343628e-9
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,273928,200825,Smp,StaB1_E,E,200825,273928,200825_Smp_StaB1_E 3OHC12-HSL,RP,273928,3OHC12-HSL_X_RP,2.54,19.84220828,107845.66929133858,13805.31824555568,9928504,11,0.56,1,400,1,1,3OHC12-HSL,263336192,209337904,236337048,1.0630912551444551,NA,2.1978804277532972e-5,NA,C16H29NO4,16,1,3.5166086844052756e-4,2.1978804277532972e-5,30.49274246352193,7.011112860320544,1.1532608746530911e-5,3.134852442887093e-6,7.811893024,1.410054454,4.5016088592117355e-8
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,7099,200825,Smp,StaB1_E,E,200825,7099,200825_Smp_StaB1_E 7-dehydrocholesterol,RP,7099,7-dehydrocholesterol_X_RP,2.54,19.84220828,2794.8818897637793,357.77267831400866,801867,21,0.16000000000000003,1,400,1,1,7-dehydrocholesterol,3250480,1133756,2192118,5.1487697034849464,NA,1.267943110801567e-5,NA,C27H44O,27,NA,3.423446399164231e-4,NA,30.49274246352193,7.011112860320544,1.1227085931216764e-5,NA,7.811893024,1.410054454,4.3823518686784195e-8
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,1196941,200825,Smp,StaB1_E,E,200825,1122031.3302869082,200825_Smp_StaB1_E Adenosyl Methionine,RP,1196941,Adenosyl Methionine_X_RP,2.54,19.84220828,441744.61822319217,56547.70449203793,250765103.00201797,7,0.72,1,400,1,1,Adenosyl Methionine,23176948,19000252,21088600,0.9088320027439032,NA,0.0011801673902487111,NA,C15H22N6O5S,15,6,0.017702510853730667,0.007081004341492267,30.49274246352193,7.011112860320544,5.805483345720034e-4,0.0010099686715310595,7.811893024,1.410054454,2.2660974490234736e-6
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334208,407252,200825,Smp,StaB1_E,E,200825,381764.4339378499,200825_Smp_StaB1_E Agmatine,RP,407252,Agmatine_X_RP,2.54,19.84220828,150300.958243248,19240.0174693585,42618942.93793417,10,0.6,1,400,1,1,Agmatine,111688360,102972840,107330600,0.24914393357871084,NA,2.878005232698754e-4,NA,C5H14N4,5,4,0.001439002616349377,0.0011512020930795016,30.49274246352193,7.011112860320544,4.7191642997373454e-5,1.6419677104254592e-4,7.811893024,1.410054454,1.8420664644643974e-7
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,261478,200825,Smp,StaB1_E,E,200825,250207.37771900225,200825_Smp_StaB1_E C14-HSL,RP,261478,C14-HSL_X_RP,2.54,19.84220828,98506.8416216544,12609.855424771413,16244604.2912921,13,0.48,1,400,1,1,C14-HSL,149173440,59044432,104108936,0.983457712913408,NA,4.926362888798597e-5,NA,C18H33NO3,18,1,8.867453199837475e-4,4.926362888798597e-5,30.49274246352193,7.011112860320544,2.908053682100091e-5,7.026506329229688e-6,7.811893024,1.410054454,1.1351222005465951e-7
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,100,200825,Smp,StaB1_E,E,200825,100,200825_Smp_StaB1_E Carotene,RP,100,Carotene_X_RP,2.54,19.84220828,39.37007874015748,5.039761632821646,3291806,25,0,1,400,1,1,Carotene,1048756,488824,768790,5.4062402923046005,NA,4.850281185453634e-7,NA,C40H56,40,NA,1.9401124741814533e-5,NA,30.49274246352193,7.011112860320544,6.362538484370124e-7,NA,7.811893024,1.410054454,2.4835369202073872e-9
Desthiobiotin,Inj_vol,0.2079548875556214,0.2079548875556214,25903,200825,Smp,StaB1_E,E,200825,25903,200825_Smp_StaB1_E Desthiobiotin,RP,25903,Desthiobiotin_X_RP,2.54,19.84220828,10198.031496062991,1305.449455749791,1256288,17,0.31999999999999995,1,400,1,1,Desthiobiotin,244678720,177804944,211241832,1.1367082221065417,NA,2.1746587979419524e-6,NA,C10H18N2O3,10,2,2.1746587979419525e-5,4.349317595883905e-6,30.49274246352193,7.011112860320544,7.131725854253577e-7,6.203462535168855e-7,7.811893024,1.410054454,2.783779541349173e-9
Glutathione,Inj_vol,0.4599836592083196,0.4599836592083196,100,200825,Smp,StaB1_E,E,200825,100,200825_Smp_StaB1_E Glutathione,RP,100,Glutathione_X_RP,2.54,19.84220828,39.37007874015748,5.039761632821646,660067,25,0,1,400,1,1,Glutathione,31985900,13462076,22723988,0.0248887298,Literature value,3.564369371557879e-6,Literature value,C10H17N3O6S,10,3,3.564369371557879e-5,1.0693108114673637e-5,30.49274246352193,7.011112860320544,1.1689238433774486e-6,1.5251655946363919e-6,7.811893024,1.410054454,4.562747288790675e-9
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,4084,200825,Smp,StaB1_E,E,200825,4084,200825_Smp_StaB1_E Hydroxo B12,RP,4084,Hydroxo B12_X_RP,2.54,19.84220828,1607.8740157480315,205.82386508443605,8649550,24,0.04000000000000003,2,400,1,1,Hydroxo B12,212174720,135981952,174078336,0.7131676627974644,NA,6.631615704625811e-7,NA,C62H89CoN13O15P,62,1,4.1116017368680025e-5,6.631615704625811e-7,30.49274246352193,7.011112860320544,1.348386994638694e-6,9.458720515194527e-8,7.811893024,1.410054454,5.263259141204546e-9
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,11965,200825,Smp,StaB1_E,E,200825,14921.354611553452,200825_Smp_StaB1_E Indole 3 acetamide,RP,11965,Indole 3 acetamide_X_RP,2.54,19.84220828,5874.549059666713,752.0007048103342,4633962.935049429,20,0.19999999999999996,1,400,1,1,Indole 3 acetamide,233086928,222246480,227666704,0.8806514575109674,NA,1.500288086303502e-6,NA,C10H10N2O,10,2,1.500288086303502e-5,3.000576172607004e-6,30.49274246352193,7.011112860320544,4.92014809129837e-7,4.2797430770067777e-7,7.811893024,1.410054454,1.9205179611321595e-9
Indole 3 methyl acetate,Inj_vol,0.2230382733445617,0.2230382733445617,16756,200825,Smp,StaB1_E,E,200825,16756,200825_Smp_StaB1_E Indole 3 methyl acetate,RP,16756,Indole 3 methyl acetate_X_RP,2.54,19.84220828,6596.850393700787,844.4624591955951,1550059,19,0.24,1,400,1,1,Indole 3 methyl acetate,59003572,33841068,46422320,0.8912208169404785,NA,8.164473353032262e-6,NA,C11H11NO2,11,1,8.980920688335488e-5,8.164473353032262e-6,30.49274246352193,7.011112860320544,2.9452649918515025e-6,1.164504625112965e-6,7.811893024,1.410054454,1.1496471675615573e-8
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,6108816,200825,Smp,StaB1_E,E,200825,7618203.910800795,200825_Smp_StaB1_E Isobutyryl-L-carnitine,RP,6108816,Isobutyryl-L-carnitine_X_RP,2.54,19.84220828,2999292.8782680295,383939.3178066567,214226510.4371842,4,0.84,1,400,1,1,Isobutyryl-L-carnitine,96714048,54742596,75728322,0.9478072673056788,NA,0.00213965726227605,NA,C11H21NO4,11,1,0.02353622988503655,0.00213965726227605,30.49274246352193,7.011112860320544,7.718633347981945e-4,3.0518083290107325e-4,7.811893024,1.410054454,3.012871504093519e-6
Kynurenine,"L-Tryptophan, D3",0.120639190997958,0.0717777809499295,533509,200825,Smp,StaB1_E,E,200825,665330.2948144815,200825_Smp_StaB1_E Kynurenine,RP,533509,Kynurenine_X_RP,2.54,19.84220828,261941.06095058328,33531.060929599385,24151582.32510652,9,0.64,1,400,1,1,Kynurenine,97693088,54795296,76244192,0.9033506330289176,NA,1.9473506800916636e-4,NA,C10H12N2O3,10,2,0.0019473506800916636,3.894701360183327e-4,30.49274246352193,7.011112860320544,6.386275955405631e-5,5.5550401737581835e-5,7.811893024,1.410054454,2.492802543645871e-7
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,1280997,200825,Smp,StaB1_E,E,200825,1597510.2794263384,200825_Smp_StaB1_E Methylthioadenosine,RP,1280997,Methylthioadenosine_X_RP,2.54,19.84220828,628941.0548922592,80510.71014291048,128509926.3028596,6,0.76,1,400,1,1,Methylthioadenosine,715680960,257616256,486648608,0.8762012379222064,NA,7.552562028482495e-5,NA,C11H15N5O3S,11,5,8.307818231330745e-4,3.776281014241247e-4,30.49274246352193,7.011112860320544,2.7245231357164015e-5,5.3861363944276854e-5,7.811893024,1.410054454,1.0634833587463556e-7
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,5071,200825,Smp,StaB1_E,E,200825,5071,200825_Smp_StaB1_E RP B12,RP,5071,RP B12_X_RP,2.54,19.84220828,1996.4566929133855,255.5663124003857,934453,23,0.07999999999999996,2,400,1,1,RP B12,56196396,28688300,42442348,0.9211020336641822,NA,2.614908246623047e-6,NA,C63H88CoN14O14P,63,1,1.6473921953725197e-4,2.614908246623047e-6,30.49274246352193,7.011112860320544,5.402571439231067e-6,3.729662178770711e-7,7.811893024,1.410054454,2.108825850931826e-8
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,23011,200825,Smp,StaB1_E,E,200825,23011,200825_Smp_StaB1_E Sulfurol,RP,23011,Sulfurol_X_RP,2.54,19.84220828,9059.448818897636,1159.699549328589,2756865,18,0.28,1,400,1,1,Sulfurol,680619392,631831168,656225280,0.7863034750049629,NA,8.990054568737531e-7,NA,C6H9NOS,6,1,5.394032741242519e-6,8.990054568737531e-7,30.49274246352193,7.011112860320544,1.7689562517032796e-7,1.2822578594643405e-7,7.811893024,1.410054454,6.904898370562376e-10
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,267204,200825,Smp,StaB1_E,E,200825,250481.23472918305,200825_Smp_StaB1_E Vitamin B5,RP,267204,Vitamin B5_X_RP,2.54,19.84220828,98614.65934219804,12623.657165299295,18715477.00505429,12,0.52,1,400,1,1,Vitamin B5,88008216,61721316,74864766,1.213219988134875,NA,5.559402965941738e-5,NA,C9H17NO5,9,1,5.003462669347565e-4,5.559402965941738e-5,30.49274246352193,7.011112860320544,1.6408700120473392e-5,7.929415881186607e-6,7.811893024,1.410054454,6.40492983451736e-8
Vitamin B6,"L-Tryptophan, D3",0.1802224127028609,0.11846570230736408,1692952,200825,Smp,StaB1_E,E,200825,2111252.581056301,200825_Smp_StaB1_E Vitamin B6,RP,1692952,Vitamin B6_X_RP,2.54,19.84220828,831201.8035654728,106402.0975520322,175465164.83572602,5,0.8,1,400,1,1,Vitamin B6,566306496,541020736,553663616,0.6314841528621162,NA,1.2173115414991206e-4,NA,C8H11NO3,8,1,9.738492331992965e-4,1.2173115414991206e-4,30.49274246352193,7.011112860320544,3.1937082548881904e-5,1.7362600855971183e-5,7.811893024,1.410054454,1.2466238723538575e-7
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.1039939703489956,8633023,200825,Smp,StaB1_E,E,200825,6947971.754103806,200825_Smp_StaB1_E Xanthine,RP,8633023,Xanthine_X_RP,2.54,19.84220828,2735421.9504345693,350161.21472260874,672000958.3729496,3,0.88,1,400,1,1,Xanthine,36549840,10111464,23330652,1.4113261980653564,NA,0.004253767535645979,NA,C5H4N4O2,5,4,0.021268837678229895,0.017015070142583917,30.49274246352193,7.011112860320544,6.975049129698165e-4,0.0024268715226195914,7.811893024,1.410054454,2.722622751346818e-6
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,6412,200825,Smp,StaB2_A,A,200825,6412,200825_Smp_StaB2_A 3OC12-HSL,RP,6412,3OC12-HSL_X_RP,2.25,41.68972321,2849.777777777778,153.80289208689138,3576281,22,0.12,1,400,1,1,3OC12-HSL,272370112,226408096,249389104,0.770733340519836,NA,3.2006845406044436e-7,NA,C16H27NO4,16,1,5.12109526496711e-6,3.2006845406044436e-7,32.35245392027923,7.3892679930789935,1.5829078306041863e-7,4.331531274278182e-8,18.52876587,3.552512967,2.763862040730244e-10
3OC8-HSL,"Pyridoxal, D3",0.629453070752051,0.49019044727562144,29824,200825,Smp,StaB2_A,A,200825,32851.3873923034,200825_Smp_StaB2_A 3OC8-HSL,RP,29824,3OC8-HSL_X_RP,2.25,41.68972321,14600.61661880151,787.9972535875082,1923905.0429113489,17,0.31999999999999995,1,400,1,1,3OC8-HSL,144879200,139877184,142378192,0.9802881290948726,NA,2.2583303854240146e-6,NA,C12H19NO4,12,1,2.7099964625088173e-5,2.2583303854240146e-6,32.35245392027923,7.3892679930789935,8.376478857482065e-7,3.0562301807692366e-7,18.52876587,3.552512967,1.4625887560577274e-9
3OHC12-HSL,Inj_vol,0.3138469423918869,0.3138469423918869,273928,200825,Smp,StaB2_A,A,200825,273928,200825_Smp_StaB2_A 3OHC12-HSL,RP,273928,3OHC12-HSL_X_RP,2.25,41.68972321,121745.77777777778,6570.63609226107,9928504,12,0.52,1,400,1,1,3OHC12-HSL,263336192,209337904,236337048,1.0630912551444551,NA,1.0460803733893733e-5,NA,C16H29NO4,16,1,1.6737285974229973e-4,1.0460803733893733e-5,32.35245392027923,7.3892679930789935,5.173420852548892e-6,1.4156752392377201e-6,18.52876587,3.552512967,9.033135877295197e-9
7-dehydrocholesterol,Inj_vol,0.4057659285593424,0.4057659285593424,7099,200825,Smp,StaB2_A,A,200825,7099,200825_Smp_StaB2_A 7-dehydrocholesterol,RP,7099,7-dehydrocholesterol_X_RP,2.25,41.68972321,3155.1111111111113,170.28177338191546,801867,21,0.16000000000000003,1,400,1,1,7-dehydrocholesterol,3250480,1133756,2192118,5.1487697034849464,NA,6.034770527255754e-6,NA,C27H44O,27,NA,1.6293880423590536e-4,NA,32.35245392027923,7.3892679930789935,5.036366163673654e-6,NA,18.52876587,3.552512967,8.793829301913748e-9
Adenosyl Methionine,"Pyridoxal, D3",0.20093786936184893,0.05518582534394999,4092365,200825,Smp,StaB2_A,A,200825,4507774.54284146,200825_Smp_StaB2_A Adenosyl Methionine,RP,4092365,Adenosyl Methionine_X_RP,2.25,41.68972321,2003455.352373982,108126.75632636948,250765103.00201797,5,0.8,1,400,1,1,Adenosyl Methionine,23176948,19000252,21088600,0.9088320027439032,NA,0.002256637523592444,NA,C15H22N6O5S,15,6,0.033849562853886656,0.013539825141554662,32.35245392027923,7.3892679930789935,0.001046274973060668,0.001832363524267419,18.52876587,3.552512967,1.8268654853420443e-6
Agmatine,"Pyridoxal, D3",0.27964473821831304,0.11447681712334208,921357,200825,Smp,StaB2_A,A,200825,1014882.5017975618,200825_Smp_StaB2_A Agmatine,RP,921357,Agmatine_X_RP,2.25,41.68972321,451058.8896878052,24343.709280231556,42618942.93793417,8,0.6799999999999999,1,400,1,1,Agmatine,111688360,102972840,107330600,0.24914393357871084,NA,3.6414375820283297e-4,NA,C5H14N4,5,4,0.0018207187910141648,0.0014565750328113319,32.35245392027923,7.3892679930789935,5.627761020850719e-5,1.9712034184923366e-4,18.52876587,3.552512967,9.826443940133639e-8
C14-HSL,"L-Phenylalanine, D8",0.14169400209760427,0.08547569526667295,261478,200825,Smp,StaB2_A,A,200825,276256.7582984529,200825_Smp_StaB2_A C14-HSL,RP,261478,C14-HSL_X_RP,2.25,41.68972321,122780.78146597906,6626.4953812931035,16244604.2912921,13,0.48,1,400,1,1,C14-HSL,149173440,59044432,104108936,0.983457712913408,NA,2.5888100877880946e-5,NA,C18H33NO3,18,1,4.6598581580185704e-4,2.5888100877880946e-5,32.35245392027923,7.3892679930789935,1.4403414867697775e-5,3.5034729965307126e-6,18.52876587,3.552512967,2.5149317502917806e-8
Carotene,Inj_vol,0.24876858783416217,0.24876858783416217,100,200825,Smp,StaB2_A,A,200825,100,200825_Smp_StaB2_A Carotene,RP,100,Carotene_X_RP,2.25,41.68972321,44.44444444444444,2.398672677587202,3291806,25,0,1,400,1,1,Carotene,1048756,488824,768790,5.4062402923046005,NA,2.308489529027418e-7,NA,C40H56,40,NA,9.233958116109672e-6,NA,32.35245392027923,7.3892679930789935,2.8541754943422157e-7,NA,18.52876587,3.552512967,4.983579684095643e-10
Desthiobiotin,Inj_vol,0.2079548875556214,0.2079548875556214,25903,200825,Smp,StaB2_A,A,200825,25903,200825_Smp_StaB2_A Desthiobiotin,RP,25903,Desthiobiotin_X_RP,2.25,41.68972321,11512.444444444443,621.3281836754128,1256288,18,0.28,1,400,1,1,Desthiobiotin,244678720,177804944,211241832,1.1367082221065417,NA,1.0350280473041946e-6,NA,C10H18N2O3,10,2,1.0350280473041945e-5,2.070056094608389e-6,32.35245392027923,7.3892679930789935,3.199225783165141e-7,2.8014359427040196e-7,18.52876587,3.552512967,5.58606036994624e-10
Glutathione,Inj_vol,0.4599836592083196,0.4599836592083196,100,200825,Smp,StaB2_A,A,200825,100,200825_Smp_StaB2_A Glutathione,RP,100,Glutathione_X_RP,2.25,41.68972321,44.44444444444444,2.398672677587202,660067,25,0,1,400,1,1,Glutathione,31985900,13462076,22723988,0.0248887298,Literature value,1.6964602787369802e-6,Literature value,C10H17N3O6S,10,3,1.6964602787369802e-5,5.08938083621094e-6,32.35245392027923,7.3892679930789935,5.24368347117435e-7,6.887530457655351e-7,18.52876587,3.552512967,9.155819068790362e-10
Hydroxo B12,Inj_vol,0.0909966581224534,0.0909966581224534,4084,200825,Smp,StaB2_A,A,200825,4084,200825_Smp_StaB2_A Hydroxo B12,RP,4084,Hydroxo B12_X_RP,2.25,41.68972321,1815.111111111111,97.96179215266132,8649550,24,0.04000000000000003,2,400,1,1,Hydroxo B12,212174720,135981952,174078336,0.7131676627974644,NA,3.1563150319151354e-7,NA,C62H89CoN13O15P,62,1,1.956915319787384e-5,3.1563150319151354e-7,32.35245392027923,7.3892679930789935,6.048738449978121e-7,4.2714853959437295e-8,18.52876587,3.552512967,1.0561498447966432e-9
Indole 3 acetamide,"L-Tryptophan, D3",0.19606749936632245,0.12917385262328485,66652,200825,Smp,StaB2_A,A,200825,95389.1258467523,200825_Smp_StaB2_A Indole 3 acetamide,RP,66652,Indole 3 acetamide_X_RP,2.25,41.68972321,42395.16704300102,2288.0728990753187,4633962.935049429,16,0.36,1,400,1,1,Indole 3 acetamide,233086928,222246480,227666704,0.8806514575109674,NA,4.564847465059771e-6,NA,C10H10N2O,10,2,4.564847465059771e-5,9.129694930119543e-6,32.35245392027923,7.3892679930789935,1.410974103018017e-6,1.235534418114309e-6,18.52876587,3.552512967,2.463654350800953e-9
Indole 3 methyl acetate,Inj_vol,0.2230382733445617,0.2230382733445617,16756,200825,Smp,StaB2_A,A,200825,16756,200825_Smp_StaB2_A Indole 3 methyl acetate,RP,16756,Indole 3 methyl acetate_X_RP,2.25,41.68972321,7447.111111111111,401.9215938565115,1550059,20,0.19999999999999996,1,400,1,1,Indole 3 methyl acetate,59003572,33841068,46422320,0.8912208169404785,NA,3.8858780604357035e-6,NA,C11H11NO2,11,1,4.274465866479274e-5,3.8858780604357035e-6,32.35245392027923,7.3892679930789935,1.3212184389512243e-6,5.25881327362241e-7,18.52876587,3.552512967,2.3069350093090004e-9
Isobutyryl-L-carnitine,"L-Tryptophan, D3",0.10907489454654314,0.029409346606318,3702063,200825,Smp,StaB2_A,A,200825,5298213.908053852,200825_Smp_StaB2_A Isobutyryl-L-carnitine,RP,3702063,Isobutyryl-L-carnitine_X_RP,2.25,41.68972321,2354761.736912823,127086.80941261284,214226510.4371842,6,0.76,1,400,1,1,Isobutyryl-L-carnitine,96714048,54742596,75728322,0.9478072673056788,NA,7.082426885910219e-4,NA,C11H21NO4,11,1,0.00779066957450124,7.082426885910219e-4,32.35245392027923,7.3892679930789935,2.4080614081696834e-4,9.584747626617181e-5,18.52876587,3.552512967,4.204634906156996e-7
Kynurenine,"L-Tryptophan, D3",0.120639190997958,0.0717777809499295,533509,200825,Smp,StaB2_A,A,200825,763532.3342341561,200825_Smp_StaB2_A Kynurenine,RP,533509,Kynurenine_X_RP,2.25,41.68972321,339347.7041040694,18314.641485818494,24151582.32510652,10,0.6,1,400,1,1,Kynurenine,97693088,54795296,76244192,0.9033506330289176,NA,1.0636415479941017e-4,NA,C10H12N2O3,10,2,0.0010636415479941016,2.1272830959882035e-4,32.35245392027923,7.3892679930789935,3.28766884457994e-5,2.8788820462063086e-5,18.52876587,3.552512967,5.7404878201642563e-8
Methylthioadenosine,"L-Tryptophan, D3",0.215281330336489,0.12625504597926313,3633407,200825,Smp,StaB2_A,A,200825,5199956.754117967,200825_Smp_StaB2_A Methylthioadenosine,RP,3633407,Methylthioadenosine_X_RP,2.25,41.68972321,2311091.890719096,124729.94190737796,128509926.3028596,7,0.72,1,400,1,1,Methylthioadenosine,715680960,257616256,486648608,0.8762012379222064,NA,1.1700687043901852e-4,NA,C11H15N5O3S,11,5,0.0012870755748292037,5.850343521950927e-4,32.35245392027923,7.3892679930789935,3.978293510596537e-5,7.91735193178882e-5,18.52876587,3.552512967,6.94636428491502e-8
RP B12,Inj_vol,0.2995946702327922,0.2995946702327922,5071,200825,Smp,StaB2_A,A,200825,5071,200825_Smp_StaB2_A RP B12,RP,5071,RP B12_X_RP,2.25,41.68972321,2253.777777777778,121.636691480447,934453,23,0.07999999999999996,2,400,1,1,RP B12,56196396,28688300,42442348,0.9211020336641822,NA,1.2445646089139414e-6,NA,C63H88CoN14O14P,63,1,7.84075703615783e-5,1.2445646089139414e-6,32.35245392027923,7.3892679930789935,2.423543220393267e-6,1.684286738658873e-7,18.52876587,3.552512967,4.2316671769558235e-9
Sulfurol,Inj_vol,0.5381126558826509,0.5381126558826509,23011,200825,Smp,StaB2_A,A,200825,23011,200825_Smp_StaB2_A Sulfurol,RP,23011,Sulfurol_X_RP,2.25,41.68972321,10227.111111111111,551.958569839591,2756865,19,0.24,1,400,1,1,Sulfurol,680619392,631831168,656225280,0.7863034750049629,NA,4.2788131334646897e-7,NA,C6H9NOS,6,1,2.567287880078814e-6,4.2788131334646897e-7,32.35245392027923,7.3892679930789935,7.935372959358676e-8,5.790577818360834e-8,18.52876587,3.552512967,1.3855687411083975e-10
Vitamin B5,"Pyridoxal, D3",0.3358585039333279,0.178376118136365,459559,200825,Smp,StaB2_A,A,200825,506208.11221229733,200825_Smp_StaB2_A Vitamin B5,RP,459559,Vitamin B5_X_RP,2.25,41.68972321,224981.38320546548,12142.27567936634,18715477.00505429,11,0.56,1,400,1,1,Vitamin B5,88008216,61721316,74864766,1.213219988134875,NA,5.347404681640926e-5,NA,C9H17NO5,9,1,4.8126642134768336e-4,5.347404681640926e-5,32.35245392027923,7.3892679930789935,1.4875731607054851e-5,7.236717746127848e-6,18.52876587,3.552512967,2.5974013850911884e-8
Vitamin B6,"L-Tryptophan, D3",0.1802224127028609,0.11846570230736408,7568292,200825,Smp,StaB2_A,A,200825,10831374.272834552,200825_Smp_StaB2_A Vitamin B6,RP,7568292,Vitamin B6_X_RP,2.25,41.68972321,4813944.121259801,259809.21528969184,175465164.83572602,4,0.84,1,400,1,1,Vitamin B6,566306496,541020736,553663616,0.6314841528621162,NA,2.9723921204214196e-4,NA,C8H11NO3,8,1,0.0023779136963371357,2.9723921204214196e-4,32.35245392027923,7.3892679930789935,7.350025757541091e-5,4.0225799405373435e-5,18.52876587,3.552512967,1.2833632380164214e-7
Xanthine,"Indole 3 Acetic Acid, D5",0.22438185232386687,0.1039939703489956,14168620,200825,Smp,StaB2_A,A,200825,13257247.431955377,200825_Smp_StaB2_A Xanthine,RP,14168620,Xanthine_X_RP,2.25,41.68972321,5892109.969757944,317997.9719504445,672000958.3729496,3,0.88,1,400,1,1,Xanthine,36549840,10111464,23330652,1.4113261980653564,NA,0.003863047626664299,NA,C5H4N4O2,5,4,0.019315238133321495,0.015452190506657196,32.35245392027923,7.3892679930789935,5.970254429823723e-4,0.002091166610972856,18.52876587,3.552512967,1.0424460144210078e-6
3OC12-HSL,Inj_vol,2.6268807039298925,2.6268807039298925,68322,200825,Smp,StaB2_B,B,200825,68322,200825_Smp_StaB2_B 3OC12-HSL,RP,68322,3OC12-HSL_X_RP,2.75,50.95410614,24844.363636363636,1340.8536656943895,3576281,16,0.3846153846153846,1,400,1,1,3OC12-HSL,272370112,226408096,249389104,0.770733340519836,NA,2.790356891713227e-6,NA,C16H27NO4,16,1,4.4645710267411635e-5,2.790356891713227e-6,22.648540996863478,4.7409125070772165,1.971240013809034e-6,5.885695818152714e-7,18.52876587,3.552512967,2.4095350214175726e-9
