"","X","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RT_max","RT_min","RTFlag","Blank.Area","BlankFlag","Flags","QC_area","Reps_Present","ReplicateFlag","Samps_Present","Replicate.Name","SampleFlag","SmpFlag","CmpFlag","Filled_area","Backfill_Flag"
"1693",1989,"Ornithine",16.59,64173928,0,"1528949",-3.8,NA,NA,NA,16.5775,16.72,16.48,NA,5564687,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",9,"200821_Smp_StaB2_C",NA,NA,NA,16694161,"Backfill_Flag"
"1694",1990,"Ornithine",16.54,78579880,0,"1797367",-3.8,NA,NA,NA,16.5775,16.72,16.48,NA,3816327,NA,"",78579880,3,NA,9,"200821_Smp_StaB3_A",NA,NA,NA,78579880,NA
"1695",1991,"Ornithine",16.52,25009224,0,"709960",-3.4,NA,NA,NA,16.5775,16.72,16.48,NA,3816327,NA,"",25009224,3,NA,9,"200821_Smp_StaB3_B",NA,NA,NA,25009224,NA
"1696",1992,"Ornithine",16.49,90518568,0,"2185915",-3.9,NA,NA,NA,16.5775,16.72,16.48,NA,3816327,NA,"",90518568,3,NA,9,"200821_Smp_StaB3_C",NA,NA,NA,90518568,NA
"1697",1993,"Ornithine",16.5,28530140,0,"830069",-2.5,NA,NA,NA,16.5775,16.72,16.48,NA,4095305,NA,"",28530140,3,NA,9,"200821_Smp_StaB4_A",NA,NA,NA,28530140,NA
"1698",1994,"Ornithine",16.57,84852856,0,"2177367",-3,NA,NA,NA,16.5775,16.72,16.48,NA,4095305,NA,"",84852856,3,NA,9,"200821_Smp_StaB4_B",NA,NA,NA,84852856,NA
"1699",1995,"Ornithine",16.47,36185524,0,"1045365",-2.8,NA,NA,NA,16.5775,16.72,16.48,NA,4095305,NA,"",36185524,3,NA,9,"200821_Smp_StaB4_C",NA,NA,NA,36185524,NA
"1700",1996,"Ornithine",16.5,14086346,0,"364213",-3.3,NA,NA,NA,16.5775,16.72,16.48,NA,4095305,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",9,"200821_Smp_StaB5_A",NA,NA,NA,12286015,"Backfill_Flag"
"1701",1997,"Ornithine",16.48,19519074,0,"493115",-4,NA,NA,NA,16.5775,16.72,16.48,NA,4095305,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",9,"200821_Smp_StaB5_B",NA,NA,NA,12286015,"Backfill_Flag"
"1702",1998,"Ornithine",16.5,82938144,0,"1989336",-3.2,NA,NA,NA,16.5775,16.72,16.48,NA,4095305,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",9,"200821_Smp_StaB5_C",NA,NA,NA,12286015,"Backfill_Flag"
"1703",2036,"Proline",9.34,606935104,5908195,"45438796",-2,NA,NA,NA,9.29625,9.36,9.24,NA,16679267,NA,"",606935104,3,NA,9,"200821_Smp_20ppt3C_A",NA,NA,NA,606935104,NA
"1704",2037,"Proline",9.27,851821376,5856439,"63794496",-3.3,NA,NA,NA,9.29625,9.36,9.24,NA,16679267,NA,"",851821376,3,NA,9,"200821_Smp_20ppt3C_B",NA,NA,NA,851821376,NA
"1705",2038,"Proline",9.3,861434752,9599950,"67452944",-2.7,NA,NA,NA,9.29625,9.36,9.24,NA,16679267,NA,"",861434752,3,NA,9,"200821_Smp_20ppt3C_C",NA,NA,NA,861434752,NA
"1706",2039,"Proline",9.28,9910777856,35783012,"611433984",-2.9,NA,NA,NA,9.29625,9.36,9.24,NA,18821272,NA,"",9910777856,3,NA,9,"200821_Smp_35ppt0C_A",NA,NA,NA,9910777856,NA
"1707",2040,"Proline",9.3,7825034240,31487262,"520301536",-2.2,NA,NA,NA,9.29625,9.36,9.24,NA,18821272,NA,"",7825034240,3,NA,9,"200821_Smp_35ppt0C_B",NA,NA,NA,7825034240,NA
"1708",2041,"Proline",9.35,9967799296,26058262,"587926080",-2.9,NA,NA,NA,9.29625,9.36,9.24,NA,18821272,NA,"",9967799296,3,NA,9,"200821_Smp_35ppt0C_C",NA,NA,NA,9967799296,NA
"1709",2042,"Proline",9.32,7824684032,24534798,"497302816",-4.1,NA,NA,NA,9.29625,9.36,9.24,NA,15416118,NA,"",7824684032,3,NA,9,"200821_Smp_50ppt-3C_A",NA,NA,NA,7824684032,NA
"1710",2043,"Proline",9.29,8585086464,28099954,"558951360",-3.6,NA,NA,NA,9.29625,9.36,9.24,NA,15416118,NA,"",8585086464,3,NA,9,"200821_Smp_50ppt-3C_B",NA,NA,NA,8585086464,NA
"1711",2044,"Proline",9.3,11381084160,24815098,"730445568",-2.4,NA,NA,NA,9.29625,9.36,9.24,NA,15416118,NA,"",11381084160,3,NA,9,"200821_Smp_50ppt-3C_C",NA,NA,NA,11381084160,NA
"1712",2045,"Proline",9.3,3974175744,13620115,"273489856",-2.9,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",3974175744,1,NA,9,"200821_Smp_Ev15SW_A",NA,NA,NA,3974175744,NA
"1713",2046,"Proline",9.32,726997504,7268540,"55647536",-2.2,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",726997504,3,NA,9,"200821_Smp_Ev32Core_A",NA,NA,NA,726997504,NA
"1714",2047,"Proline",9.29,759770240,6146246,"60875656",-2.3,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",759770240,3,NA,9,"200821_Smp_Ev32Core_B",NA,NA,NA,759770240,NA
"1715",2048,"Proline",9.3,305615232,4646799,"24291432",-2.7,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",305615232,3,NA,9,"200821_Smp_Ev32Core_C",NA,NA,NA,305615232,NA
"1716",2049,"Proline",9.32,2456318464,14727593,"182342368",-3.4,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",2456318464,1,NA,9,"200821_Smp_Ev37Core_A",NA,NA,NA,2456318464,NA
"1717",2050,"Proline",9.3,3134078976,17698922,"230790128",-2.1,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",3134078976,1,NA,9,"200821_Smp_Ev51Slush_A",NA,NA,NA,3134078976,NA
"1718",2051,"Proline",9.27,866824448,7116277,"67016644",-3,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",866824448,1,NA,9,"200821_Smp_EvXCore_A",NA,NA,NA,866824448,NA
"1719",2052,"Proline",9.3,691464256,5323146,"56165380",-2.5,NA,NA,NA,9.29625,9.36,9.24,NA,3551208,NA,"",691464256,1,NA,9,"200821_Smp_EvXSW_A",NA,NA,NA,691464256,NA
"1720",2053,"Proline",9.31,152802832,3033208,"12474024",-2.1,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",152802832,3,NA,9,"200821_Smp_Hero1_A",NA,NA,NA,152802832,NA
"1721",2054,"Proline",9.28,483347328,5073056,"39093812",-3.4,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",483347328,3,NA,9,"200821_Smp_Hero1_B",NA,NA,NA,483347328,NA
"1722",2055,"Proline",9.28,489501504,4788602,"38996572",-3,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",489501504,3,NA,9,"200821_Smp_Hero1_C",NA,NA,NA,489501504,NA
"1723",2056,"Proline",9.26,4348134400,36149184,"306793056",-3.8,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",4348134400,5,NA,9,"200821_Smp_StaB1_A",NA,NA,NA,4348134400,NA
"1724",2057,"Proline",9.33,3834365952,14498979,"265629376",-2.8,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",3834365952,5,NA,9,"200821_Smp_StaB1_B",NA,NA,NA,3834365952,NA
"1725",2058,"Proline",9.33,4447984128,16179300,"288527168",-2.6,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",4447984128,5,NA,9,"200821_Smp_StaB1_C",NA,NA,NA,4447984128,NA
"1726",2059,"Proline",9.3,2285079040,9063908,"170984608",-3.6,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",2285079040,5,NA,9,"200821_Smp_StaB1_D",NA,NA,NA,2285079040,NA
"1727",2060,"Proline",9.37,3046138880,20102266,"223303232",-2.3,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",3046138880,5,NA,9,"200821_Smp_StaB1_E",NA,NA,NA,3046138880,NA
"1728",2061,"Proline",9.37,5563276288,22148798,"360841888",-1.9,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",5563276288,3,NA,9,"200821_Smp_StaB2_A",NA,NA,NA,5563276288,NA
"1729",2062,"Proline",9.31,5524458496,23024046,"367901920",-3.4,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",5524458496,3,NA,9,"200821_Smp_StaB2_B",NA,NA,NA,5524458496,NA
"1730",2063,"Proline",9.27,5773739008,49133140,"377447424",-3.8,NA,NA,NA,9.29625,9.36,9.24,NA,10512043,NA,"",5773739008,3,NA,9,"200821_Smp_StaB2_C",NA,NA,NA,5773739008,NA
"1731",2064,"Proline",9.25,6740592640,28181380,"438966336",-3.7,NA,NA,NA,9.29625,9.36,9.24,NA,15947452,NA,"",6740592640,3,NA,9,"200821_Smp_StaB3_A",NA,NA,NA,6740592640,NA
"1732",2065,"Proline",9.33,6475721728,23002498,"429068288",-2.9,NA,NA,NA,9.29625,9.36,9.24,NA,15947452,NA,"",6475721728,3,NA,9,"200821_Smp_StaB3_B",NA,NA,NA,6475721728,NA
"1733",2066,"Proline",9.32,7240070656,16518622,"457359040",-3.7,NA,NA,NA,9.29625,9.36,9.24,NA,15947452,NA,"",7240070656,3,NA,9,"200821_Smp_StaB3_C",NA,NA,NA,7240070656,NA
"1734",2067,"Proline",9.35,7372609536,41955180,"461502720",-2.9,NA,NA,NA,9.29625,9.36,9.24,NA,21589740,NA,"",7372609536,3,NA,9,"200821_Smp_StaB4_A",NA,NA,NA,7372609536,NA
"1735",2068,"Proline",9.3,7836820992,32974190,"488186272",-3.2,NA,NA,NA,9.29625,9.36,9.24,NA,21589740,NA,"",7836820992,3,NA,9,"200821_Smp_StaB4_B",NA,NA,NA,7836820992,NA
"1736",2069,"Proline",9.33,7891663360,41563548,"477211072",-2.6,NA,NA,NA,9.29625,9.36,9.24,NA,21589740,NA,"",7891663360,3,NA,9,"200821_Smp_StaB4_C",NA,NA,NA,7891663360,NA
"1737",2070,"Proline",9.33,5339140096,24056004,"360752512",-3.5,NA,NA,NA,9.29625,9.36,9.24,NA,21589740,NA,"",5339140096,3,NA,9,"200821_Smp_StaB5_A",NA,NA,NA,5339140096,NA
"1738",2071,"Proline",9.31,6712041984,20153304,"449297792",-3.9,NA,NA,NA,9.29625,9.36,9.24,NA,21589740,NA,"",6712041984,3,NA,9,"200821_Smp_StaB5_B",NA,NA,NA,6712041984,NA
"1739",2072,"Proline",9.32,8053178880,52902028,"513413760",-3.1,NA,NA,NA,9.29625,9.36,9.24,NA,21589740,NA,"",8053178880,3,NA,9,"200821_Smp_StaB5_C",NA,NA,NA,8053178880,NA
"1740",2073,"Propionyl-L-carnitine",6.42,7115442,0,"160328",-1.3,NA,NA,NA,6.38625,6.5,6.23,NA,461622,NA,"",7115442,3,NA,5,"200821_Smp_20ppt3C_A",NA,NA,NA,7115442,NA
"1741",2074,"Propionyl-L-carnitine",6.35,6863769,0,"177713",-2.3,NA,NA,NA,6.38625,6.5,6.23,NA,461622,NA,"",6863769,3,NA,5,"200821_Smp_20ppt3C_B",NA,NA,NA,6863769,NA
"1742",2075,"Propionyl-L-carnitine",6.29,5670499,0,"142170",-2.3,NA,NA,NA,6.38625,6.5,6.23,NA,461622,NA,"",5670499,3,NA,5,"200821_Smp_20ppt3C_C",NA,NA,NA,5670499,NA
"1743",2076,"Propionyl-L-carnitine",6.35,6315618,0,"143949",-2,NA,NA,NA,6.38625,6.5,6.23,NA,1011374,NA,"",6315618,2,NA,5,"200821_Smp_35ppt0C_A",NA,NA,NA,6315618,NA
"1744",2077,"Propionyl-L-carnitine",5.57,3869453,0,"115794",-0.5,NA,NA,NA,6.38625,6.5,6.23,NA,1011374,"BlankFlag","BlankFlag, ",NA,2,NA,5,"200821_Smp_35ppt0C_B",NA,NA,NA,3034222,"Backfill_Flag"
"1745",2078,"Propionyl-L-carnitine",6.44,7016060,0,"149035",-1.5,NA,NA,NA,6.38625,6.5,6.23,NA,1011374,NA,"",7016060,2,NA,5,"200821_Smp_35ppt0C_C",NA,NA,NA,7016060,NA
"1746",2079,"Propionyl-L-carnitine",6.42,764258,439235,"66235",-1.1,"SNFlag",NA,NA,6.38625,6.5,6.23,NA,437306,"BlankFlag","SNFlag, BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_50ppt-3C_A",NA,NA,NA,1312018,"Backfill_Flag"
"1747",2080,"Propionyl-L-carnitine",6.15,1081772,0,"36245",-2,NA,NA,NA,6.38625,6.5,6.23,NA,437306,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_50ppt-3C_B",NA,NA,NA,1312018,"Backfill_Flag"
"1748",2081,"Propionyl-L-carnitine",6.34,1255091,0,"51146",-2,NA,NA,NA,6.38625,6.5,6.23,NA,437306,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_50ppt-3C_C",NA,NA,NA,1312018,"Backfill_Flag"
"1749",2082,"Propionyl-L-carnitine",6.37,6639447,0,"155386",-2.1,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,NA,"",6639447,1,NA,5,"200821_Smp_Ev15SW_A",NA,NA,NA,6639447,NA
"1750",2083,"Propionyl-L-carnitine",6.37,13239439,832221,"339814",-1.5,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,NA,"",13239439,3,NA,5,"200821_Smp_Ev32Core_A",NA,NA,NA,13239439,NA
"1751",2084,"Propionyl-L-carnitine",6.34,9468203,0,"234318",-2.2,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,NA,"",9468203,3,NA,5,"200821_Smp_Ev32Core_B",NA,NA,NA,9468203,NA
"1752",2085,"Propionyl-L-carnitine",6.35,6982441,0,"159393",-2.5,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,NA,"",6982441,3,NA,5,"200821_Smp_Ev32Core_C",NA,NA,NA,6982441,NA
"1753",2086,"Propionyl-L-carnitine",6.33,13997221,0,"341422",-2.4,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,NA,"",13997221,1,NA,5,"200821_Smp_Ev37Core_A",NA,NA,NA,13997221,NA
"1754",2087,"Propionyl-L-carnitine",6.41,30832720,0,"730649",-1.2,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,NA,"",30832720,1,NA,5,"200821_Smp_Ev51Slush_A",NA,NA,NA,30832720,NA
"1755",2088,"Propionyl-L-carnitine",6.41,13960011,0,"323878",-2,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,NA,"",13960011,1,NA,5,"200821_Smp_EvXCore_A",NA,NA,NA,13960011,NA
"1756",2089,"Propionyl-L-carnitine",6.47,1392380,0,"44486",-1.5,NA,NA,NA,6.38625,6.5,6.23,NA,1072452,"BlankFlag","BlankFlag, ",NA,0,NA,5,"200821_Smp_EvXSW_A",NA,NA,NA,3217456,"Backfill_Flag"
"1757",2090,"Propionyl-L-carnitine",6.42,1224410,80297,"38931",-0.6,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_Hero1_A",NA,NA,NA,3495583,"Backfill_Flag"
"1758",2091,"Propionyl-L-carnitine",6.24,3629646,0,"80199",-2.2,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_Hero1_B",NA,NA,NA,3495583,"Backfill_Flag"
"1759",2092,"Propionyl-L-carnitine",5.72,3554612,0,"157617",-2,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_Hero1_C",NA,NA,NA,3495583,"Backfill_Flag"
"1760",2093,"Propionyl-L-carnitine",6.26,5620130,0,"120701",-2.7,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",5,"200821_Smp_StaB1_A",NA,NA,NA,3495583,"Backfill_Flag"
"1761",2094,"Propionyl-L-carnitine",6.03,5092192,0,"118971",-1.7,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",5,"200821_Smp_StaB1_B",NA,NA,NA,3495583,"Backfill_Flag"
"1762",2095,"Propionyl-L-carnitine",6.45,7762089,0,"174572",-1.1,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,NA,"ReplicateFlag, ",NA,1,"ReplicateFlag",5,"200821_Smp_StaB1_C",NA,NA,NA,3495583,"Backfill_Flag"
"1763",2096,"Propionyl-L-carnitine",6.43,2853979,0,"67305",-2,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",5,"200821_Smp_StaB1_D",NA,NA,NA,3495583,"Backfill_Flag"
"1764",2097,"Propionyl-L-carnitine",6.45,5510601,969211,"137646",-1.3,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,1,"ReplicateFlag",5,"200821_Smp_StaB1_E",NA,NA,NA,3495583,"Backfill_Flag"
"1765",2098,"Propionyl-L-carnitine",6.52,4456028,397706,"102580",-0.4,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_StaB2_A",NA,NA,NA,3495583,"Backfill_Flag"
"1766",2099,"Propionyl-L-carnitine",6.39,3976271,0,"120393",-2.4,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_StaB2_B",NA,NA,NA,3495583,"Backfill_Flag"
"1767",2100,"Propionyl-L-carnitine",6.1,5028696,0,"118949",-2.7,NA,NA,NA,6.38625,6.5,6.23,NA,1165161,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_StaB2_C",NA,NA,NA,3495583,"Backfill_Flag"
"1768",2101,"Propionyl-L-carnitine",6.3,6271490,0,"159135",-2.3,NA,NA,NA,6.38625,6.5,6.23,NA,1462377,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_StaB3_A",NA,NA,NA,4387231,"Backfill_Flag"
"1769",2102,"Propionyl-L-carnitine",6.41,6321364,0,"145885",-1.8,NA,NA,NA,6.38625,6.5,6.23,NA,1462377,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_StaB3_B",NA,NA,NA,4387231,"Backfill_Flag"
"1770",2103,"Propionyl-L-carnitine",6.34,6332914,0,"151780",-2.3,NA,NA,NA,6.38625,6.5,6.23,NA,1462377,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",5,"200821_Smp_StaB3_C",NA,NA,NA,4387231,"Backfill_Flag"
"1771",2104,"Propionyl-L-carnitine",6.39,8712999,0,"226833",-1.4,NA,NA,NA,6.38625,6.5,6.23,NA,1080562,NA,"",8712999,3,NA,5,"200821_Smp_StaB4_A",NA,NA,NA,8712999,NA
"1772",2105,"Propionyl-L-carnitine",6.13,9257466,0,"202619",-2.1,NA,NA,NA,6.38625,6.5,6.23,NA,1080562,NA,"",9257466,3,NA,5,"200821_Smp_StaB4_B",NA,NA,NA,9257466,NA
"1773",2106,"Propionyl-L-carnitine",6.49,9411248,0,"182259",-1.3,NA,NA,NA,6.38625,6.5,6.23,NA,1080562,NA,"",9411248,3,NA,5,"200821_Smp_StaB4_C",NA,NA,NA,9411248,NA
"1774",2107,"Propionyl-L-carnitine",6.37,5628483,0,"116271",-1.8,NA,NA,NA,6.38625,6.5,6.23,NA,1080562,NA,"",5628483,3,NA,5,"200821_Smp_StaB5_A",NA,NA,NA,5628483,NA
"1775",2108,"Propionyl-L-carnitine",6.29,6350489,0,"152505",-2.8,NA,NA,NA,6.38625,6.5,6.23,NA,1080562,NA,"",6350489,3,NA,5,"200821_Smp_StaB5_B",NA,NA,NA,6350489,NA
"1776",2109,"Propionyl-L-carnitine",6.29,8361523,0,"207667",-1.7,NA,NA,NA,6.38625,6.5,6.23,NA,1080562,NA,"",8361523,3,NA,5,"200821_Smp_StaB5_C",NA,NA,NA,8361523,NA
"1777",2184,"Serine",11.3,56195332,0,"4159054",-0.9,NA,NA,NA,11.36125,11.64,10.85,NA,3450909,NA,"",56195332,3,NA,9,"200821_Smp_20ppt3C_A",NA,NA,NA,56195332,NA
"1778",2185,"Serine",11.53,56195544,0,"4108926",-2,NA,NA,NA,11.36125,11.64,10.85,NA,3450909,NA,"",56195544,3,NA,9,"200821_Smp_20ppt3C_B",NA,NA,NA,56195544,NA
"1779",2186,"Serine",11.74,40561720,0,"2866754",-1.7,NA,NA,NA,11.36125,11.64,10.85,NA,3450909,NA,"",40561720,3,NA,9,"200821_Smp_20ppt3C_C",NA,NA,NA,40561720,NA
"1780",2187,"Serine",11.75,82635952,0,"5814263",-1.4,NA,NA,NA,11.36125,11.64,10.85,NA,1299095,NA,"",82635952,3,NA,9,"200821_Smp_35ppt0C_A",NA,NA,NA,82635952,NA
"1781",2188,"Serine",11.61,71419784,0,"5152832",-0.4,NA,NA,NA,11.36125,11.64,10.85,NA,1299095,NA,"",71419784,3,NA,9,"200821_Smp_35ppt0C_B",NA,NA,NA,71419784,NA
"1782",2189,"Serine",11.33,132305024,0,"10770229",-1.1,NA,NA,NA,11.36125,11.64,10.85,NA,1299095,NA,"",132305024,3,NA,9,"200821_Smp_35ppt0C_C",NA,NA,NA,132305024,NA
"1783",2190,"Serine",11.48,19909926,0,"1573490",-1.9,NA,NA,NA,11.36125,11.64,10.85,NA,1547259,NA,"",19909926,3,NA,9,"200821_Smp_50ppt-3C_A",NA,NA,NA,19909926,NA
"1784",2191,"Serine",11.59,28017380,0,"2027924",-1.8,NA,NA,NA,11.36125,11.64,10.85,NA,1547259,NA,"",28017380,3,NA,9,"200821_Smp_50ppt-3C_B",NA,NA,NA,28017380,NA
"1785",2192,"Serine",11.69,28807878,0,"2010686",-0.7,NA,NA,NA,11.36125,11.64,10.85,NA,1547259,NA,"",28807878,3,NA,9,"200821_Smp_50ppt-3C_C",NA,NA,NA,28807878,NA
"1786",2193,"Serine",11.59,13784718,0,"857868",-1.1,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",13784718,1,NA,9,"200821_Smp_Ev15SW_A",NA,NA,NA,13784718,NA
"1787",2194,"Serine",11.49,44744312,764964,"3566231",-0.9,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",44744312,3,NA,9,"200821_Smp_Ev32Core_A",NA,NA,NA,44744312,NA
"1788",2195,"Serine",11.48,19695204,0,"1318538",-1.2,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",19695204,3,NA,9,"200821_Smp_Ev32Core_B",NA,NA,NA,19695204,NA
"1789",2196,"Serine",11.59,14130637,942399,"982451",-1.7,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",14130637,3,NA,9,"200821_Smp_Ev32Core_C",NA,NA,NA,14130637,NA
"1790",2197,"Serine",11.56,27109296,223631,"1938526",-2.1,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",27109296,1,NA,9,"200821_Smp_Ev37Core_A",NA,NA,NA,27109296,NA
"1791",2198,"Serine",11.49,14042424,0,"1005990",-0.4,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",14042424,1,NA,9,"200821_Smp_Ev51Slush_A",NA,NA,NA,14042424,NA
"1792",2199,"Serine",11.53,37376272,0,"2651357",-1.8,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",37376272,1,NA,9,"200821_Smp_EvXCore_A",NA,NA,NA,37376272,NA
"1793",2200,"Serine",11.58,6165715,245324,"347911",-1,NA,NA,NA,11.36125,11.64,10.85,NA,703522,NA,"",6165715,1,NA,9,"200821_Smp_EvXSW_A",NA,NA,NA,6165715,NA
"1794",2201,"Serine",11.49,4495814,0,"269636",-0.5,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",9,"200821_Smp_Hero1_A",NA,NA,NA,7798831,"Backfill_Flag"
"1795",2202,"Serine",11.61,5291838,148653,"309454",-2.2,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",9,"200821_Smp_Hero1_B",NA,NA,NA,7798831,"Backfill_Flag"
"1796",2203,"Serine",11.53,6650931,0,"389477",-1.8,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,"BlankFlag","BlankFlag, ReplicateFlag, ",NA,0,"ReplicateFlag",9,"200821_Smp_Hero1_C",NA,NA,NA,7798831,"Backfill_Flag"
"1797",2204,"Serine",11.6,30032148,0,"1632235",-2.1,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",30032148,5,NA,9,"200821_Smp_StaB1_A",NA,NA,NA,30032148,NA
"1798",2205,"Serine",11.48,28235096,0,"2107124",-1.4,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",28235096,5,NA,9,"200821_Smp_StaB1_B",NA,NA,NA,28235096,NA
"1799",2206,"Serine",11.33,34438492,0,"3383293",-0.9,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",34438492,5,NA,9,"200821_Smp_StaB1_C",NA,NA,NA,34438492,NA
"1800",2207,"Serine",11.56,18649550,0,"1298613",-1.8,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",18649550,5,NA,9,"200821_Smp_StaB1_D",NA,NA,NA,18649550,NA
"1801",2208,"Serine",11.29,21284500,0,"1761142",-0.4,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",21284500,5,NA,9,"200821_Smp_StaB1_E",NA,NA,NA,21284500,NA
"1802",2209,"Serine",11.3,36591576,0,"2818789",-0.5,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",36591576,3,NA,9,"200821_Smp_StaB2_A",NA,NA,NA,36591576,NA
"1803",2210,"Serine",11.51,30944394,0,"2457670",-1.1,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",30944394,3,NA,9,"200821_Smp_StaB2_B",NA,NA,NA,30944394,NA
"1804",2211,"Serine",11.57,31522278,0,"1843665",-1.8,NA,NA,NA,11.36125,11.64,10.85,NA,2599577,NA,"",31522278,3,NA,9,"200821_Smp_StaB2_C",NA,NA,NA,31522278,NA
"1805",2212,"Serine",11.59,36986312,0,"2200790",-1.9,NA,NA,NA,11.36125,11.64,10.85,NA,1694932,NA,"",36986312,3,NA,9,"200821_Smp_StaB3_A",NA,NA,NA,36986312,NA
"1806",2213,"Serine",11.45,42648448,0,"3217958",-1.1,NA,NA,NA,11.36125,11.64,10.85,NA,1694932,NA,"",42648448,3,NA,9,"200821_Smp_StaB3_B",NA,NA,NA,42648448,NA
"1807",2214,"Serine",11.52,47090644,0,"3199666",-2.2,NA,NA,NA,11.36125,11.64,10.85,NA,1694932,NA,"",47090644,3,NA,9,"200821_Smp_StaB3_C",NA,NA,NA,47090644,NA
