MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Filled_area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd,Column,Area,MassFeature_Column,Volume_filtered_L,umolCFiltered,Adjusted_Area_VolNormed,Adjusted_Area_CNormed,Datsum,Rank,RankPercent,z,Vol_recon_uL,Dilution_Factor,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFratio,RFratioFlag,nmolinEnviroave,RFFlag,Emperical.Formula,C,N,nmolCave,nmolNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN,PC_ave,PN_ave,molFractionC_pertotalC,molFractionN_pertotalN
Hypoxanthine,Inj_vol,0.08944394063272666,0.08944394063272666,353979840,200821,Smp,35ppt0C_B,B,200821,353979840,200821_Smp_35ppt0C_B Hypoxanthine,HILICPos,353979840,Hypoxanthine_X_HILICPos,0.62,71.22869299,570935225.8064516,4969624.250296103,9259994652,19,0.7285714285714286,1,400,1,1,Hypoxanthine,275192576,266949872,271071224,0.87110214495947,NA,0.9671511009349919,NA,C5H4N4O,5,4,4.835755504674959,3.8686044037399676,4279.151934240038,975.4709690015849,0.0011300733367238507,0.003965883687650455,114.8849887,18.83060208,4.209214414689637e-5,2.0544241693943587e-4
Leucine,"L-Isoleucine, 15N",0.13867999925197447,0.05817965032926232,704829312,200821,Smp,35ppt0C_B,B,200821,686662966.2047749,200821_Smp_35ppt0C_B Leucine,HILICPos,704829312,Leucine_X_HILICPos,0.62,71.22869299,1107520913.233508,9640257.842456514,8281210605.852696,11,0.8428571428571429,1,400,1,1,Leucine,110801176,56887152,83844164,0.9414548496692644,NA,5.612283375632214,NA,C6H13NO2,6,1,33.673700253793285,5.612283375632214,4279.151934240038,975.4709690015849,0.007869246236468024,0.005753408921412089,114.8849887,18.83060208,2.931079215381712e-4,2.980405699079068e-4
Lysine,"Sulfolactic Acid, 13C3",0.4546266384063291,0.28288796272712263,93987728,200821,Smp,35ppt0C_B,B,200821,171829492.89662015,200821_Smp_35ppt0C_B Lysine,HILICPos,93987728,Lysine_X_HILICPos,0.62,71.22869299,277144343.38164544,2412363.412603174,2467726019.0294657,32,0.5428571428571429,1,400,1,1,Lysine,5797551,3231736.25,4514643.625,1.4043291952511563,NA,17.48532108401936,NA,C6H14N2O2,6,2,104.91192650411617,34.97064216803872,4279.151934240038,975.4709690015849,0.024516990309377307,0.03585000812872157,114.8849887,18.83060208,9.131909024082637e-4,0.0018571175801745117
Methionine Sulfoxide,"DL-Alanine, D3",0.26136950422778793,0.13406391819703692,96182400,200821,Smp,35ppt0C_B,B,200821,125485401.4451223,200821_Smp_35ppt0C_B Methionine Sulfoxide,HILICPos,96182400,Methionine Sulfoxide_X_HILICPos,0.62,71.22869299,202395808.78245533,1761725.453290847,1707236339.754902,29,0.5857142857142856,1,400,1,1,Methionine Sulfoxide,51823592,37319500,44571546,0.7503923646364999,NA,2.420557488439587,NA,C5H11NO3S,5,1,12.102787442197936,2.420557488439587,4279.151934240038,975.4709690015849,0.0028283144950653283,0.0024814244250826643,114.8849887,18.83060208,1.0534698727091346e-4,1.2854381809758827e-4
Methylmalonyl carnitine,Inj_vol,0.2328619249428167,0.2328619249428167,2082629,200821,Smp,35ppt0C_B,B,200821,2082629,200821_Smp_35ppt0C_B Methylmalonyl carnitine,HILICPos,2082629,Methylmalonyl carnitine_X_HILICPos,0.62,71.22869299,3359079.0322580645,29238.624388241777,29187463,60,0.1428571428571429,1,400,1,1,Methylmalonyl carnitine,577596736,429162560,503379648,0.7376420363608672,NA,0.003618586032594643,NA,C11H19NO6,11,1,0.03980444635854107,0.003618586032594643,4279.151934240038,975.4709690015849,9.301947434967671e-6,3.7095783960627164e-6,114.8849887,18.83060208,3.4647212668038566e-7,1.9216517970171263e-7
Muramic Acid,"Sulfolactic Acid, 13C3",1.3395777292682298,1.0504781705521389,551783,200821,Smp,35ppt0C_B,B,200821,1008776.3061894184,200821_Smp_35ppt0C_B Muramic Acid,HILICPos,551783,Muramic Acid_X_HILICPos,0.62,71.22869299,1627058.5583700296,14162.499181769956,10870356.656311562,63,0.09999999999999998,1,400,1,1,Muramic Acid,37496880,21520064,29508472,0.8491859939074986,NA,0.025972492581449617,NA,C9H17NO7,9,1,0.23375243323304656,0.025972492581449617,4279.151934240038,975.4709690015849,5.462587840423576e-5,2.662559256687363e-5,114.8849887,18.83060208,2.034664718847177e-6,1.3792704275257896e-6
N-Acetyl-Serine,Inj_vol,0.7347626630011531,0.7347626630011531,150299,200821,Smp,35ppt0C_B,B,200821,150299,200821_Smp_35ppt0C_B N-Acetyl-Serine,HILICPos,150299,N-Acetyl-Serine_X_HILICPos,0.62,71.22869299,242417.74193548388,2110.09066277688,6679810,68,0.02857142857142858,1,400,1,1,N-Acetyl-Serine,12147998,5002064,8575031,9.192887422562292e-4,NA,12.300896161992736,NA,C5H9NO4,5,1,61.50448080996368,12.300896161992736,4279.151934240038,975.4709690015849,0.014373053762786447,0.012610212454177865,114.8849887,18.83060208,5.353569818470434e-4,6.532396632743639e-4
N-Acetylglucosamine,"Sucrose, 13C",0.19488738097508437,0.1048247855576686,3113741,200821,Smp,35ppt0C_B,B,200821,3437460.809625984,200821_Smp_35ppt0C_B N-Acetylglucosamine,HILICPos,3113741,N-Acetylglucosamine_X_HILICPos,0.62,71.22869299,5544291.628429007,48259.495792076086,99846978.0165158,55,0.2142857142857143,1,400,1,1,N-Acetylglucosamine,10009602.666666666,7299239.333333333,8654421,1.2744885900791303,NA,0.20106296730483117,NA,C8H15NO6,8,1,1.6085037384386494,0.20106296730483117,4279.151934240038,975.4709690015849,3.7589311227022694e-4,2.0611886329187568e-4,114.8849887,18.83060208,1.4000991397047938e-5,1.067745823795939e-5
N(e)-Acetyl-Lysine,"DL-Alanine, D3",0.18333749187327888,0.13893679108049622,2649376,200821,Smp,35ppt0C_B,B,200821,3456536.8605802343,200821_Smp_35ppt0C_B N(e)-Acetyl-Lysine,HILICPos,2649376,N(e)-Acetyl-Lysine_X_HILICPos,0.62,71.22869299,5575059.452548765,48527.30992923747,93469806.68966755,58,0.17142857142857135,1,400,1,1,N(e)-Acetyl-Lysine,170158368,126873552,148515960,0.5081402241716086,NA,0.029549680717634044,NA,C8H16N2O3,8,2,0.23639744574107235,0.05909936143526809,4279.151934240038,975.4709690015849,5.524399445822802e-5,6.058546416379519e-5,114.8849887,18.83060208,2.0576878530090536e-6,3.1384743400232318e-6
Ophthalmic Acid,"L-Cysteic Acid, D3",0.234771823785395,0.14818185826390445,519944,200821,Smp,35ppt0C_B,B,200821,692723.0897466935,200821_Smp_35ppt0C_B Ophthalmic Acid,HILICPos,519944,Ophthalmic Acid_X_HILICPos,0.62,71.22869299,1117295.306043054,9725.33765071257,25211563.921192408,64,0.08571428571428574,1,400,1,1,Ophthalmic Acid,33304688,28610867.2,30957777.6,0.717341569910475,NA,0.020124828620715886,NA,C11H19N3O6,11,3,0.22137311482787475,0.06037448586214766,4279.151934240038,975.4709690015849,5.173294106632132e-5,6.189265265776409e-5,114.8849887,18.83060208,1.926910707246079e-6,3.206189882068161e-6
Ornithine,"Sulfolactic Acid, 13C3",0.5318543706202121,0.29816152990562067,157314784,200821,Smp,35ppt0C_B,B,200821,287604777.08176255,200821_Smp_35ppt0C_B Ornithine,HILICPos,157314784,Ornithine_X_HILICPos,0.62,71.22869299,463878672.71252024,4037765.7515369575,3211961640.856266,26,0.6285714285714286,1,400,1,1,Ornithine,17429736,5405138.8,11417437.4,1.102860975514706,NA,14.735843091767041,NA,C5H12N2O2,5,2,73.6792154588352,29.471686183534082,4279.151934240038,975.4709690015849,0.017218181684385638,0.03021277631019504,114.8849887,18.83060208,6.413302233178111e-4,0.0015650952666476869
Propionyl-L-carnitine,"Homarine, D3",0.119713032006298,0.08636648912946966,3034222,200821,Smp,35ppt0C_B,B,200821,3086866.5982434815,200821_Smp_35ppt0C_B Propionyl-L-carnitine,HILICPos,3034222,Propionyl-L-carnitine_X_HILICPos,0.62,71.22869299,4978817.093941099,43337.403350597146,226168033.177111,57,0.18571428571428572,1,400,1,1,Propionyl-L-carnitine,453988128,381576384,417782256,0.8884650051119307,NA,0.005365322676974853,NA,C10H19NO4,10,1,0.053653226769748534,0.005365322676974853,4279.151934240038,975.4709690015849,1.2538285060747008e-5,5.500238190036936e-6,114.8849887,18.83060208,4.670168607480443e-7,2.849257105099878e-7
Serine,"Sulfoacetic Acid, 13C2",0.1211512996063867,0.06019054967582088,71419784,200821,Smp,35ppt0C_B,B,200821,61902688.17187036,200821_Smp_35ppt0C_B Serine,HILICPos,71419784,Serine_X_HILICPos,0.62,71.22869299,99843045.43850058,869069.5501117934,1283663778.215333,36,0.48571428571428577,1,400,1,1,Serine,7793698,6266045,7029871.5,0.7027594781473061,NA,8.083951747892929,NA,C3H7NO3,3,1,24.251855243678786,8.083951747892929,4279.151934240038,975.4709690015849,0.005667444301200263,0.008287229456112901,114.8849887,18.83060208,2.1109681532900554e-4,4.2929863386996546e-4
Stachydrine hydrochloride,Inj_vol,0.04003967055306961,0.04003967055306961,15616537,200821,Smp,35ppt0C_B,B,200821,15616537,200821_Smp_35ppt0C_B Stachydrine hydrochloride,HILICPos,15616537,Stachydrine hydrochloride_X_HILICPos,0.62,71.22869299,25187962.90322581,219245.03096234615,1779340244,44,0.37142857142857144,1,400,1,1,Stachydrine hydrochloride,804937152,670439360,737688256,0.8938678995460438,NA,0.015279418473893833,NA,C7H13NO2,7,1,0.10695592931725684,0.015279418473893833,4279.151934240038,975.4709690015849,2.4994655707697332e-5,1.566363219351637e-5,114.8849887,18.83060208,9.309826333930505e-7,8.11414229294459e-7
Thiamine monophosphate,Inj_vol,1.5329358311792465,1.5329358311792465,100,200821,Smp,35ppt0C_B,B,200821,100,200821_Smp_35ppt0C_B Thiamine monophosphate,HILICPos,100,Thiamine monophosphate_X_HILICPos,0.62,71.22869299,161.29032258064515,1.4039286108203517,559483,70,0,1,400,1,1,Thiamine monophosphate,19985204,14985934,17485569,0.927676525288328,NA,3.977333109634171e-6,NA,C12H18N4O4PS,12,4,4.7727997315610046e-5,1.5909332438536683e-5,4279.151934240038,975.4709690015849,1.1153611287720347e-8,1.630938587010972e-8,114.8849887,18.83060208,4.1544154598162963e-10,8.448658397085456e-10
Threonine,"DL-Proline, D7",0.10870823754455276,0.04379655977018261,253984448,200821,Smp,35ppt0C_B,B,200821,333016639.57597464,200821_Smp_35ppt0C_B Threonine,HILICPos,253984448,Threonine_X_HILICPos,0.62,71.22869299,537123612.219314,4675315.881799597,4288519892.429687,21,0.7,1,400,1,1,Threonine,16596933,9989082,13293007.5,0.8794445154520507,NA,18.378181715001762,NA,C4H9NO3,4,1,73.51272686000705,18.378181715001762,4279.151934240038,975.4709690015849,0.017179274769794462,0.018840316420500162,114.8849887,18.83060208,6.398810470528171e-4,9.759741954571516e-4
trans Hydroxyl proline,"DL-Alanine, D3",0.1500829525878538,0.08790324345636982,12463134,200821,Smp,35ppt0C_B,B,200821,16260161.664237458,200821_Smp_35ppt0C_B trans Hydroxyl proline,HILICPos,12463134,trans Hydroxyl proline_X_HILICPos,0.62,71.22869299,26226067.200382996,228281.06176987223,394778801.8028969,48,0.3142857142857143,1,400,1,1,trans Hydroxyl proline,68604832,60491384,64548108,0.722881027481688,NA,0.2248240761623864,NA,C5H9NO3,5,1,1.124120380811932,0.2248240761623864,4279.151934240038,975.4709690015849,2.626970012018449e-4,2.304774650469594e-4,114.8849887,18.83060208,9.784745540144987e-6,1.1939293029890546e-5
Trigonelline,Inj_vol,0.05554224382460147,0.05554224382460147,668255872,200821,Smp,35ppt0C_B,B,200821,668255872,200821_Smp_35ppt0C_B Trigonelline,HILICPos,668255872,Trigonelline_X_HILICPos,0.62,71.22869299,1077832051.612903,9381835.380495025,10166511095,12,0.8285714285714285,1,400,1,1,Trigonelline,627330944,525376608,576353776,0.9170730992141948,NA,0.8156765714326073,NA,C7H7NO2,7,1,5.709736000028251,0.8156765714326073,4279.151934240038,975.4709690015849,0.0013343148567222535,8.361874390454382e-4,114.8849887,18.83060208,4.9699582727366814e-5,4.331654229467991e-5
Trimethyl-L-lysine,"L-Cysteic Acid, D3",0.2874374762099918,0.20318269812340867,5541374,200821,Smp,35ppt0C_B,B,200821,7382790.682692739,200821_Smp_35ppt0C_B Trimethyl-L-lysine,HILICPos,5541374,Trimethyl-L-lysine_X_HILICPos,0.62,71.22869299,11907726.907568932,103649.11067130252,222936070.2655013,51,0.27142857142857146,1,400,1,1,Trimethyl-L-lysine,209783008,132339232,171061120,1.027508282995368,NA,0.027098934459246504,NA,C9H20N2O2,9,2,0.24389041013321852,0.05419786891849301,4279.151934240038,975.4709690015849,5.699503403506344e-5,5.556071953014211e-5,114.8849887,18.83060208,2.1229092929633423e-6,2.878180351761382e-6
Trimethylamine N-oxide,Inj_vol,0.08078858232860306,0.08078858232860306,71001528,200821,Smp,35ppt0C_B,B,200821,71001528,200821_Smp_35ppt0C_B Trimethylamine N-oxide,HILICPos,71001528,Trimethylamine N-oxide_X_HILICPos,0.62,71.22869299,114518593.5483871,996810.7657116228,4848234064,37,0.4714285714285714,1,400,1,1,Trimethylamine N-oxide,154863168,120202056,137532612,0.9285654146866996,NA,0.35868878827104433,NA,C3H9NO,3,1,1.076066364813133,0.35868878827104433,4279.151934240038,975.4709690015849,2.5146720222829353e-4,3.677083169765369e-4,114.8849887,18.83060208,9.366466211030173e-6,1.904818479766019e-5
Trimethylammonium Propionate (TMAP),Inj_vol,0.06502143695638248,0.06502143695638248,476367264,200821,Smp,35ppt0C_B,B,200821,476367264,200821_Smp_35ppt0C_B Trimethylammonium Propionate (TMAP),HILICPos,476367264,Trimethylammonium Propionate (TMAP)_X_HILICPos,0.62,71.22869299,768334296.7741935,6687856.311878116,22995885082,16,0.7714285714285715,1,400,1,1,Trimethylammonium Propionate (TMAP),358355648,346885920,352620784,0.893282484411756,NA,0.975693666444725,NA,C6H13NO2,6,1,5.85416199866835,0.975693666444725,4279.151934240038,975.4709690015849,0.0013680659365762923,0.001000228297356064,114.8849887,18.83060208,5.0956718235446464e-5,5.1814257573899366e-5
Turicine,"DL-Valine, D8",0.14800718947373764,0.11237723054237386,1201537,200821,Smp,35ppt0C_B,B,200821,1163549.1543435962,200821_Smp_35ppt0C_B Turicine,HILICPos,1201537,Turicine_X_HILICPos,0.62,71.22869299,1876692.1844251552,16335.399478787996,237174390.06798851,61,0.12857142857142856,1,400,1,1,Turicine,676012480,521884256,598948368,0.911454540684036,NA,0.0013750821292101243,NA,C7H13NO3,7,1,0.00962557490447087,0.0013750821292101243,4279.151934240038,975.4709690015849,2.249411811590732e-6,1.4096597160831448e-6,114.8849887,18.83060208,8.378444401997726e-8,7.302380048010257e-8
Tyrosine,"Betaine, 13C5-15N",0.11773887842780088,0.04941341765318351,95175968,200821,Smp,35ppt0C_B,B,200821,92887653.57415909,200821_Smp_35ppt0C_B Tyrosine,HILICPos,95175968,Tyrosine_X_HILICPos,0.62,71.22869299,149818796.08735338,1304076.3444473122,2166303637.528583,30,0.5714285714285714,1,400,1,1,Tyrosine,32699752,19246766,25973259,0.8269832350230804,NA,2.7899931854448896,NA,C9H11NO3,9,1,25.109938669004006,2.7899931854448896,4279.151934240038,975.4709690015849,0.005867970816386411,0.002860149890775844,114.8849887,18.83060208,2.185658801305519e-4,1.4816271798383677e-4
Vitamin B3,"Adenine, 15N2",0.13404349357600676,0.03383838984460486,491357568,200821,Smp,35ppt0C_B,B,200821,474838792.343579,200821_Smp_35ppt0C_B Vitamin B3,HILICPos,491357568,Vitamin B3_X_HILICPos,0.62,71.22869299,765869019.9089984,6666397.660985341,10570597056.55251,15,0.7857142857142857,1,400,1,1,Vitamin B3,251682848,245886512,248784680,0.89486396326922,NA,1.3760488167352216,NA,C6H5NO2,6,1,8.25629290041133,1.3760488167352216,4279.151934240038,975.4709690015849,0.0019294227050803742,0.0014106507117722187,114.8849887,18.83060208,7.186572409360676e-5,7.3075136466121e-5
(3-Carboxypropyl)trimethylammonium (TMAB),"Betaine, 13C5-15N",0.12515456788532978,0.06339744803195506,27378884,200821,Smp,35ppt0C_C,C,200821,27368764.25201926,200821_Smp_35ppt0C_C (3-Carboxypropyl)trimethylammonium (TMAB),HILICPos,27378884,(3-Carboxypropyl)trimethylammonium (TMAB)_X_HILICPos,0.78,85.3133456,35088159.297460586,320802.84813047183,1460714971.489597,43,0.3943661971830986,1,400,1,1,(3-Carboxypropyl)trimethylammonium (TMAB),364409472,263969152,314189312,0.9435769570132984,NA,0.047342571482709386,NA,C7H16NO2,7,1,0.3313980003789657,0.047342571482709386,5063.352670544112,1234.8029801906007,6.545030969437754e-5,3.834018239525282e-5,109.3760841,18.12577239,3.0298945432712354e-6,2.6118926390595253e-6
4-Hydroxyisoleucine,"Betaine, 13C5-15N",0.12031255935860886,0.07790636311527155,21546938,200821,Smp,35ppt0C_C,C,200821,21538973.848418195,200821_Smp_35ppt0C_C 4-Hydroxyisoleucine,HILICPos,21546938,4-Hydroxyisoleucine_X_HILICPos,0.78,85.3133456,27614069.03643358,252468.98591230717,586500918.2573766,44,0.3802816901408451,1,400,1,1,4-Hydroxyisoleucine,35789920,21118962,28454441,0.7617484078934159,NA,0.5095992548467051,NA,C6H13NO3,6,1,3.0575955290802304,0.5095992548467051,5063.352670544112,1234.8029801906007,6.038677785309509e-4,4.126968131936682e-4,109.3760841,18.12577239,2.795488204061815e-5,2.8114622863070446e-5
6-Methyladenine,"Sucrose, 13C",0.221140310598326,0.16918053921209728,2098419,200821,Smp,35ppt0C_C,C,200821,2134398.618357142,200821_Smp_35ppt0C_C 6-Methyladenine,HILICPos,2098419,6-Methyladenine_X_HILICPos,0.78,85.3133456,2736408.485073258,25018.3438868343,45733865.99468269,60,0.15492957746478875,1,400,1,1,6-Methyladenine,837457920,814556480,826007200,0.994307542556698,NA,0.001332712137300143,NA,C6H7N5,6,5,0.007996272823800858,0.0066635606865007154,5063.352670544112,1234.8029801906007,1.5792446910362205e-6,5.396456595425569e-6,109.3760841,18.12577239,7.31080554729867e-8,3.6762906115807816e-7
Acetyl-L-carnitine,Inj_vol,0.06297062538558988,0.06297062538558988,152824144,200821,Smp,35ppt0C_C,C,200821,152824144,200821_Smp_35ppt0C_C Acetyl-L-carnitine,HILICPos,152824144,Acetyl-L-carnitine_X_HILICPos,0.78,85.3133456,195928389.74358973,1791327.5223847274,3061975041,31,0.5633802816901409,1,400,1,1,Acetyl-L-carnitine,623718848,500156160,561937504,0.8656164979937988,NA,0.16111790912084814,NA,C9H17NO4,9,1,1.4500611820876332,0.16111790912084814,5063.352670544112,1234.8029801906007,2.863836032049114e-4,1.3048066104924563e-4,109.3760841,18.12577239,1.3257570830218023e-5,8.888885155025833e-6
Adenosine,Inj_vol,0.09507922191241822,0.09507922191241822,359603360,200821,Smp,35ppt0C_C,C,200821,359603360,200821_Smp_35ppt0C_C Adenosine,HILICPos,359603360,Adenosine_X_HILICPos,0.78,85.3133456,461029948.7179487,4215089.180607635,11888569832,23,0.676056338028169,1,400,1,1,Adenosine,348355424,314987424,331671424,0.8981453842281999,NA,0.6190624069277976,NA,C10H13N5O4,10,5,6.190624069277976,3.095312034638988,5063.352670544112,1234.8029801906007,0.001222633395712633,0.002506725432555406,109.3760841,18.12577239,5.659943048992349e-5,1.70768559156501e-4
Adenosyl Homocysteine,"Taurine, D4",0.409372286902516,0.2517601715021789,3233890,200821,Smp,35ppt0C_C,C,200821,3198405.283057999,200821_Smp_35ppt0C_C Adenosyl Homocysteine,HILICPos,3233890,Adenosyl Homocysteine_X_HILICPos,0.78,85.3133456,4100519.593664101,37490.093262243354,51704515.458353475,58,0.18309859154929575,1,400,1,1,Adenosyl Homocysteine,94468688,57783332,76126010,0.5554489918007413,NA,0.038790165477112386,NA,C14H20N6O5S,14,6,0.5430623166795734,0.2327409928626743,5063.352670544112,1234.8029801906007,1.072535041532502e-4,1.8848431417516426e-4,109.3760841,18.12577239,4.965091968213675e-6,1.2840335178824028e-5
Anserine,Inj_vol,0.43038738380926905,0.43038738380926905,80566,200821,Smp,35ppt0C_C,C,200821,80566,200821_Smp_35ppt0C_C Anserine,HILICPos,80566,Anserine_X_HILICPos,0.78,85.3133456,103289.7435897436,944.3540097201392,9931709,70,0.0140845070422535,1,400,1,1,Anserine,79084688,78474240,78779464,0.7019405334801487,NA,7.471431990456272e-4,NA,C10H16N4O3,10,4,0.007471431990456272,0.002988572796182509,5063.352670544112,1234.8029801906007,1.4755898861086812e-6,2.420283109230269e-6,109.3760841,18.12577239,6.830955827258651e-8,1.6487974867384443e-7
Arginine,"Sulfolactic Acid, 13C3",0.5547451594053554,0.3902991484174936,1794594816,200821,Smp,35ppt0C_C,C,200821,2273100585.1868005,200821_Smp_35ppt0C_C Arginine,HILICPos,1794594816,Arginine_X_HILICPos,0.78,85.3133456,2914231519.470257,26644138.37249398,33158963221.55505,8,0.8873239436619719,1,400,1,1,Arginine,78218904,20165398,49192151,1.1369113413732597,NA,20.843067280391562,NA,C6H14N4O2,6,4,125.05840368234936,83.37226912156625,5063.352670544112,1234.8029801906007,0.024698734577560146,0.06751868148933131,109.3760841,18.12577239,0.0011433797864623806,0.004599653318363568
Argininosuccinic Acid,"Sulfolactic Acid, 13C3",0.6471482047760884,0.3862072847967303,1694504,200821,Smp,35ppt0C_C,C,200821,2146321.832460578,200821_Smp_35ppt0C_C Argininosuccinic Acid,HILICPos,1694504,Argininosuccinic Acid_X_HILICPos,0.78,85.3133456,2751694.657000741,25158.101787776777,38728478.53905589,61,0.14084507042253525,1,400,1,1,Argininosuccinic Acid,15224687,4373513,9799100,1.4134792842083137,NA,0.07946659310268545,NA,C10H18N4O6,10,4,0.7946659310268545,0.3178663724107418,5063.352670544112,1234.8029801906007,1.569446141189804e-4,2.5742274476992015e-4,109.3760841,18.12577239,7.265445070243235e-6,1.7536707709410985e-5
Asparagine,"DL-Proline, D7",0.14087964402312275,0.0583148611030435,349293824,200821,Smp,35ppt0C_C,C,200821,538488514.891124,200821_Smp_35ppt0C_C Asparagine,HILICPos,349293824,Asparagine_X_HILICPos,0.78,85.3133456,690369890.8860564,6311890.725934958,3348668588.3293366,24,0.6619718309859155,1,400,1,1,Asparagine,11672314,9069195,10370754.5,0.6921493253025142,NA,38.470840969094816,NA,C4H8N2O3,4,2,153.88336387637926,76.94168193818963,5063.352670544112,1234.8029801906007,0.03039159503377884,0.0623108975055382,109.3760841,18.12577239,0.0014069196675178762,0.004244877419990025
Aspartic acid,"L-Cysteic Acid, D3",0.16638057002854545,0.07133294605679492,402528352,200821,Smp,35ppt0C_C,C,200821,346239699.7057487,200821_Smp_35ppt0C_C Aspartic acid,HILICPos,402528352,Aspartic acid_X_HILICPos,0.78,85.3133456,443897050.9048059,4058447.096063112,4362532351.664482,21,0.704225352112676,1,400,1,1,Aspartic acid,4499357,4259056.5,4379206.75,1.2469944179759247,NA,32.51489023000669,NA,C4H7NO4,4,1,130.05956092002677,32.51489023000669,5063.352670544112,1234.8029801906007,0.02568645112884275,0.02633204709709057,109.3760841,18.12577239,0.0011891041994255011,0.0017938485340324131
beta-Alanine,"Betaine, 13C5-15N",0.11994620821372956,0.04965638902623535,515786528,200821,Smp,35ppt0C_C,C,200821,515595883.6452037,200821_Smp_35ppt0C_C beta-Alanine,HILICPos,515786528,beta-Alanine_X_HILICPos,0.78,85.3133456,661020363.6476971,6043554.850874394,10588996474.778278,16,0.7746478873239436,1,400,1,1,beta-Alanine,23612702,18772100,21192401,1.183489296489827,NA,10.542177701596682,NA,C3H7NO2,3,1,31.626533104790045,10.542177701596682,5063.352670544112,1234.8029801906007,0.006246164382105233,0.008537538271870239,109.3760841,18.12577239,2.891540080725019e-4,5.8161260523236e-4
beta-Glutamic acid,"DL-Alanine, D3",0.3131338911286495,0.2250650026054979,11200081,200821,Smp,35ppt0C_C,C,200821,23977995.000998743,200821_Smp_35ppt0C_C beta-Glutamic acid,HILICPos,11200081,beta-Glutamic acid_X_HILICPos,0.78,85.3133456,30741019.23204967,281057.96147559286,971145808.6283802,49,0.3098591549295775,1,400,1,1,beta-Glutamic acid,24940016,22375222,23657619,0.6798445665551032,NA,0.7645353833088456,NA,C5H9NO4,5,1,3.822676916544228,0.7645353833088456,5063.352670544112,1234.8029801906007,7.549695163014273e-4,6.191557645826495e-4,109.3760841,18.12577239,3.494984253641083e-5,4.2179465065479925e-5
Betonicine,"Cytosine, 13C2-15N3",0.1532750144028155,0.04961447103553362,6525137,200821,Smp,35ppt0C_C,C,200821,6519238.53607912,200821_Smp_35ppt0C_C Betonicine,HILICPos,6525137,Betonicine_X_HILICPos,0.78,85.3133456,8357998.123178358,76415.22542844832,240728608.9572255,54,0.23943661971830987,1,400,1,1,Betonicine,672108480,510638880,591373680,0.9232016086924848,NA,0.006123556317781937,NA,C7H13NO3,7,1,0.04286489422447356,0.006123556317781937,5063.352670544112,1234.8029801906007,8.465713730319176e-6,4.95913632864469e-6,109.3760841,18.12577239,3.9190371987795055e-7,3.3783698625501365e-7
Carnitine,"Betaine, 13C5-15N",0.11945639047540044,0.05675615484433173,212470080,200821,Smp,35ppt0C_C,C,200821,212391547.08160025,200821_Smp_35ppt0C_C Carnitine,HILICPos,212470080,Carnitine_X_HILICPos,0.78,85.3133456,272296855.2328208,2489546.571967988,5298674128.0778675,28,0.6056338028169015,1,400,1,1,Carnitine,613430528,494676640,554053584,0.9566817811199576,NA,0.20548652369601064,NA,C7H15NO3,7,1,1.4384056658720745,0.20548652369601064,5063.352670544112,1234.8029801906007,2.8408166672646613e-4,1.664123969512062e-4,109.3760841,18.12577239,1.315100716676759e-5,1.133670440490457e-5
Chitobiose,"Sulfolactic Acid, 13C3",0.7307541112423471,0.49213947367916505,71250,200821,Smp,35ppt0C_C,C,200821,90247.90178295015,200821_Smp_35ppt0C_C Chitobiose,HILICPos,71250,Chitobiose_X_HILICPos,0.78,85.3133456,115702.43818326943,1057.8403782930552,24309702.06522172,71,0,1,400,1,1,Chitobiose,19165264,12734350,15949807,0.9057168633297524,NA,0.003203720469720848,NA,C16H28N2O11,16,2,0.051259527515533566,0.006407440939441696,5063.352670544112,1234.8029801906007,1.0123633657543585e-5,5.189039095494134e-6,109.3760841,18.12577239,4.686538920946208e-7,3.534989186434165e-7
Choline,Inj_vol,0.08295531932042498,0.08295531932042498,4121399808,200821,Smp,35ppt0C_C,C,200821,4121399808,200821_Smp_35ppt0C_C Choline,HILICPos,4121399808,Choline_X_HILICPos,0.78,85.3133456,5283845907.692307,48308969.47030524,63151126384,6,0.9154929577464788,1,400,1,1,Choline,240266560,212926448,226596504,1.1852489014101557,NA,7.869504146862619,NA,C5H14NO,5,1,39.34752073431309,7.869504146862619,5063.352670544112,1234.8029801906007,0.0077710409079770415,0.006373084834673711,109.3760841,18.12577239,3.597451952872858e-4,4.3416103752931534e-4
Citrulline,"L-Cysteic Acid, D3",0.2121600924304587,0.15323865876104698,55850164,200821,Smp,35ppt0C_C,C,200821,48040203.667136505,200821_Smp_35ppt0C_C Citrulline,HILICPos,55850164,Citrulline_X_HILICPos,0.78,85.3133456,61590004.70145705,563103.0330515663,875868652.4564584,38,0.46478873239436624,1,400,1,1,Citrulline,36106648,29665428,32886038,1.2600832440556562,NA,0.5945103745439513,NA,C6H13N3O3,6,3,3.5670622472637077,1.7835311236318538,5063.352670544112,1234.8029801906007,7.0448623261322e-4,0.0014443851790482017,109.3760841,18.12577239,3.261281729562037e-5,9.839752399273362e-5
